,shape,class
1007,D00072_06_fill_holes_and_orientation.obj,HumanHead
1008,D00106_06_fill_holes_and_orientation.obj,HumanHead
1009,D00131_06_fill_holes_and_orientation.obj,HumanHead
1010,D00205_06_fill_holes_and_orientation.obj,HumanHead
1011,D00313_06_fill_holes_and_orientation.obj,HumanHead
1012,D00434_06_fill_holes_and_orientation.obj,HumanHead
1013,D00487_06_fill_holes_and_orientation.obj,HumanHead
1014,D00488_06_fill_holes_and_orientation.obj,HumanHead
1015,D00566_06_fill_holes_and_orientation.obj,HumanHead
1016,D00578_06_fill_holes_and_orientation.obj,HumanHead
1017,D00591_06_fill_holes_and_orientation.obj,HumanHead
1018,D00610_06_fill_holes_and_orientation.obj,HumanHead
1019,D00629_06_fill_holes_and_orientation.obj,HumanHead
1020,D00653_06_fill_holes_and_orientation.obj,HumanHead
1021,D00690_06_fill_holes_and_orientation.obj,HumanHead
1022,D00758_06_fill_holes_and_orientation.obj,HumanHead
1023,D00910_06_fill_holes_and_orientation.obj,HumanHead
1024,D00984_06_fill_holes_and_orientation.obj,HumanHead
1025,m340_06_fill_holes_and_orientation.obj,HumanHead
1026,m341_06_fill_holes_and_orientation.obj,HumanHead
1027,m342_06_fill_holes_and_orientation.obj,HumanHead
1028,m343_06_fill_holes_and_orientation.obj,HumanHead
1029,m344_06_fill_holes_and_orientation.obj,HumanHead
1030,m345_06_fill_holes_and_orientation.obj,HumanHead
1031,m346_06_fill_holes_and_orientation.obj,HumanHead
1032,m347_06_fill_holes_and_orientation.obj,HumanHead
1033,m348_06_fill_holes_and_orientation.obj,HumanHead
1034,m349_06_fill_holes_and_orientation.obj,HumanHead
1035,m350_06_fill_holes_and_orientation.obj,HumanHead
1036,m351_06_fill_holes_and_orientation.obj,HumanHead
1037,m352_06_fill_holes_and_orientation.obj,HumanHead
1038,m353_06_fill_holes_and_orientation.obj,HumanHead
1039,m354_06_fill_holes_and_orientation.obj,HumanHead
1040,m355_06_fill_holes_and_orientation.obj,HumanHead
1041,m356_06_fill_holes_and_orientation.obj,HumanHead
1042,m357_06_fill_holes_and_orientation.obj,HumanHead
1043,m358_06_fill_holes_and_orientation.obj,HumanHead
1044,m359_06_fill_holes_and_orientation.obj,HumanHead
1045,m360_06_fill_holes_and_orientation.obj,HumanHead
1046,m361_06_fill_holes_and_orientation.obj,HumanHead
1047,m362_06_fill_holes_and_orientation.obj,HumanHead
1048,m363_06_fill_holes_and_orientation.obj,HumanHead
1049,m364_06_fill_holes_and_orientation.obj,HumanHead
1050,m365_06_fill_holes_and_orientation.obj,HumanHead
1051,m366_06_fill_holes_and_orientation.obj,HumanHead
1052,m367_06_fill_holes_and_orientation.obj,HumanHead
1053,m368_06_fill_holes_and_orientation.obj,HumanHead
1054,m369_06_fill_holes_and_orientation.obj,HumanHead
1055,m370_06_fill_holes_and_orientation.obj,HumanHead
1056,m118_06_fill_holes_and_orientation.obj,Humanoid
1057,m119_06_fill_holes_and_orientation.obj,Humanoid
1058,m120_06_fill_holes_and_orientation.obj,Humanoid
1059,m121_06_fill_holes_and_orientation.obj,Humanoid
1060,m122_06_fill_holes_and_orientation.obj,Humanoid
1061,m123_06_fill_holes_and_orientation.obj,Humanoid
1062,m124_06_fill_holes_and_orientation.obj,Humanoid
1063,m125_06_fill_holes_and_orientation.obj,Humanoid
1064,m126_06_fill_holes_and_orientation.obj,Humanoid
1065,m128_06_fill_holes_and_orientation.obj,Humanoid
1066,m129_06_fill_holes_and_orientation.obj,Humanoid
1067,m130_06_fill_holes_and_orientation.obj,Humanoid
1068,m131_06_fill_holes_and_orientation.obj,Humanoid
1069,m132_06_fill_holes_and_orientation.obj,Humanoid
1070,m133_06_fill_holes_and_orientation.obj,Humanoid
1071,m134_06_fill_holes_and_orientation.obj,Humanoid
1072,m135_06_fill_holes_and_orientation.obj,Humanoid
1073,m136_06_fill_holes_and_orientation.obj,Humanoid
1074,m137_06_fill_holes_and_orientation.obj,Humanoid
1075,m138_06_fill_holes_and_orientation.obj,Humanoid
1076,m139_06_fill_holes_and_orientation.obj,Humanoid
1077,m140_06_fill_holes_and_orientation.obj,Humanoid
1078,m141_06_fill_holes_and_orientation.obj,Humanoid
1079,m143_06_fill_holes_and_orientation.obj,Humanoid
1080,m144_06_fill_holes_and_orientation.obj,Humanoid
1081,m145_06_fill_holes_and_orientation.obj,Humanoid
1082,m146_06_fill_holes_and_orientation.obj,Humanoid
1083,m147_06_fill_holes_and_orientation.obj,Humanoid
1084,m148_06_fill_holes_and_orientation.obj,Humanoid
1085,m149_06_fill_holes_and_orientation.obj,Humanoid
1086,m150_06_fill_holes_and_orientation.obj,Humanoid
1087,m151_06_fill_holes_and_orientation.obj,Humanoid
1088,m152_06_fill_holes_and_orientation.obj,Humanoid
1089,m153_06_fill_holes_and_orientation.obj,Humanoid
1090,m154_06_fill_holes_and_orientation.obj,Humanoid
1091,m155_06_fill_holes_and_orientation.obj,Humanoid
1092,m156_06_fill_holes_and_orientation.obj,Humanoid
1093,m157_06_fill_holes_and_orientation.obj,Humanoid
1094,m158_06_fill_holes_and_orientation.obj,Humanoid
1095,m159_06_fill_holes_and_orientation.obj,Humanoid
1096,m160_06_fill_holes_and_orientation.obj,Humanoid
1097,m161_06_fill_holes_and_orientation.obj,Humanoid
1098,m162_06_fill_holes_and_orientation.obj,Humanoid
1099,m163_06_fill_holes_and_orientation.obj,Humanoid
1100,m164_06_fill_holes_and_orientation.obj,Humanoid
1101,m165_06_fill_holes_and_orientation.obj,Humanoid
1102,m166_06_fill_holes_and_orientation.obj,Humanoid
1103,m167_06_fill_holes_and_orientation.obj,Humanoid
1104,m168_06_fill_holes_and_orientation.obj,Humanoid
1105,m169_06_fill_holes_and_orientation.obj,Humanoid
1106,m170_06_fill_holes_and_orientation.obj,Humanoid
1107,m171_06_fill_holes_and_orientation.obj,Humanoid
1108,m172_06_fill_holes_and_orientation.obj,Humanoid
1109,m173_06_fill_holes_and_orientation.obj,Humanoid
1110,m174_06_fill_holes_and_orientation.obj,Humanoid
1111,m175_06_fill_holes_and_orientation.obj,Humanoid
1112,m176_06_fill_holes_and_orientation.obj,Humanoid
1113,m177_06_fill_holes_and_orientation.obj,Humanoid
1114,m178_06_fill_holes_and_orientation.obj,Humanoid
1115,m179_06_fill_holes_and_orientation.obj,Humanoid
1116,m180_06_fill_holes_and_orientation.obj,Humanoid
1117,m181_06_fill_holes_and_orientation.obj,Humanoid
1118,m182_06_fill_holes_and_orientation.obj,Humanoid
1119,m183_06_fill_holes_and_orientation.obj,Humanoid
1120,m184_06_fill_holes_and_orientation.obj,Humanoid
1121,m185_06_fill_holes_and_orientation.obj,Humanoid
1122,m186_06_fill_holes_and_orientation.obj,Humanoid
1123,m187_06_fill_holes_and_orientation.obj,Humanoid
1124,m188_06_fill_holes_and_orientation.obj,Humanoid
1125,m189_06_fill_holes_and_orientation.obj,Humanoid
1126,m190_06_fill_holes_and_orientation.obj,Humanoid
1127,m191_06_fill_holes_and_orientation.obj,Humanoid
1128,m192_06_fill_holes_and_orientation.obj,Humanoid
1129,m193_06_fill_holes_and_orientation.obj,Humanoid
1130,m194_06_fill_holes_and_orientation.obj,Humanoid
1131,m195_06_fill_holes_and_orientation.obj,Humanoid
1132,m196_06_fill_holes_and_orientation.obj,Humanoid
1133,m197_06_fill_holes_and_orientation.obj,Humanoid
1134,m198_06_fill_holes_and_orientation.obj,Humanoid
1135,m199_06_fill_holes_and_orientation.obj,Humanoid
1136,m202_06_fill_holes_and_orientation.obj,Humanoid
1137,m203_06_fill_holes_and_orientation.obj,Humanoid
1138,m204_06_fill_holes_and_orientation.obj,Humanoid
1139,m205_06_fill_holes_and_orientation.obj,Humanoid
1140,m206_06_fill_holes_and_orientation.obj,Humanoid
1141,m207_06_fill_holes_and_orientation.obj,Humanoid
1142,m208_06_fill_holes_and_orientation.obj,Humanoid
1143,m210_06_fill_holes_and_orientation.obj,Humanoid
1144,m211_06_fill_holes_and_orientation.obj,Humanoid
1145,m212_06_fill_holes_and_orientation.obj,Humanoid
1146,m213_06_fill_holes_and_orientation.obj,Humanoid
1147,m214_06_fill_holes_and_orientation.obj,Humanoid
1148,m215_06_fill_holes_and_orientation.obj,Humanoid
1149,m216_06_fill_holes_and_orientation.obj,Humanoid
1150,m217_06_fill_holes_and_orientation.obj,Humanoid
1151,m218_06_fill_holes_and_orientation.obj,Humanoid
1152,m219_06_fill_holes_and_orientation.obj,Humanoid
1153,m220_06_fill_holes_and_orientation.obj,Humanoid
1154,m221_06_fill_holes_and_orientation.obj,Humanoid
1155,m222_06_fill_holes_and_orientation.obj,Humanoid
1156,m223_06_fill_holes_and_orientation.obj,Humanoid
1157,m224_06_fill_holes_and_orientation.obj,Humanoid
1158,m226_06_fill_holes_and_orientation.obj,Humanoid
1159,m227_06_fill_holes_and_orientation.obj,Humanoid
1160,m228_06_fill_holes_and_orientation.obj,Humanoid
1161,m229_06_fill_holes_and_orientation.obj,Humanoid
1162,m230_06_fill_holes_and_orientation.obj,Humanoid
1163,m231_06_fill_holes_and_orientation.obj,Humanoid
1164,m232_06_fill_holes_and_orientation.obj,Humanoid
1165,m233_06_fill_holes_and_orientation.obj,Humanoid
1166,m234_06_fill_holes_and_orientation.obj,Humanoid
1167,m235_06_fill_holes_and_orientation.obj,Humanoid
1168,m236_06_fill_holes_and_orientation.obj,Humanoid
1169,m237_06_fill_holes_and_orientation.obj,Humanoid
1170,m238_06_fill_holes_and_orientation.obj,Humanoid
1171,m239_06_fill_holes_and_orientation.obj,Humanoid
1172,m240_06_fill_holes_and_orientation.obj,Humanoid
1173,m241_06_fill_holes_and_orientation.obj,Humanoid
1174,m242_06_fill_holes_and_orientation.obj,Humanoid
1175,m243_06_fill_holes_and_orientation.obj,Humanoid
1176,m244_06_fill_holes_and_orientation.obj,Humanoid
1177,m245_06_fill_holes_and_orientation.obj,Humanoid
1178,m246_06_fill_holes_and_orientation.obj,Humanoid
1179,m248_06_fill_holes_and_orientation.obj,Humanoid
1180,m249_06_fill_holes_and_orientation.obj,Humanoid
1181,m250_06_fill_holes_and_orientation.obj,Humanoid
1182,m251_06_fill_holes_and_orientation.obj,Humanoid
1183,m252_06_fill_holes_and_orientation.obj,Humanoid
1184,m253_06_fill_holes_and_orientation.obj,Humanoid
1185,m254_06_fill_holes_and_orientation.obj,Humanoid
1186,m255_06_fill_holes_and_orientation.obj,Humanoid
1187,m256_06_fill_holes_and_orientation.obj,Humanoid
1188,m257_06_fill_holes_and_orientation.obj,Humanoid
1189,m258_06_fill_holes_and_orientation.obj,Humanoid
1190,m259_06_fill_holes_and_orientation.obj,Humanoid
1191,m260_06_fill_holes_and_orientation.obj,Humanoid
1192,m261_06_fill_holes_and_orientation.obj,Humanoid
1193,m262_06_fill_holes_and_orientation.obj,Humanoid
1194,m263_06_fill_holes_and_orientation.obj,Humanoid
1195,m264_06_fill_holes_and_orientation.obj,Humanoid
1196,m265_06_fill_holes_and_orientation.obj,Humanoid
1197,m266_06_fill_holes_and_orientation.obj,Humanoid
1198,D00081_06_fill_holes_and_orientation.obj,Insect
1199,D00082_06_fill_holes_and_orientation.obj,Insect
1200,D00102_06_fill_holes_and_orientation.obj,Insect
1201,D00109_06_fill_holes_and_orientation.obj,Insect
1202,D00117_06_fill_holes_and_orientation.obj,Insect
1203,D00136_06_fill_holes_and_orientation.obj,Insect
1204,D00160_06_fill_holes_and_orientation.obj,Insect
1205,D00180_06_fill_holes_and_orientation.obj,Insect
1206,D00231_06_fill_holes_and_orientation.obj,Insect
1207,D00291_06_fill_holes_and_orientation.obj,Insect
1208,D00294_06_fill_holes_and_orientation.obj,Insect
1209,D00309_06_fill_holes_and_orientation.obj,Insect
1210,D00315_06_fill_holes_and_orientation.obj,Insect
1211,D00333_06_fill_holes_and_orientation.obj,Insect
1212,D00399_06_fill_holes_and_orientation.obj,Insect
1213,D00430_06_fill_holes_and_orientation.obj,Insect
1214,D00510_06_fill_holes_and_orientation.obj,Insect
1215,D00590_06_fill_holes_and_orientation.obj,Insect
1216,D00615_06_fill_holes_and_orientation.obj,Insect
1217,D00662_06_fill_holes_and_orientation.obj,Insect
1218,D00668_06_fill_holes_and_orientation.obj,Insect
1219,D00672_06_fill_holes_and_orientation.obj,Insect
1220,D00695_06_fill_holes_and_orientation.obj,Insect
1221,D00713_06_fill_holes_and_orientation.obj,Insect
1222,D00732_06_fill_holes_and_orientation.obj,Insect
1223,D00734_06_fill_holes_and_orientation.obj,Insect
1224,D00746_06_fill_holes_and_orientation.obj,Insect
1225,D00752_06_fill_holes_and_orientation.obj,Insect
1226,D00753_06_fill_holes_and_orientation.obj,Insect
1227,D00774_06_fill_holes_and_orientation.obj,Insect
1228,D00786_06_fill_holes_and_orientation.obj,Insect
1229,D00787_06_fill_holes_and_orientation.obj,Insect
1230,D00788_06_fill_holes_and_orientation.obj,Insect
1231,D00806_06_fill_holes_and_orientation.obj,Insect
1232,D00814_06_fill_holes_and_orientation.obj,Insect
1233,D00855_06_fill_holes_and_orientation.obj,Insect
1234,D00884_06_fill_holes_and_orientation.obj,Insect
1235,D00895_06_fill_holes_and_orientation.obj,Insect
1236,D00973_06_fill_holes_and_orientation.obj,Insect
1237,D00989_06_fill_holes_and_orientation.obj,Insect
1238,m0_06_fill_holes_and_orientation.obj,Insect
1239,m10_06_fill_holes_and_orientation.obj,Insect
1240,m11_06_fill_holes_and_orientation.obj,Insect
1241,m12_06_fill_holes_and_orientation.obj,Insect
1242,m13_06_fill_holes_and_orientation.obj,Insect
1243,m14_06_fill_holes_and_orientation.obj,Insect
1244,m15_06_fill_holes_and_orientation.obj,Insect
1245,m16_06_fill_holes_and_orientation.obj,Insect
1246,m17_06_fill_holes_and_orientation.obj,Insect
1247,m18_06_fill_holes_and_orientation.obj,Insect
1248,m19_06_fill_holes_and_orientation.obj,Insect
1249,m1_06_fill_holes_and_orientation.obj,Insect
1250,m20_06_fill_holes_and_orientation.obj,Insect
1251,m21_06_fill_holes_and_orientation.obj,Insect
1252,m22_06_fill_holes_and_orientation.obj,Insect
1253,m23_06_fill_holes_and_orientation.obj,Insect
1254,m24_06_fill_holes_and_orientation.obj,Insect
1255,m25_06_fill_holes_and_orientation.obj,Insect
1256,m26_06_fill_holes_and_orientation.obj,Insect
1257,m2_06_fill_holes_and_orientation.obj,Insect
1258,m3_06_fill_holes_and_orientation.obj,Insect
1259,m4_06_fill_holes_and_orientation.obj,Insect
1260,m6_06_fill_holes_and_orientation.obj,Insect
1261,m8_06_fill_holes_and_orientation.obj,Insect
1262,m9_06_fill_holes_and_orientation.obj,Insect
1263,m1147_06_fill_holes_and_orientation.obj,Jet
1264,m1149_06_fill_holes_and_orientation.obj,Jet
1265,m1150_06_fill_holes_and_orientation.obj,Jet
1266,m1151_06_fill_holes_and_orientation.obj,Jet
1267,m1152_06_fill_holes_and_orientation.obj,Jet
1268,m1153_06_fill_holes_and_orientation.obj,Jet
1269,m1154_06_fill_holes_and_orientation.obj,Jet
1270,m1155_06_fill_holes_and_orientation.obj,Jet
1271,m1156_06_fill_holes_and_orientation.obj,Jet
1272,m1157_06_fill_holes_and_orientation.obj,Jet
1273,m1158_06_fill_holes_and_orientation.obj,Jet
1274,m1159_06_fill_holes_and_orientation.obj,Jet
1275,m1161_06_fill_holes_and_orientation.obj,Jet
1276,m1162_06_fill_holes_and_orientation.obj,Jet
1277,m1163_06_fill_holes_and_orientation.obj,Jet
1278,m1165_06_fill_holes_and_orientation.obj,Jet
1279,m1166_06_fill_holes_and_orientation.obj,Jet
1280,m1167_06_fill_holes_and_orientation.obj,Jet
1281,m1168_06_fill_holes_and_orientation.obj,Jet
1282,m1169_06_fill_holes_and_orientation.obj,Jet
1283,m1171_06_fill_holes_and_orientation.obj,Jet
1284,m1172_06_fill_holes_and_orientation.obj,Jet
1285,m1173_06_fill_holes_and_orientation.obj,Jet
1286,m1174_06_fill_holes_and_orientation.obj,Jet
1287,m1175_06_fill_holes_and_orientation.obj,Jet
1288,m1177_06_fill_holes_and_orientation.obj,Jet
1289,m1178_06_fill_holes_and_orientation.obj,Jet
1290,m1179_06_fill_holes_and_orientation.obj,Jet
1291,m1180_06_fill_holes_and_orientation.obj,Jet
1292,m1181_06_fill_holes_and_orientation.obj,Jet
1293,m1182_06_fill_holes_and_orientation.obj,Jet
1294,m1183_06_fill_holes_and_orientation.obj,Jet
1295,m1184_06_fill_holes_and_orientation.obj,Jet
1296,m1185_06_fill_holes_and_orientation.obj,Jet
1297,m1187_06_fill_holes_and_orientation.obj,Jet
1298,m1188_06_fill_holes_and_orientation.obj,Jet
1299,m1190_06_fill_holes_and_orientation.obj,Jet
1300,m1191_06_fill_holes_and_orientation.obj,Jet
1301,m1193_06_fill_holes_and_orientation.obj,Jet
1302,m1194_06_fill_holes_and_orientation.obj,Jet
1303,m1195_06_fill_holes_and_orientation.obj,Jet
1304,m1196_06_fill_holes_and_orientation.obj,Jet
1305,m1197_06_fill_holes_and_orientation.obj,Jet
1306,m1198_06_fill_holes_and_orientation.obj,Jet
1307,m1199_06_fill_holes_and_orientation.obj,Jet
1308,m1200_06_fill_holes_and_orientation.obj,Jet
1309,m1201_06_fill_holes_and_orientation.obj,Jet
1310,m1202_06_fill_holes_and_orientation.obj,Jet
1311,m1204_06_fill_holes_and_orientation.obj,Jet
1312,m1205_06_fill_holes_and_orientation.obj,Jet
1313,m1207_06_fill_holes_and_orientation.obj,Jet
1314,m1208_06_fill_holes_and_orientation.obj,Jet
1315,m1209_06_fill_holes_and_orientation.obj,Jet
1316,m1210_06_fill_holes_and_orientation.obj,Jet
1317,m1211_06_fill_holes_and_orientation.obj,Jet
1318,m1212_06_fill_holes_and_orientation.obj,Jet
1319,m1214_06_fill_holes_and_orientation.obj,Jet
1320,m1215_06_fill_holes_and_orientation.obj,Jet
1321,m1216_06_fill_holes_and_orientation.obj,Jet
1322,m1217_06_fill_holes_and_orientation.obj,Jet
1323,m1218_06_fill_holes_and_orientation.obj,Jet
1324,m1219_06_fill_holes_and_orientation.obj,Jet
1325,m1220_06_fill_holes_and_orientation.obj,Jet
1326,m1221_06_fill_holes_and_orientation.obj,Jet
1327,m1222_06_fill_holes_and_orientation.obj,Jet
1328,m1223_06_fill_holes_and_orientation.obj,Jet
1329,m1224_06_fill_holes_and_orientation.obj,Jet
1330,m1225_06_fill_holes_and_orientation.obj,Jet
1331,m1226_06_fill_holes_and_orientation.obj,Jet
1332,m1227_06_fill_holes_and_orientation.obj,Jet
1333,m1228_06_fill_holes_and_orientation.obj,Jet
1334,m1229_06_fill_holes_and_orientation.obj,Jet
1335,m1230_06_fill_holes_and_orientation.obj,Jet
1336,m1231_06_fill_holes_and_orientation.obj,Jet
1337,m1232_06_fill_holes_and_orientation.obj,Jet
1338,m1233_06_fill_holes_and_orientation.obj,Jet
1339,m1234_06_fill_holes_and_orientation.obj,Jet
1340,m1235_06_fill_holes_and_orientation.obj,Jet
1341,m1236_06_fill_holes_and_orientation.obj,Jet
1342,m1237_06_fill_holes_and_orientation.obj,Jet
1343,m1238_06_fill_holes_and_orientation.obj,Jet
1344,m1239_06_fill_holes_and_orientation.obj,Jet
1345,m1240_06_fill_holes_and_orientation.obj,Jet
1346,m1241_06_fill_holes_and_orientation.obj,Jet
1347,m1242_06_fill_holes_and_orientation.obj,Jet
1348,m1243_06_fill_holes_and_orientation.obj,Jet
1349,m1245_06_fill_holes_and_orientation.obj,Jet
1350,m1246_06_fill_holes_and_orientation.obj,Jet
1351,m1247_06_fill_holes_and_orientation.obj,Jet
1352,m1248_06_fill_holes_and_orientation.obj,Jet
1353,m1249_06_fill_holes_and_orientation.obj,Jet
1354,m1250_06_fill_holes_and_orientation.obj,Jet
1355,m1251_06_fill_holes_and_orientation.obj,Jet
1356,m1252_06_fill_holes_and_orientation.obj,Jet
1357,m1253_06_fill_holes_and_orientation.obj,Jet
1358,m1255_06_fill_holes_and_orientation.obj,Jet
1359,m1256_06_fill_holes_and_orientation.obj,Jet
1360,m1257_06_fill_holes_and_orientation.obj,Jet
1361,m1258_06_fill_holes_and_orientation.obj,Jet
1362,m1259_06_fill_holes_and_orientation.obj,Jet
1363,m1260_06_fill_holes_and_orientation.obj,Jet
1364,m1261_06_fill_holes_and_orientation.obj,Jet
1365,m1262_06_fill_holes_and_orientation.obj,Jet
1366,m1263_06_fill_holes_and_orientation.obj,Jet
1367,m1264_06_fill_holes_and_orientation.obj,Jet
1368,m1265_06_fill_holes_and_orientation.obj,Jet
1369,m1266_06_fill_holes_and_orientation.obj,Jet
1370,m1267_06_fill_holes_and_orientation.obj,Jet
1371,m1268_06_fill_holes_and_orientation.obj,Jet
1372,m1269_06_fill_holes_and_orientation.obj,Jet
1373,m1271_06_fill_holes_and_orientation.obj,Jet
1374,m1273_06_fill_holes_and_orientation.obj,Jet
1375,m1274_06_fill_holes_and_orientation.obj,Jet
1376,m1275_06_fill_holes_and_orientation.obj,Jet
1377,m1276_06_fill_holes_and_orientation.obj,Jet
1378,m1277_06_fill_holes_and_orientation.obj,Jet
1379,m1278_06_fill_holes_and_orientation.obj,Jet
1380,m1279_06_fill_holes_and_orientation.obj,Jet
1381,m1280_06_fill_holes_and_orientation.obj,Jet
1382,m1281_06_fill_holes_and_orientation.obj,Jet
1383,m1282_06_fill_holes_and_orientation.obj,Jet
1384,m1283_06_fill_holes_and_orientation.obj,Jet
1385,m1284_06_fill_holes_and_orientation.obj,Jet
1386,m1285_06_fill_holes_and_orientation.obj,Jet
1387,m1286_06_fill_holes_and_orientation.obj,Jet
1388,m1287_06_fill_holes_and_orientation.obj,Jet
1389,m1288_06_fill_holes_and_orientation.obj,Jet
1390,m1289_06_fill_holes_and_orientation.obj,Jet
1391,m1290_06_fill_holes_and_orientation.obj,Jet
1392,m1291_06_fill_holes_and_orientation.obj,Jet
1393,m1292_06_fill_holes_and_orientation.obj,Jet
1394,m1293_06_fill_holes_and_orientation.obj,Jet
1395,m1296_06_fill_holes_and_orientation.obj,Jet
1396,m1297_06_fill_holes_and_orientation.obj,Jet
1397,m1298_06_fill_holes_and_orientation.obj,Jet
1398,m1299_06_fill_holes_and_orientation.obj,Jet
1399,m1300_06_fill_holes_and_orientation.obj,Jet
1400,m1301_06_fill_holes_and_orientation.obj,Jet
1401,D01015_06_fill_holes_and_orientation.obj,Knife
1402,D01025_06_fill_holes_and_orientation.obj,Knife
1403,D01032_06_fill_holes_and_orientation.obj,Knife
1404,D01051_06_fill_holes_and_orientation.obj,Knife
1405,D01054_06_fill_holes_and_orientation.obj,Knife
1406,D01057_06_fill_holes_and_orientation.obj,Knife
1407,D01063_06_fill_holes_and_orientation.obj,Knife
1408,D01075_06_fill_holes_and_orientation.obj,Knife
1409,D01077_06_fill_holes_and_orientation.obj,Knife
1410,D01107_06_fill_holes_and_orientation.obj,Knife
1411,D01119_06_fill_holes_and_orientation.obj,Knife
1412,D01132_06_fill_holes_and_orientation.obj,Knife
1413,D01150_06_fill_holes_and_orientation.obj,Knife
1414,D01168_06_fill_holes_and_orientation.obj,Knife
1415,D01174_06_fill_holes_and_orientation.obj,Knife
1416,D01187_06_fill_holes_and_orientation.obj,Knife
1417,D01189_06_fill_holes_and_orientation.obj,Knife
1418,m722_06_fill_holes_and_orientation.obj,Knife
1419,m723_06_fill_holes_and_orientation.obj,Knife
1420,m724_06_fill_holes_and_orientation.obj,Knife
1421,m725_06_fill_holes_and_orientation.obj,Knife
1422,m726_06_fill_holes_and_orientation.obj,Knife
1423,m727_06_fill_holes_and_orientation.obj,Knife
1424,m728_06_fill_holes_and_orientation.obj,Knife
1425,D00017_06_fill_holes_and_orientation.obj,MilitaryVehicle
1426,D00051_06_fill_holes_and_orientation.obj,MilitaryVehicle
1427,D00100_06_fill_holes_and_orientation.obj,MilitaryVehicle
1428,D00173_06_fill_holes_and_orientation.obj,MilitaryVehicle
1429,D00272_06_fill_holes_and_orientation.obj,MilitaryVehicle
1430,D00334_06_fill_holes_and_orientation.obj,MilitaryVehicle
1431,D00458_06_fill_holes_and_orientation.obj,MilitaryVehicle
1432,D00529_06_fill_holes_and_orientation.obj,MilitaryVehicle
1433,D00577_06_fill_holes_and_orientation.obj,MilitaryVehicle
1434,D00611_06_fill_holes_and_orientation.obj,MilitaryVehicle
1435,D00723_06_fill_holes_and_orientation.obj,MilitaryVehicle
1436,D00761_06_fill_holes_and_orientation.obj,MilitaryVehicle
1437,D00778_06_fill_holes_and_orientation.obj,MilitaryVehicle
1438,D00799_06_fill_holes_and_orientation.obj,MilitaryVehicle
1439,D00801_06_fill_holes_and_orientation.obj,MilitaryVehicle
1440,D00918_06_fill_holes_and_orientation.obj,MilitaryVehicle
1441,D00932_06_fill_holes_and_orientation.obj,MilitaryVehicle
1442,D00933_06_fill_holes_and_orientation.obj,MilitaryVehicle
1443,D00952_06_fill_holes_and_orientation.obj,MilitaryVehicle
1444,D00971_06_fill_holes_and_orientation.obj,MilitaryVehicle
1445,D00007_06_fill_holes_and_orientation.obj,Monitor
1446,D00141_06_fill_holes_and_orientation.obj,Monitor
1447,D00229_06_fill_holes_and_orientation.obj,Monitor
1448,D00336_06_fill_holes_and_orientation.obj,Monitor
1449,D00339_06_fill_holes_and_orientation.obj,Monitor
1450,D00364_06_fill_holes_and_orientation.obj,Monitor
1451,D00387_06_fill_holes_and_orientation.obj,Monitor
1452,D00391_06_fill_holes_and_orientation.obj,Monitor
1453,D00412_06_fill_holes_and_orientation.obj,Monitor
1454,D00444_06_fill_holes_and_orientation.obj,Monitor
1455,D00469_06_fill_holes_and_orientation.obj,Monitor
1456,D00548_06_fill_holes_and_orientation.obj,Monitor
1457,D00659_06_fill_holes_and_orientation.obj,Monitor
1458,D00852_06_fill_holes_and_orientation.obj,Monitor
1459,D00863_06_fill_holes_and_orientation.obj,Monitor
1460,D00915_06_fill_holes_and_orientation.obj,Monitor
1461,D00919_06_fill_holes_and_orientation.obj,Monitor
1462,D00920_06_fill_holes_and_orientation.obj,Monitor
1463,D00978_06_fill_holes_and_orientation.obj,Monitor
1464,D01000_06_fill_holes_and_orientation.obj,Monitor
1465,D00011_06_fill_holes_and_orientation.obj,Monoplane
1466,D00019_06_fill_holes_and_orientation.obj,Monoplane
1467,D00043_06_fill_holes_and_orientation.obj,Monoplane
1468,D00098_06_fill_holes_and_orientation.obj,Monoplane
1469,D00167_06_fill_holes_and_orientation.obj,Monoplane
1470,D00169_06_fill_holes_and_orientation.obj,Monoplane
1471,D00262_06_fill_holes_and_orientation.obj,Monoplane
1472,D00301_06_fill_holes_and_orientation.obj,Monoplane
1473,D00304_06_fill_holes_and_orientation.obj,Monoplane
1474,D00319_06_fill_holes_and_orientation.obj,Monoplane
1475,D00402_06_fill_holes_and_orientation.obj,Monoplane
1476,D00482_06_fill_holes_and_orientation.obj,Monoplane
1477,D00617_06_fill_holes_and_orientation.obj,Monoplane
1478,D00688_06_fill_holes_and_orientation.obj,Monoplane
1479,D00798_06_fill_holes_and_orientation.obj,Monoplane
1480,D00840_06_fill_holes_and_orientation.obj,Monoplane
1481,D00864_06_fill_holes_and_orientation.obj,Monoplane
1482,D00925_06_fill_holes_and_orientation.obj,Monoplane
1483,D00963_06_fill_holes_and_orientation.obj,Monoplane
1484,D00995_06_fill_holes_and_orientation.obj,Monoplane
1485,D00021_06_fill_holes_and_orientation.obj,Motorcycle
1486,D00039_06_fill_holes_and_orientation.obj,Motorcycle
1487,D00054_06_fill_holes_and_orientation.obj,Motorcycle
1488,D00224_06_fill_holes_and_orientation.obj,Motorcycle
1489,D00269_06_fill_holes_and_orientation.obj,Motorcycle
1490,D00288_06_fill_holes_and_orientation.obj,Motorcycle
1491,D00342_06_fill_holes_and_orientation.obj,Motorcycle
1492,D00345_06_fill_holes_and_orientation.obj,Motorcycle
