,x,y
D01197_06_fill_holes_and_orientation.obj,2.4762027,-1.3197994
D01198_06_fill_holes_and_orientation.obj,32.98678,8.594404
D01200_06_fill_holes_and_orientation.obj,2.211099,-0.6864198
m323_06_fill_holes_and_orientation.obj,19.865246,29.295033
m324_06_fill_holes_and_orientation.obj,12.221648,17.094744
m325_06_fill_holes_and_orientation.obj,8.856197,19.288837
m326_06_fill_holes_and_orientation.obj,9.282872,18.587492
m327_06_fill_holes_and_orientation.obj,-4.40861,33.409428
m328_06_fill_holes_and_orientation.obj,-1.869025,28.419195
m329_06_fill_holes_and_orientation.obj,-2.4931335,27.83589
m330_06_fill_holes_and_orientation.obj,11.759728,19.970463
m331_06_fill_holes_and_orientation.obj,8.984639,20.001863
m332_06_fill_holes_and_orientation.obj,-6.7694283,44.054695
m333_06_fill_holes_and_orientation.obj,-3.9836507,33.104736
m334_06_fill_holes_and_orientation.obj,1.6355594,29.807343
m335_06_fill_holes_and_orientation.obj,-4.9938445,32.566887
m336_06_fill_holes_and_orientation.obj,5.0487146,14.528835
m337_06_fill_holes_and_orientation.obj,32.998222,8.591698
m338_06_fill_holes_and_orientation.obj,4.0846834,14.46562
m339_06_fill_holes_and_orientation.obj,40.042355,7.294249
m1627_06_fill_holes_and_orientation.obj,7.5341334,21.37284
m1628_06_fill_holes_and_orientation.obj,-35.056267,-4.3476896
m1629_06_fill_holes_and_orientation.obj,-38.489174,-10.812122
m1630_06_fill_holes_and_orientation.obj,-20.760893,14.07319
m1631_06_fill_holes_and_orientation.obj,-22.602997,15.194762
m1632_06_fill_holes_and_orientation.obj,-41.547295,-12.65171
m1633_06_fill_holes_and_orientation.obj,-21.163914,16.428637
m1634_06_fill_holes_and_orientation.obj,-12.882439,47.488083
m1635_06_fill_holes_and_orientation.obj,-20.528238,5.5364327
m1636_06_fill_holes_and_orientation.obj,-36.397552,-9.99688
m1637_06_fill_holes_and_orientation.obj,-40.997093,-12.0727215
m1638_06_fill_holes_and_orientation.obj,-29.6366,6.838501
m1639_06_fill_holes_and_orientation.obj,-36.7546,1.8599337
m1640_06_fill_holes_and_orientation.obj,-41.34818,-0.6339828
m1641_06_fill_holes_and_orientation.obj,-35.05975,-8.046735
D00038_06_fill_holes_and_orientation.obj,6.2161303,-37.486153
D00191_06_fill_holes_and_orientation.obj,-5.1522245,-43.788364
D00361_06_fill_holes_and_orientation.obj,-6.3507314,-44.497288
D00397_06_fill_holes_and_orientation.obj,-5.6913404,-45.11608
D00423_06_fill_holes_and_orientation.obj,3.028732,-44.592567
D00470_06_fill_holes_and_orientation.obj,2.7550495,-35.192738
D00471_06_fill_holes_and_orientation.obj,-2.9130125,-23.040384
D00473_06_fill_holes_and_orientation.obj,-5.0822616,-48.20486
D00498_06_fill_holes_and_orientation.obj,-8.371108,-47.146717
D00500_06_fill_holes_and_orientation.obj,1.5822934,-35.08321
D00502_06_fill_holes_and_orientation.obj,0.24197356,-44.799023
D00644_06_fill_holes_and_orientation.obj,-4.704402,-41.237103
D00658_06_fill_holes_and_orientation.obj,-3.9579008,-42.354725
D00751_06_fill_holes_and_orientation.obj,13.147379,-29.532051
D00796_06_fill_holes_and_orientation.obj,-4.9341164,-36.1726
D00820_06_fill_holes_and_orientation.obj,-4.7391577,-42.14629
D00868_06_fill_holes_and_orientation.obj,11.038245,-39.31815
D00977_06_fill_holes_and_orientation.obj,0.6892803,-40.85724
D00986_06_fill_holes_and_orientation.obj,23.958721,-27.377285
D00991_06_fill_holes_and_orientation.obj,4.253122,-34.899803
m1302_06_fill_holes_and_orientation.obj,6.845859,-46.106434
m1304_06_fill_holes_and_orientation.obj,3.7487826,0.071345255
m1305_06_fill_holes_and_orientation.obj,25.106606,-4.9260154
m1306_06_fill_holes_and_orientation.obj,7.945633,-32.975647
m1307_06_fill_holes_and_orientation.obj,-6.044145,-41.7136
m1308_06_fill_holes_and_orientation.obj,-4.7127085,-41.259464
m1309_06_fill_holes_and_orientation.obj,4.025955,-34.690117
m1310_06_fill_holes_and_orientation.obj,3.0986905,-44.33056
m1311_06_fill_holes_and_orientation.obj,13.069055,-39.70405
m1312_06_fill_holes_and_orientation.obj,-4.8344517,-36.38478
m1313_06_fill_holes_and_orientation.obj,8.745882,-34.137417
m1314_06_fill_holes_and_orientation.obj,-8.869421,-19.437738
m1315_06_fill_holes_and_orientation.obj,3.43377,-36.19769
m1316_06_fill_holes_and_orientation.obj,16.276836,-25.225313
m1317_06_fill_holes_and_orientation.obj,23.659733,-27.374044
m1318_06_fill_holes_and_orientation.obj,12.779728,-37.11485
m1319_06_fill_holes_and_orientation.obj,12.277132,-40.005543
m1320_06_fill_holes_and_orientation.obj,7.4174714,-33.272053
m1321_06_fill_holes_and_orientation.obj,0.37563083,-44.48173
m1322_06_fill_holes_and_orientation.obj,-1.8013587,-45.633278
m1323_06_fill_holes_and_orientation.obj,-1.3620781,-41.84189
m1325_06_fill_holes_and_orientation.obj,-4.782848,-42.96071
m1326_06_fill_holes_and_orientation.obj,-5.5313,-43.01315
m1327_06_fill_holes_and_orientation.obj,6.0458155,-33.994896
m1328_06_fill_holes_and_orientation.obj,-2.8009894,-41.548203
m1329_06_fill_holes_and_orientation.obj,-21.017294,3.4120638
m1330_06_fill_holes_and_orientation.obj,2.1995037,-36.95828
m1332_06_fill_holes_and_orientation.obj,2.8040254,-35.249428
m1333_06_fill_holes_and_orientation.obj,1.7166009,-40.412888
m1334_06_fill_holes_and_orientation.obj,3.9108927,-39.84947
m1336_06_fill_holes_and_orientation.obj,15.761595,-25.207151
D00001_06_fill_holes_and_orientation.obj,-28.958576,12.889548
D00044_06_fill_holes_and_orientation.obj,-4.5671463,-2.5269647
D00091_06_fill_holes_and_orientation.obj,4.561383,40.052658
D00095_06_fill_holes_and_orientation.obj,0.81337225,49.272995
D00286_06_fill_holes_and_orientation.obj,-28.562386,16.845835
D00325_06_fill_holes_and_orientation.obj,-19.803606,32.921207
D00359_06_fill_holes_and_orientation.obj,-39.930046,-27.472015
D00389_06_fill_holes_and_orientation.obj,-31.024467,9.287726
D00415_06_fill_holes_and_orientation.obj,-18.70869,48.689598
D00454_06_fill_holes_and_orientation.obj,22.374466,41.46952
D00568_06_fill_holes_and_orientation.obj,-18.971863,-8.217084
D00574_06_fill_holes_and_orientation.obj,-24.008436,13.318072
D00665_06_fill_holes_and_orientation.obj,14.863553,14.281717
D00873_06_fill_holes_and_orientation.obj,-35.145054,-28.55923
D00889_06_fill_holes_and_orientation.obj,-0.22364111,40.38214
D00901_06_fill_holes_and_orientation.obj,-29.415117,15.987465
D00903_06_fill_holes_and_orientation.obj,-30.244152,13.388752
D00941_06_fill_holes_and_orientation.obj,22.364065,41.461792
D00946_06_fill_holes_and_orientation.obj,-43.447628,-12.032491
D00965_06_fill_holes_and_orientation.obj,-29.08567,17.582298
m423_06_fill_holes_and_orientation.obj,18.551176,26.425274
m429_06_fill_holes_and_orientation.obj,-36.541218,14.910917
m430_06_fill_holes_and_orientation.obj,-13.441162,-23.569637
m431_06_fill_holes_and_orientation.obj,14.301852,17.77258
m432_06_fill_holes_and_orientation.obj,-10.580308,-21.580647
m433_06_fill_holes_and_orientation.obj,8.617827,-43.904087
m434_06_fill_holes_and_orientation.obj,-0.6821075,40.726067
m435_06_fill_holes_and_orientation.obj,12.998746,1.5177858
m436_06_fill_holes_and_orientation.obj,-8.983735,28.723957
m439_06_fill_holes_and_orientation.obj,-7.1971474,-50.77545
m440_06_fill_holes_and_orientation.obj,-10.495157,-5.981959
m441_06_fill_holes_and_orientation.obj,-35.144203,-11.969197
m443_06_fill_holes_and_orientation.obj,0.17708436,51.300568
m446_06_fill_holes_and_orientation.obj,-10.096743,-41.455395
m447_06_fill_holes_and_orientation.obj,-21.291237,-13.0566025
m448_06_fill_holes_and_orientation.obj,-28.251497,18.723795
m449_06_fill_holes_and_orientation.obj,-1.3310326,49.699074
m451_06_fill_holes_and_orientation.obj,6.669246,-4.409284
m452_06_fill_holes_and_orientation.obj,-36.43127,19.756357
m453_06_fill_holes_and_orientation.obj,-25.57389,20.154076
m454_06_fill_holes_and_orientation.obj,-7.964457,30.732319
m456_06_fill_holes_and_orientation.obj,-12.489586,-25.897615
m457_06_fill_holes_and_orientation.obj,0.19555189,51.297012
m460_06_fill_holes_and_orientation.obj,-33.671978,12.609649
m461_06_fill_holes_and_orientation.obj,-33.346302,23.283531
m462_06_fill_holes_and_orientation.obj,-14.752147,45.33378
D00013_06_fill_holes_and_orientation.obj,-5.6691713,51.124348
D00061_06_fill_holes_and_orientation.obj,-10.337541,42.18386
D00072_06_fill_holes_and_orientation.obj,-9.710451,47.935604
D00106_06_fill_holes_and_orientation.obj,-7.4602594,37.23911
D00131_06_fill_holes_and_orientation.obj,-9.362433,48.837017
D00205_06_fill_holes_and_orientation.obj,-2.108988,45.157883
D00313_06_fill_holes_and_orientation.obj,-10.176453,49.484512
D00434_06_fill_holes_and_orientation.obj,-8.015195,45.598152
D00487_06_fill_holes_and_orientation.obj,-8.60685,48.859314
D00488_06_fill_holes_and_orientation.obj,-5.3734236,45.465298
D00566_06_fill_holes_and_orientation.obj,-4.2453456,44.296066
D00578_06_fill_holes_and_orientation.obj,-10.35314,46.678062
D00591_06_fill_holes_and_orientation.obj,-4.2492,48.77181
D00610_06_fill_holes_and_orientation.obj,-3.233455,44.895702
D00629_06_fill_holes_and_orientation.obj,-5.1518397,44.55198
D00653_06_fill_holes_and_orientation.obj,-6.2776804,45.543766
D00690_06_fill_holes_and_orientation.obj,-3.4534078,48.025196
D00758_06_fill_holes_and_orientation.obj,-7.007345,41.72929
D00910_06_fill_holes_and_orientation.obj,-6.2242675,44.685673
D00984_06_fill_holes_and_orientation.obj,-6.287213,47.404312
m340_06_fill_holes_and_orientation.obj,-8.249351,44.840275
m341_06_fill_holes_and_orientation.obj,-3.131294,45.740997
m342_06_fill_holes_and_orientation.obj,-3.854066,53.357136
m343_06_fill_holes_and_orientation.obj,-3.5067039,45.272434
m344_06_fill_holes_and_orientation.obj,-4.9888067,46.312824
m345_06_fill_holes_and_orientation.obj,-2.1587126,41.386795
m346_06_fill_holes_and_orientation.obj,-3.2596385,44.153023
m347_06_fill_holes_and_orientation.obj,2.1340892,40.970398
m348_06_fill_holes_and_orientation.obj,-4.3659735,45.319996
m349_06_fill_holes_and_orientation.obj,-9.740392,52.327377
m350_06_fill_holes_and_orientation.obj,-2.4300518,42.386776
m351_06_fill_holes_and_orientation.obj,-1.4459321,44.408623
m352_06_fill_holes_and_orientation.obj,-4.4625273,50.102604
m353_06_fill_holes_and_orientation.obj,-5.040054,47.93691
m354_06_fill_holes_and_orientation.obj,-1.0932075,43.76298
m355_06_fill_holes_and_orientation.obj,-8.420286,47.775043
m356_06_fill_holes_and_orientation.obj,-5.7701325,49.79992
m357_06_fill_holes_and_orientation.obj,-9.485057,47.34832
m358_06_fill_holes_and_orientation.obj,-5.7642817,43.47752
m359_06_fill_holes_and_orientation.obj,2.516872,41.15107
m360_06_fill_holes_and_orientation.obj,-5.1506925,49.59329
m361_06_fill_holes_and_orientation.obj,3.1722329,40.76331
m362_06_fill_holes_and_orientation.obj,-8.91026,51.30113
m363_06_fill_holes_and_orientation.obj,-4.036187,45.845352
m364_06_fill_holes_and_orientation.obj,-3.672125,46.431416
m365_06_fill_holes_and_orientation.obj,-9.411043,49.591198
m366_06_fill_holes_and_orientation.obj,-38.052597,-15.509092
m367_06_fill_holes_and_orientation.obj,-4.865083,42.705547
m368_06_fill_holes_and_orientation.obj,-5.879565,48.662045
m369_06_fill_holes_and_orientation.obj,-2.2974179,44.528828
m370_06_fill_holes_and_orientation.obj,-2.1161647,43.261356
m118_06_fill_holes_and_orientation.obj,27.11872,4.3709083
m119_06_fill_holes_and_orientation.obj,25.657616,7.3121467
m120_06_fill_holes_and_orientation.obj,25.40503,4.075353
m121_06_fill_holes_and_orientation.obj,30.97672,5.227759
m122_06_fill_holes_and_orientation.obj,24.245571,-2.931975
m123_06_fill_holes_and_orientation.obj,21.808687,-1.8070737
m124_06_fill_holes_and_orientation.obj,25.147966,8.459021
m125_06_fill_holes_and_orientation.obj,18.625557,-5.511614
m126_06_fill_holes_and_orientation.obj,31.590467,4.749271
m128_06_fill_holes_and_orientation.obj,26.122223,8.150379
m129_06_fill_holes_and_orientation.obj,23.645058,-13.042727
m130_06_fill_holes_and_orientation.obj,28.64657,-6.551371
m131_06_fill_holes_and_orientation.obj,27.765245,6.734223
m132_06_fill_holes_and_orientation.obj,16.689264,-1.3139393
m133_06_fill_holes_and_orientation.obj,25.102982,36.96954
m134_06_fill_holes_and_orientation.obj,33.387444,17.732052
m135_06_fill_holes_and_orientation.obj,17.101637,-9.5227375
m136_06_fill_holes_and_orientation.obj,26.096142,6.214999
m137_06_fill_holes_and_orientation.obj,15.350876,-9.518246
m138_06_fill_holes_and_orientation.obj,21.17376,-1.0934827
m139_06_fill_holes_and_orientation.obj,15.238961,26.383715
m140_06_fill_holes_and_orientation.obj,23.397501,6.900451
m141_06_fill_holes_and_orientation.obj,17.169073,-6.0569468
m143_06_fill_holes_and_orientation.obj,28.007057,9.16427
m144_06_fill_holes_and_orientation.obj,21.677418,6.3864565
m145_06_fill_holes_and_orientation.obj,19.30345,-0.1383417
m146_06_fill_holes_and_orientation.obj,14.170861,-5.2052493
m147_06_fill_holes_and_orientation.obj,24.33647,8.955084
m148_06_fill_holes_and_orientation.obj,4.944482,-27.840864
m149_06_fill_holes_and_orientation.obj,26.080297,11.57291
m150_06_fill_holes_and_orientation.obj,22.239351,7.7250915
m151_06_fill_holes_and_orientation.obj,26.97772,11.353618
m152_06_fill_holes_and_orientation.obj,26.411505,16.117538
m153_06_fill_holes_and_orientation.obj,23.147058,23.02618
m154_06_fill_holes_and_orientation.obj,28.070156,14.775582
m155_06_fill_holes_and_orientation.obj,30.430841,8.704646
m156_06_fill_holes_and_orientation.obj,23.884302,3.7285883
m157_06_fill_holes_and_orientation.obj,24.072025,9.846163
m158_06_fill_holes_and_orientation.obj,22.181494,25.378418
m159_06_fill_holes_and_orientation.obj,28.80922,11.653619
m160_06_fill_holes_and_orientation.obj,21.345455,-3.4489243
m161_06_fill_holes_and_orientation.obj,26.241385,14.257169
m162_06_fill_holes_and_orientation.obj,24.901793,10.359378
m163_06_fill_holes_and_orientation.obj,25.376863,25.186874
m164_06_fill_holes_and_orientation.obj,27.561907,13.79294
m165_06_fill_holes_and_orientation.obj,19.02249,-9.111049
m166_06_fill_holes_and_orientation.obj,18.08445,-9.569883
m167_06_fill_holes_and_orientation.obj,-1.5351748,26.900341
m168_06_fill_holes_and_orientation.obj,26.5349,9.414488
m169_06_fill_holes_and_orientation.obj,37.021526,-3.4810712
m170_06_fill_holes_and_orientation.obj,26.614697,5.1091266
m171_06_fill_holes_and_orientation.obj,20.60251,-2.9114459
m172_06_fill_holes_and_orientation.obj,33.97315,-3.1876936
m173_06_fill_holes_and_orientation.obj,28.097662,13.140799
m174_06_fill_holes_and_orientation.obj,36.58926,-2.6199706
m175_06_fill_holes_and_orientation.obj,17.320276,-5.044529
m176_06_fill_holes_and_orientation.obj,23.02567,8.62125
m177_06_fill_holes_and_orientation.obj,18.456882,25.94873
m178_06_fill_holes_and_orientation.obj,25.5391,9.42903
m179_06_fill_holes_and_orientation.obj,25.477999,10.387996
m180_06_fill_holes_and_orientation.obj,22.926603,45.764595
m181_06_fill_holes_and_orientation.obj,23.627934,12.075878
m182_06_fill_holes_and_orientation.obj,25.547268,-0.8749847
m183_06_fill_holes_and_orientation.obj,-5.314678,28.72839
m184_06_fill_holes_and_orientation.obj,28.18265,3.5387385
m185_06_fill_holes_and_orientation.obj,17.150272,-10.355355
m186_06_fill_holes_and_orientation.obj,20.434269,7.78299
m187_06_fill_holes_and_orientation.obj,14.505708,-10.435162
m188_06_fill_holes_and_orientation.obj,26.01476,15.801786
m189_06_fill_holes_and_orientation.obj,27.845644,0.241501
m190_06_fill_holes_and_orientation.obj,15.089555,25.504301
m191_06_fill_holes_and_orientation.obj,9.231622,48.99649
m192_06_fill_holes_and_orientation.obj,25.223837,7.559668
m193_06_fill_holes_and_orientation.obj,7.1288776,3.6081405
m194_06_fill_holes_and_orientation.obj,22.555681,8.740632
m195_06_fill_holes_and_orientation.obj,21.48289,-2.5230248
m196_06_fill_holes_and_orientation.obj,27.49647,15.074531
m197_06_fill_holes_and_orientation.obj,28.52151,5.142587
m198_06_fill_holes_and_orientation.obj,3.7772517,-16.07065
m199_06_fill_holes_and_orientation.obj,14.985291,21.495327
m202_06_fill_holes_and_orientation.obj,29.197786,6.446402
m203_06_fill_holes_and_orientation.obj,23.832575,-6.7529993
m204_06_fill_holes_and_orientation.obj,13.493038,0.4811867
m205_06_fill_holes_and_orientation.obj,27.735931,10.060258
m206_06_fill_holes_and_orientation.obj,18.03611,-4.039292
m207_06_fill_holes_and_orientation.obj,17.673887,-3.5017366
m208_06_fill_holes_and_orientation.obj,33.894577,-2.030369
m210_06_fill_holes_and_orientation.obj,-4.4621515,-10.630687
m211_06_fill_holes_and_orientation.obj,27.42272,12.033102
m212_06_fill_holes_and_orientation.obj,32.089226,-0.35427728
m213_06_fill_holes_and_orientation.obj,27.980955,4.181426
m214_06_fill_holes_and_orientation.obj,26.597486,-14.999886
m215_06_fill_holes_and_orientation.obj,33.93713,4.206813
m216_06_fill_holes_and_orientation.obj,17.059187,19.955643
m217_06_fill_holes_and_orientation.obj,15.533553,-3.8614657
m218_06_fill_holes_and_orientation.obj,-22.56913,-24.945421
m219_06_fill_holes_and_orientation.obj,-16.551588,-32.415413
m220_06_fill_holes_and_orientation.obj,9.455592,-9.463382
m221_06_fill_holes_and_orientation.obj,7.4226556,-12.741729
m222_06_fill_holes_and_orientation.obj,-1.6722989,-2.9842637
m223_06_fill_holes_and_orientation.obj,10.023513,-15.307473
m224_06_fill_holes_and_orientation.obj,6.75633,-17.406977
m226_06_fill_holes_and_orientation.obj,-0.2726229,4.128249
m227_06_fill_holes_and_orientation.obj,-1.5173581,11.542145
m228_06_fill_holes_and_orientation.obj,5.9945664,-19.414352
m229_06_fill_holes_and_orientation.obj,9.927714,-13.806798
m230_06_fill_holes_and_orientation.obj,10.378617,-15.923161
m231_06_fill_holes_and_orientation.obj,-17.529284,-5.539455
m232_06_fill_holes_and_orientation.obj,2.6061947,-14.060152
m233_06_fill_holes_and_orientation.obj,9.227118,-12.778386
m234_06_fill_holes_and_orientation.obj,10.42673,-13.83955
m235_06_fill_holes_and_orientation.obj,17.049212,-10.941006
m236_06_fill_holes_and_orientation.obj,6.5465903,-18.359446
m237_06_fill_holes_and_orientation.obj,11.0885515,-17.215631
m238_06_fill_holes_and_orientation.obj,9.140297,-14.945424
m239_06_fill_holes_and_orientation.obj,9.433023,-17.013567
m240_06_fill_holes_and_orientation.obj,12.6771,-6.654569
m241_06_fill_holes_and_orientation.obj,11.231976,-13.1017475
m242_06_fill_holes_and_orientation.obj,10.613564,-10.292998
m243_06_fill_holes_and_orientation.obj,8.552633,-16.525902
m244_06_fill_holes_and_orientation.obj,9.617528,-12.447948
m245_06_fill_holes_and_orientation.obj,9.091145,-14.389859
m246_06_fill_holes_and_orientation.obj,9.740452,-17.838495
m248_06_fill_holes_and_orientation.obj,8.436462,-17.662254
m249_06_fill_holes_and_orientation.obj,-3.4871469,-9.5391655
m250_06_fill_holes_and_orientation.obj,7.9868135,-11.30682
m251_06_fill_holes_and_orientation.obj,8.286237,-15.6799135
m252_06_fill_holes_and_orientation.obj,-1.053161,4.4439425
m253_06_fill_holes_and_orientation.obj,3.6771553,-12.079726
m254_06_fill_holes_and_orientation.obj,12.1417265,-14.816223
m255_06_fill_holes_and_orientation.obj,11.492129,-8.975456
m256_06_fill_holes_and_orientation.obj,-4.7308497,-38.377625
m257_06_fill_holes_and_orientation.obj,5.203404,-11.576651
m258_06_fill_holes_and_orientation.obj,11.609717,-15.928788
m259_06_fill_holes_and_orientation.obj,-26.70032,-14.107818
m260_06_fill_holes_and_orientation.obj,25.790314,-2.9561505
m261_06_fill_holes_and_orientation.obj,17.40574,-7.71547
m262_06_fill_holes_and_orientation.obj,18.200806,-6.7467546
m263_06_fill_holes_and_orientation.obj,2.127321,-14.848602
m264_06_fill_holes_and_orientation.obj,17.131395,-8.2517605
m265_06_fill_holes_and_orientation.obj,3.128802,-14.829325
m266_06_fill_holes_and_orientation.obj,-28.532522,-15.873943
D00081_06_fill_holes_and_orientation.obj,-2.9533875,-47.885185
D00082_06_fill_holes_and_orientation.obj,6.956092,18.893278
D00102_06_fill_holes_and_orientation.obj,-0.6874065,-45.865074
D00109_06_fill_holes_and_orientation.obj,-18.421886,-27.024876
D00117_06_fill_holes_and_orientation.obj,-15.356133,-18.756102
D00136_06_fill_holes_and_orientation.obj,-13.952996,-18.004368
D00160_06_fill_holes_and_orientation.obj,-1.7660227,23.51292
D00180_06_fill_holes_and_orientation.obj,-0.28632602,-46.155205
D00231_06_fill_holes_and_orientation.obj,0.19569196,-51.674744
D00291_06_fill_holes_and_orientation.obj,20.393375,-7.38198
D00294_06_fill_holes_and_orientation.obj,-19.784445,-8.787996
D00309_06_fill_holes_and_orientation.obj,-9.457876,-19.32149
D00315_06_fill_holes_and_orientation.obj,7.514089,12.918193
D00333_06_fill_holes_and_orientation.obj,5.698614,-17.231016
D00399_06_fill_holes_and_orientation.obj,-0.3269234,-37.29275
D00430_06_fill_holes_and_orientation.obj,-25.82243,4.8076334
D00510_06_fill_holes_and_orientation.obj,-1.2781253,-48.459873
D00590_06_fill_holes_and_orientation.obj,2.4843805,-46.624844
D00615_06_fill_holes_and_orientation.obj,-0.44599396,-45.52513
D00662_06_fill_holes_and_orientation.obj,-29.570429,-24.473658
D00668_06_fill_holes_and_orientation.obj,-11.198557,-18.420769
D00672_06_fill_holes_and_orientation.obj,-24.645628,-20.481846
D00695_06_fill_holes_and_orientation.obj,6.8196597,-34.59454
D00713_06_fill_holes_and_orientation.obj,1.7184448,0.84064543
D00732_06_fill_holes_and_orientation.obj,-3.6583457,-40.391838
D00734_06_fill_holes_and_orientation.obj,0.583324,-49.389965
D00746_06_fill_holes_and_orientation.obj,-22.35041,-24.102768
D00752_06_fill_holes_and_orientation.obj,-22.335533,-20.40432
D00753_06_fill_holes_and_orientation.obj,-28.284101,-13.220071
D00774_06_fill_holes_and_orientation.obj,-1.7150124,-44.138012
D00786_06_fill_holes_and_orientation.obj,-21.621466,-22.687841
D00787_06_fill_holes_and_orientation.obj,1.1529403,-53.15509
D00788_06_fill_holes_and_orientation.obj,-15.273907,-38.08083
D00806_06_fill_holes_and_orientation.obj,-12.169301,-17.255598
D00814_06_fill_holes_and_orientation.obj,-1.7490664,-52.31948
D00855_06_fill_holes_and_orientation.obj,-1.0852509,-15.077887
D00884_06_fill_holes_and_orientation.obj,-29.575626,-24.47635
D00895_06_fill_holes_and_orientation.obj,0.390121,-41.542084
D00973_06_fill_holes_and_orientation.obj,2.3640842,1.1883129
D00989_06_fill_holes_and_orientation.obj,22.489332,-10.295534
m0_06_fill_holes_and_orientation.obj,-3.7528596,-34.593666
m10_06_fill_holes_and_orientation.obj,-0.73940706,-40.273174
m11_06_fill_holes_and_orientation.obj,8.661437,-40.626526
m12_06_fill_holes_and_orientation.obj,-5.0318666,-39.443127
m13_06_fill_holes_and_orientation.obj,1.0810305,-45.55031
m14_06_fill_holes_and_orientation.obj,-9.14686,-49.07328
m15_06_fill_holes_and_orientation.obj,8.87384,-41.144745
m16_06_fill_holes_and_orientation.obj,-0.8479646,-47.290913
m17_06_fill_holes_and_orientation.obj,-1.9287354,-43.225903
m18_06_fill_holes_and_orientation.obj,-22.853346,-24.68996
m19_06_fill_holes_and_orientation.obj,-24.936718,-20.363037
m1_06_fill_holes_and_orientation.obj,0.013719802,-15.431053
m20_06_fill_holes_and_orientation.obj,0.24700502,-48.626873
m21_06_fill_holes_and_orientation.obj,-5.9821515,-40.50883
m22_06_fill_holes_and_orientation.obj,-2.923899,-14.77237
m23_06_fill_holes_and_orientation.obj,-4.777662,-13.340109
m24_06_fill_holes_and_orientation.obj,-4.966139,-10.17117
m25_06_fill_holes_and_orientation.obj,-0.63071144,-48.905975
m26_06_fill_holes_and_orientation.obj,-27.18905,-19.155113
m2_06_fill_holes_and_orientation.obj,-22.160862,-22.540768
m3_06_fill_holes_and_orientation.obj,-30.30284,-16.330217
m4_06_fill_holes_and_orientation.obj,-2.7800107,-35.330734
m6_06_fill_holes_and_orientation.obj,-26.69171,3.8669841
m8_06_fill_holes_and_orientation.obj,-23.306555,1.490238
m9_06_fill_holes_and_orientation.obj,-18.90326,-36.080788
m1147_06_fill_holes_and_orientation.obj,5.331424,-24.33521
m1149_06_fill_holes_and_orientation.obj,6.457589,-24.489222
m1150_06_fill_holes_and_orientation.obj,18.895308,-25.995302
m1151_06_fill_holes_and_orientation.obj,1.5783921,-35.925243
m1152_06_fill_holes_and_orientation.obj,-6.9221034,-39.024685
m1153_06_fill_holes_and_orientation.obj,10.968795,-21.720465
m1154_06_fill_holes_and_orientation.obj,2.943847,-32.12834
m1155_06_fill_holes_and_orientation.obj,3.6846683,-46.772552
m1156_06_fill_holes_and_orientation.obj,12.138919,-17.000172
m1157_06_fill_holes_and_orientation.obj,19.800636,-25.733961
m1158_06_fill_holes_and_orientation.obj,-6.4373293,-38.363144
m1159_06_fill_holes_and_orientation.obj,-6.938278,-39.04618
m1161_06_fill_holes_and_orientation.obj,14.733592,-32.221176
m1162_06_fill_holes_and_orientation.obj,4.5999103,-24.926619
m1163_06_fill_holes_and_orientation.obj,6.306686,-36.364876
m1165_06_fill_holes_and_orientation.obj,7.5889378,-22.47267
m1166_06_fill_holes_and_orientation.obj,17.603312,-26.475752
m1167_06_fill_holes_and_orientation.obj,1.685944,-22.477882
m1168_06_fill_holes_and_orientation.obj,10.353032,-31.663443
m1169_06_fill_holes_and_orientation.obj,-9.948452,-54.303074
m1171_06_fill_holes_and_orientation.obj,1.196586,-20.740492
m1172_06_fill_holes_and_orientation.obj,17.615517,-23.03307
m1173_06_fill_holes_and_orientation.obj,20.268188,-30.152283
m1174_06_fill_holes_and_orientation.obj,8.894995,-18.972528
m1175_06_fill_holes_and_orientation.obj,2.8813558,-26.545725
m1177_06_fill_holes_and_orientation.obj,7.737947,-24.00364
m1178_06_fill_holes_and_orientation.obj,20.50428,-25.034283
m1179_06_fill_holes_and_orientation.obj,22.285597,-32.678684
m1180_06_fill_holes_and_orientation.obj,15.08319,-28.181637
m1181_06_fill_holes_and_orientation.obj,17.594973,-28.081705
m1182_06_fill_holes_and_orientation.obj,20.376312,-24.427963
m1183_06_fill_holes_and_orientation.obj,13.530648,-13.726412
m1184_06_fill_holes_and_orientation.obj,22.524178,-24.703407
m1185_06_fill_holes_and_orientation.obj,22.423246,-27.306963
m1187_06_fill_holes_and_orientation.obj,18.73772,-26.732454
m1188_06_fill_holes_and_orientation.obj,20.0995,-26.163857
m1190_06_fill_holes_and_orientation.obj,15.784236,-28.838974
m1191_06_fill_holes_and_orientation.obj,5.4538283,-22.179592
m1193_06_fill_holes_and_orientation.obj,22.146418,-29.98019
m1194_06_fill_holes_and_orientation.obj,23.397844,-25.57107
m1195_06_fill_holes_and_orientation.obj,14.117683,-19.605635
m1196_06_fill_holes_and_orientation.obj,14.7373705,-20.617104
m1197_06_fill_holes_and_orientation.obj,22.392685,-30.528378
m1198_06_fill_holes_and_orientation.obj,19.417093,-28.068956
m1199_06_fill_holes_and_orientation.obj,20.140741,-27.009333
m1200_06_fill_holes_and_orientation.obj,21.377537,-23.79639
m1201_06_fill_holes_and_orientation.obj,0.5592242,-19.708757
m1202_06_fill_holes_and_orientation.obj,21.603289,-21.873903
m1204_06_fill_holes_and_orientation.obj,10.294789,-23.060316
