mesh_index,bary_before_translation,bary_after_translation,bbox_before_scaling,bbox_after_scaling
1204,0.603399955,1.36E-15,0.950000023,1
1205,0.578481346,2.82E-15,0.950000023,1
1206,0.642008664,3.06E-15,0.950000023,1
1207,0.548264625,3.25E-15,0.950000023,1
1208,0.681345867,3.71E-15,0.950000023,1
1209,0.762437986,4.48E-15,0.950000023,1
1210,0.056894917,4.45E-16,1.737070024,1
1211,0.11708576,2.26E-16,1.636591971,1
1212,0.036739982,1.75E-16,1.700275958,1
1213,0.085454678,4.03E-16,1.68691498,1
1214,0.159731885,1.26E-15,1.691706955,1
1215,0.139212977,2.55E-16,1.445056975,1
1216,0.086165988,3.18E-16,1.884875953,1
1217,0.049129552,1.55E-16,1.704186976,1
1218,0.099759484,5.75E-16,1.762059033,1
1219,0.064836093,6.15E-16,1.792975962,1
1220,0.094428424,1.71E-16,1.653492987,1
1221,0.117015398,1.97E-15,1.689831018,1
1222,0.154086162,9.44E-16,1.889261007,1
1223,0.060334798,8.69E-16,1.876433015,1
1224,0.080300546,7.28E-17,1.550011039,1
1225,0.052337997,3.25E-16,1.438621044,1
1226,0.245732265,3.80E-16,1.712149024,1
1227,0.044467101,4.76E-16,1.665021002,1
1228,0.021616516,5.00E-16,1.686962008,1
1229,0.282158171,3.77E-15,1.728542984,1
1230,0.16127056,6.54E-16,1.40951699,1
1231,0.213125738,2.36E-16,1.79775399,1
1232,0.111066955,6.01E-16,1.434397995,1
1233,0.154991947,2.47E-15,1.635136008,1
1234,0.081071582,3.40E-16,1.697995961,1
1235,0.075415651,7.07E-16,1.682896018,1
1236,0.105347472,2.44E-15,1.69817102,1
1237,0.112825378,3.81E-16,1.669827998,1
1238,0.075888608,1.99E-16,1.52087605,1
1239,0.120696453,3.31E-16,1.848083019,1
1240,0.289200276,5.44E-16,1.741383016,1
1241,0.082843173,1.29E-16,1.974914014,1
1242,0.12461326,5.89E-16,1.578597009,1
1243,0.118692341,3.24E-16,1.45728904,1
1244,0.092171814,6.46E-16,1.473053992,1
1245,0.247707251,2.65E-15,1.776513994,1
1246,0.288054695,1.16E-15,1.653296947,1
1247,0.2819072,1.46E-15,1.69133997,1
1248,0.144054795,5.36E-16,1.834533036,1
1249,0.243642182,2.72E-15,1.740458071,1
1250,0.607889118,1.42E-15,0.945323979,1
1251,0.522620832,3.45E-15,0.931745982,1
1252,0.665149601,2.38E-15,0.950000023,1
1253,0.550370424,2.49E-15,0.950000023,1
1254,0.62307294,2.90E-15,0.950000023,1
1255,0.601688392,3.63E-15,0.950000023,1
1256,0.733481412,1.39E-14,0.950000023,1
1257,0.553079005,1.69E-15,0.950000023,1
1258,0.557319773,1.54E-15,0.948325723,1
1259,0.639943129,2.08E-15,0.950000023,1
1260,0.633815598,5.63E-15,0.950000023,1
1261,0.630027668,2.88E-15,0.950000023,1
1262,0.588874436,4.08E-15,0.948850011,1
1263,0.680378397,1.67E-15,0.950000023,1
1264,0.682707631,1.32E-15,0.950000023,1
1265,0.68105859,1.88E-15,0.950000023,1
1266,0.685507053,2.86E-15,0.950000023,1
1267,0.721629364,6.55E-15,0.950000023,1
1268,0.677827805,2.31E-15,0.950000023,1
1269,0.767508313,3.07E-15,0.950000023,1
1270,0.736249157,3.05E-15,0.950000023,1
1271,0.522087187,1.01E-15,0.950000023,1
1272,0.742643666,3.02E-15,0.950000023,1
1273,0.722749226,1.64E-15,0.940345025,1
1274,0.694312961,3.58E-15,0.951102523,1
1275,0.683991209,2.76E-15,0.950000023,1
1276,0.736490513,3.79E-15,0.945870971,1
1277,0.701147915,3.72E-16,0.950000023,1
1278,0.613753426,4.46E-15,0.950022018,1
1279,0.704615826,4.04E-15,0.950000023,1
1280,0.689419341,3.01E-15,0.950000023,1
1281,0.606113993,1.63E-15,0.950000023,1
1282,0.653339694,1.17E-15,0.950000023,1
1283,0.655814185,4.87E-15,0.950000023,1
1284,0.669525328,1.96E-15,0.950000023,1
1285,0.688784572,4.19E-15,0.950000023,1
1286,0.686930758,6.18E-15,0.950000023,1
1287,0.689419341,3.01E-15,0.950000023,1
1288,0.742989905,1.81E-15,0.950000023,1
1289,0.643129218,1.27E-15,0.950000023,1
1290,0.682471232,7.65E-16,0.950000023,1
1291,0.659195535,1.90E-15,0.950000023,1
1292,0.690531275,3.73E-15,0.950000023,1
1293,0.54588196,3.41E-15,0.950000023,1
1294,0.711166256,8.33E-16,0.950000023,1
1295,0.50597278,8.51E-16,0.950000023,1
1296,0.753035788,1.16E-15,0.949985024,1
1297,0.753233348,3.50E-15,0.950000023,1
1298,0.754563508,3.74E-15,0.950000023,1
1299,0.665418549,2.05E-15,0.950000023,1
1300,0.522544687,2.81E-15,0.950000023,1
1301,0.69074636,7.69E-15,0.950000023,1
1302,0.77014287,5.45E-15,0.950000023,1
1303,0.646318495,2.21E-15,0.950000023,1
1304,0.498475565,7.51E-16,0.950000023,1
1305,0.501551536,1.07E-15,0.950000023,1
1306,0.732556117,3.01E-15,0.950000023,1
1307,0.703617165,3.75E-15,0.945571125,1
1308,0.802283205,6.93E-15,0.950000023,1
1309,0.690399784,4.34E-15,0.950000023,1
1310,0.621108885,5.93E-16,0.950000023,1
1311,0.709536167,3.39E-15,0.938922023,1
1312,0.602436788,3.08E-15,0.950000023,1
1313,0.690453324,2.93E-15,0.950000023,1
1314,0.627686445,2.80E-15,0.950107725,1
1315,0.453897837,4.46E-16,0.950000023,1
1316,0.696767852,2.41E-15,0.950028824,1
1317,0.737057227,4.85E-15,0.950000023,1
1318,0.71357551,6.42E-15,0.950000023,1
1319,0.726020539,1.65E-15,0.950000023,1
1320,0.547220643,1.65E-15,0.950000023,1
1321,0.647769365,4.72E-15,0.950000023,1
1322,0.627500877,1.30E-15,0.950000023,1
1323,0.637641798,4.16E-15,0.950000023,1
1324,0.49436012,3.20E-15,0.950000023,1
1325,0.712626253,8.80E-16,0.924833989,1
1326,0.76707619,2.57E-15,0.907892227,1
1327,0.738480433,7.25E-16,0.950000023,1
1328,0.597873651,1.86E-15,0.950000023,1
1329,0.73925436,2.31E-15,0.950000023,1
1330,0.489357753,1.17E-15,0.950000023,1
1331,0.794114366,1.83E-15,0.950000023,1
1332,0.492560287,2.45E-15,0.922512984,1
1333,0.46039522,4.44E-16,0.950000023,1
1334,0.496721163,2.34E-15,0.950000023,1
1335,0.731504684,2.44E-15,0.950000023,1
1336,0.523210846,3.00E-16,0.950000023,1
1337,0.699009677,1.18E-15,0.940888023,1
1338,0.520433908,1.17E-15,0.950000023,1
1339,0.663480902,8.75E-15,0.950000023,1
1340,0.70962221,1.84E-15,0.950000023,1
1341,0.856964803,1.87E-15,0.950000023,1
1342,0.899176813,1.98E-15,0.950000023,1
1343,0.520197397,4.07E-15,0.950000023,1
1344,0.650677565,4.67E-15,0.950000023,1
1345,0.628785885,2.86E-15,0.950000023,1
1346,0.447987527,2.36E-15,0.941095827,1
1347,0.731591872,2.26E-15,0.950000023,1
1348,0.761666581,4.91E-15,0.945718026,1
1349,0.454718207,2.50E-15,0.950000023,1
1350,0.514213738,2.98E-15,0.950000023,1
1351,0.50761572,4.13E-15,0.950000023,1
1352,0.691324938,2.12E-15,0.950000023,1
1353,0.602745063,1.18E-15,0.950000023,1
1354,0.679746348,8.50E-16,0.950000023,1
1355,0.805546741,1.07E-15,0.950000023,1
1356,0.708060408,7.40E-16,0.950000023,1
1357,0.699967638,7.90E-16,0.911936974,1
1358,0.690587919,3.74E-15,0.950000023,1
1359,0.737968804,7.53E-16,0.950000023,1
1360,0.766011376,3.89E-15,0.950000023,1
1361,0.730013238,1.77E-15,0.950000023,1
1362,0.702374284,2.39E-15,0.950054979,1
1363,0.712450709,4.87E-15,0.92190597,1
1364,0.649152939,1.03E-15,0.950000023,1
1365,0.69158726,4.09E-15,0.950000023,1
1366,0.688346468,1.17E-15,0.950017424,1
1367,0.666629142,3.04E-15,0.950000023,1
1368,0.700794086,4.52E-15,0.950000023,1
1369,0.675461124,4.62E-16,0.950000023,1
1370,0.50597278,8.51E-16,0.950000023,1
1371,0.662427346,2.68E-15,0.950000023,1
1372,0.721962055,5.22E-15,0.950000023,1
1373,0.705485864,6.51E-15,0.949822323,1
1374,0.629986042,7.75E-16,0.950000023,1
1375,0.503739679,2.57E-15,0.950000023,1
1376,0.543797216,2.31E-15,0.950000023,1
1377,0.637641798,4.16E-15,0.950000023,1
1378,0.52947607,1.50E-15,0.950000023,1
1379,0.740041981,6.03E-15,0.950000023,1
1380,0.745998756,7.18E-15,0.950000023,1
1381,0.822027639,3.93E-15,0.950000023,1
1382,0.734495364,1.14E-15,0.950000023,1
1383,0.738079965,6.77E-16,0.950000023,1
1384,0.604173004,2.93E-15,0.950000023,1
1385,0.704860692,3.11E-15,0.950000023,1
1386,0.550983526,2.34E-15,0.950000023,1
1387,0.549385629,4.40E-15,0.950000023,1
1388,0.545652622,1.93E-15,0.950000023,1
1389,0.53899503,4.57E-15,0.950000023,1
1390,0.595137894,7.22E-15,0.950000023,1
1391,0.598042544,8.20E-16,0.950000023,1
1392,0.57510914,4.11E-15,0.950000023,1
1393,0.538492834,6.14E-16,0.950000023,1
1394,0.551695009,7.81E-16,0.950000023,1
1395,0.546932632,1.29E-15,0.950000023,1
1396,0.589957409,2.66E-15,0.951310627,1
1397,0.546436275,5.81E-15,0.950000023,1
1398,0.558905589,2.86E-15,0.950000023,1
1399,0.576718602,5.32E-15,0.950000023,1
1400,0.567294914,2.57E-15,0.95031829,1
1401,0.532414985,5.70E-16,0.950000023,1
1402,0.553609749,5.17E-16,0.950000023,1
1403,0.578440196,4.42E-15,0.950000023,1
1404,0.557804656,1.94E-15,0.950000023,1
1405,0.617119585,1.76E-15,0.950000023,1
1406,0.613634509,2.20E-15,0.950000023,1
1407,0.544879937,1.42E-15,0.950000023,1
1408,0.591624123,2.77E-15,0.950000023,1
1409,0.615002499,1.79E-15,0.94953363,1
1410,0.574113677,2.55E-15,0.950000023,1
1411,0.552061012,5.11E-15,0.950000023,1
1412,0.563654991,2.72E-15,0.950000023,1
1413,0.88035694,7.72E-15,0.950000023,1
1414,0.543844129,3.44E-15,0.950000023,1
1415,0.558832174,1.92E-15,0.950000023,1
1416,0.704254465,2.36E-15,0.949358976,1
1417,0.614052994,1.27E-15,0.868871026,1
1418,0.640654799,1.23E-15,0.940673029,1
1419,1.049455633,6.04E-15,3.330763102,1
1420,10.05891149,1.59E-14,9.339690208,1
1421,0.076837896,1.31E-16,0.361834995,1
1422,0.169637364,3.38E-16,0.419999987,1
1423,0.104917412,2.45E-16,0.206650003,1
1424,0.235728799,4.50E-16,0.431865007,1
1425,0.202400011,1.68E-15,0.420110877,1
1426,7.330322988,2.31E-14,11.34280014,1
1427,17.60353873,3.28E-14,112.614399,1
1428,0.828306857,1.13E-15,0.215926001,1
1429,0.021172793,8.71E-17,0.069626998,1
1430,3.381156393,1.32E-14,4.05843997,1
1431,0.252056997,1.06E-15,0.349889997,1
1432,12.01183067,3.76E-14,26.45365314,1
1433,0.678045543,2.44E-15,0.449022606,1
1434,4.868805932,1.51E-14,2.794490099,1
1435,2.287799599,3.08E-14,3.654815942,1
1436,0.340574848,7.88E-16,0.579932988,1
1437,33513.37595,4.72E-11,17827.69922,1
1438,0.172064995,2.03E-15,0.319749005,1
1439,0.636513495,4.37E-16,0.950000023,1
1440,0.797086745,6.68E-15,0.950000023,1
1441,0.590862535,4.12E-15,0.950262424,1
1442,0.461286857,2.30E-15,0.950000023,1
1443,0.623206978,2.39E-15,0.95017699,1
1444,0.648446274,1.05E-15,0.950000023,1
1445,0.640843642,3.89E-16,0.950000023,1
1446,0.079373707,1.62E-16,1.543527007,1
1447,0.240508676,8.90E-16,1.866311967,1
1448,0.218939047,1.18E-15,1.695168972,1
1449,0.063630934,2.97E-16,1.919203997,1
1450,0.067861176,5.31E-16,1.760887027,1
1451,0.100120842,6.48E-16,1.639087081,1
1452,0.076012357,3.36E-16,1.795315981,1
1453,0.057053188,2.39E-16,1.67996496,1
1454,0.11940836,8.11E-16,1.80922401,1
1455,0.100472531,4.87E-16,1.82002002,1
1456,0.083031172,3.51E-16,1.830899,1
1457,0.077830409,3.83E-16,1.674210012,1
1458,0.21028452,6.93E-16,1.609838963,1
1459,0.180933931,4.61E-16,1.779361069,1
1460,0.067717209,4.73E-16,1.584140003,1
1461,0.133716419,2.76E-16,1.855230987,1
1462,0.133261124,1.88E-16,1.720504999,1
1463,0.043920308,1.36E-16,1.627916038,1
1464,0.10940568,4.22E-16,1.584688008,1
1465,0.064423458,1.90E-16,1.655174017,1
1466,0.093652843,3.66E-16,1.874982059,1
1467,0.088283037,3.05E-16,1.762430966,1
1468,0.195931879,1.97E-15,1.575676918,1
1469,0.097503497,2.57E-16,1.849684,1
1470,0.09541639,2.69E-16,1.355461001,1
1471,0.121257326,1.04E-15,1.626795053,1
1472,0.073633138,1.33E-15,1.802684963,1
1473,0.112174405,5.31E-16,1.891547024,1
1474,0.231612872,9.07E-16,1.662004977,1
1475,0.105484266,1.31E-15,1.771881998,1
1476,0.251483515,1.08E-15,1.758223057,1
1477,0.177466362,2.90E-16,1.934828043,1
1478,0.236458675,7.05E-16,1.703179955,1
1479,0.095152865,1.36E-16,1.516081989,1
1480,0.082470793,1.16E-15,1.472859979,1
1481,0.28182186,2.00E-15,1.590645015,1
1482,0.112959432,4.27E-16,1.555301964,1
1483,0.394065112,3.43E-15,1.770438969,1
1484,0.192363426,5.94E-16,1.725207031,1
1485,0.380656642,2.53E-15,1.846420944,1
1486,0.097792122,2.45E-16,1.986345053,1
1487,0.104022629,4.20E-16,1.966203988,1
1488,0.026115396,3.15E-16,1.779016018,1
1489,0.045728131,3.97E-16,1.792702019,1
1490,0.085069034,7.61E-16,1.937059045,1
1491,0.217356799,1.05E-15,1.908864021,1
1492,0.062486932,6.30E-16,1.723357975,1
1493,0.021937036,4.56E-16,1.779220939,1
1494,0.125812321,3.57E-16,1.755783975,1
1495,0.107163387,5.79E-16,1.750523984,1
1496,0.036949302,1.77E-16,1.903975964,1
1497,0.053669245,1.70E-16,1.96164,1
1498,0.246647856,9.90E-16,1.943018973,1
1499,0.012705875,1.19E-16,1.986720026,1
1500,0.122015079,4.25E-16,1.618726015,1
1501,0.054200994,4.72E-16,1.803250968,1
1502,0.072495199,6.80E-16,1.770936012,1
1503,0.076273426,6.40E-17,1.951620996,1
1504,0.034987741,9.79E-16,1.976588964,1
1505,0.005671068,3.67E-16,1.969078958,1
1506,0.052893264,1.39E-16,1.74616003,1
1507,0.050885763,1.97E-16,1.722800016,1
1508,0.268580168,1.14E-15,1.747361004,1
1509,0.137513164,7.66E-16,1.827826977,1
1510,0.036724983,2.57E-16,1.806975007,1
1511,0.043446699,1.81E-16,1.915822029,1
1512,0.137555641,1.93E-16,1.773886979,1
1513,0.061993346,7.16E-16,1.785462022,1
1514,0.085516036,3.95E-16,1.947903991,1
1515,0.053217006,1.43E-16,1.784083009,1
1516,0.237485531,3.03E-16,1.926352978,1
1517,0.069851418,7.42E-16,1.968683004,1
1518,0.044169732,4.16E-16,1.925055981,1
1519,0.045409137,1.20E-16,1.921682,1
1520,0.047289622,7.99E-16,1.811244011,1
1521,0.064559842,1.03E-15,1.874309063,1
1522,0.131566388,8.88E-16,1.788575053,1
1523,0.114130552,4.25E-16,1.861904025,1
1524,0.067461843,1.22E-16,1.94510603,1
1525,0.052662705,2.37E-16,1.896219969,1
1526,0.62191555,2.12E-15,0.950000023,1
1527,0.648271843,9.56E-15,0.950000023,1
1528,0.581088756,9.46E-16,0.950000023,1
1529,0.579406121,6.29E-15,0.950000023,1
1530,0.616482088,1.75E-15,0.950000023,1
1531,0.634958076,2.98E-15,0.950000023,1
1532,0.109509073,8.41E-16,1.671352029,1
1533,0.115289019,3.05E-16,1.724299967,1
1534,0.241281493,1.00E-15,1.63369602,1
1535,0.171196555,2.04E-15,1.61559093,1
1536,0.13030758,1.27E-15,1.728200018,1
1537,0.211308304,1.80E-16,1.783396959,1
1538,0.211515809,2.61E-15,1.805564046,1
1539,0.053762835,7.51E-16,1.696756005,1
1540,0.245712787,1.29E-15,1.617043972,1
1541,0.073175792,4.32E-16,1.752336025,1
1542,0.141253799,4.79E-16,1.733841002,1
1543,0.145396181,1.05E-15,1.747673035,1
1544,0.145429472,5.27E-16,1.714507997,1
1545,0.118753452,4.63E-16,1.606584966,1
1546,0.128707752,2.55E-16,1.664836049,1
1547,0.150750166,1.05E-15,1.777429998,1
1548,0.179482179,8.01E-16,1.562775016,1
1549,0.138212,4.50E-16,1.687740028,1
1550,0.19362163,7.25E-16,1.744913995,1
1551,0.159903155,8.54E-16,1.79204005,1
1552,0.755554758,3.89E-15,0.950000023,1
1553,0.697324688,3.47E-15,0.950000023,1
1554,0.54836934,2.42E-15,0.950000023,1
1555,0.613682394,1.71E-15,0.950000023,1
1556,0.607781987,4.01E-15,0.950000023,1
1557,0.695816318,1.74E-15,0.950000023,1
1558,0.124013292,5.68E-16,1.712872028,1
1559,0.215549858,1.33E-15,1.751326978,1
1560,0.162434024,4.93E-16,1.820036054,1
1561,0.097947998,4.14E-16,1.817014992,1
1562,0.106331532,2.60E-16,1.812711,1
1563,0.189905917,8.78E-16,1.847387969,1
1564,0.0546475,3.16E-16,1.737286031,1
1565,0.107306979,4.59E-16,1.663137972,1
1566,0.123004069,5.93E-16,1.906690001,1
1567,0.121517987,5.26E-16,1.702658057,1
1568,0.103230239,1.47E-15,1.884783983,1
1569,0.194923467,1.50E-15,1.653459966,1
1570,0.115640686,7.04E-16,1.87282604,1
1571,0.242461644,2.42E-15,1.839011073,1
1572,0.155064667,5.38E-16,1.800532043,1
1573,0.182702952,4.38E-16,1.805992007,1
1574,0.105835398,4.25E-16,1.726423979,1
1575,0.105821219,1.07E-15,1.684477985,1
1576,0.141892863,2.28E-16,1.817638993,1
1577,0.198510642,1.32E-15,1.718211949,1
1578,0.785221625,1.79E-15,0.955871975,1
1579,0.620571712,4.47E-15,0.950000023,1
1580,0.533364319,2.43E-15,0.950149881,1
1581,0.536595248,3.00E-15,0.950000023,1
1582,0.695116122,4.75E-15,0.950000023,1
1583,0.573743303,1.63E-15,0.950000023,1
1584,0.752508548,2.68E-15,0.950000023,1
1585,0.660245761,2.34E-15,0.950000023,1
1586,0.596541715,1.38E-15,0.950000023,1
1587,0.681748256,2.31E-15,0.950000023,1
1588,0.538413599,4.08E-15,0.950000023,1
1589,0.543486521,1.37E-15,0.950000023,1
1590,0.554529127,4.70E-16,0.950000023,1
1591,0.593188463,1.69E-15,0.950000023,1
1592,0.571972702,3.89E-15,0.950003492,1
1593,0.586039941,1.02E-14,0.950000023,1
1594,0.589359992,2.04E-15,0.950000023,1
1595,0.588293266,1.87E-15,0.950000023,1
1596,0.617267244,7.38E-16,0.950000023,1
1597,0.584431186,3.53E-15,0.950000023,1
1598,0.583355065,4.55E-15,0.955986498,1
1599,0.64143671,6.44E-15,0.950000023,1
1600,0.814055228,3.98E-15,0.950000023,1
1601,0.666130155,8.95E-16,0.950000023,1
1602,0.632522657,3.51E-15,0.950000023,1
1603,0.407892593,5.83E-16,0.950000023,1
1604,0.437405718,2.49E-15,0.950000023,1
1605,0.404342893,5.71E-16,0.950000023,1
1606,0.388544028,1.08E-15,0.950000023,1
1607,0.429068694,1.57E-15,0.950000023,1
1608,0.395308598,3.30E-15,0.950729724,1
1609,0.407456093,2.22E-15,0.949946024,1
1610,0.387481958,3.05E-15,0.950000023,1
1611,0.518641823,1.58E-15,0.917559024,1
1612,0.691388422,4.18E-15,0.950000023,1
1613,0.701367567,8.16E-15,0.950000023,1
1614,0.616723815,4.14E-15,0.950000023,1
1615,0.357270383,6.92E-16,0.950000977,1
1616,0.415306341,2.54E-15,0.950000023,1
1617,0.414893351,5.24E-15,0.950000023,1
1618,0.708061341,7.79E-15,0.950000023,1
1619,0.786935451,2.51E-15,0.950000023,1
1620,0.687978944,5.82E-15,0.950000023,1
1621,0.693138536,3.08E-15,0.950000023,1
1622,0.717558949,2.26E-15,0.950000023,1
1623,0.655238129,3.03E-14,0.950000023,1
1624,0.036007375,2.25E-16,1.685988009,1
1625,0.037906737,3.19E-16,1.700833976,1
1626,0.123104647,5.63E-16,1.871805012,1
1627,0.298374392,6.36E-16,1.765671015,1
1628,0.186244421,1.13E-15,1.874962032,1
1629,0.063544072,1.50E-16,1.591160953,1
1630,0.220953277,8.84E-16,1.774538994,1
1631,0.117084462,9.80E-16,1.860119045,1
1632,0.10547558,4.89E-16,1.800595999,1
1633,0.105327819,5.29E-16,1.826173007,1
1634,0.106798557,5.73E-16,1.879616022,1
1635,0.195603086,1.07E-15,1.834980011,1
1636,0.260363748,1.12E-15,1.812283993,1
1637,0.0802168,6.63E-16,1.47874701,1
1638,0.136650651,2.60E-16,1.805906951,1
1639,0.055529919,2.05E-16,1.759746015,1
1640,0.289970231,3.22E-15,1.604813993,1
1641,0.232115064,2.03E-15,1.646700025,1
1642,0.155385737,5.23E-16,1.933107018,1
1643,0.05398926,6.14E-16,1.769771039,1
1644,0.821017302,3.14E-15,0.950000023,1
1645,0.802444981,5.15E-15,0.950000023,1
1646,0.853795292,4.75E-15,0.950000023,1
1647,0.71086979,1.85E-15,0.950000023,1
1648,0.747824265,5.46E-15,0.950000023,1
1649,0.817867697,4.59E-15,0.950162029,1
1650,0.78991922,3.32E-15,0.950408824,1
1651,0.780650004,2.03E-15,0.950000023,1
1652,0.721882442,6.06E-16,0.950000023,1
1653,0.636074026,3.58E-15,0.950000023,1
1654,0.742187221,1.42E-15,0.950000023,1
1655,0.676861035,1.25E-15,0.950000023,1
1656,0.684956512,1.34E-15,0.950000023,1
1657,0.66868452,1.63E-15,0.950000023,1
1658,0.701678543,2.67E-15,0.950000023,1
1659,0.606694798,1.44E-15,0.950000023,1
1660,0.686929765,4.88E-15,0.950000023,1
1661,0.726273409,3.25E-15,0.950000023,1
1662,0.539659813,4.94E-15,0.950000023,1
1663,0.607121116,2.87E-15,0.950000023,1
1664,0.654779411,1.21E-15,0.950000023,1
1665,0.439413346,7.38E-16,0.950000023,1
1666,0.551777118,3.81E-15,0.95000801,1
1667,0.63333347,2.91E-15,0.950000023,1
1668,0.631738254,3.18E-15,0.950000023,1
1669,0.617916245,1.03E-15,0.950000023,1
1670,0.617238499,2.87E-15,0.950000023,1
1671,0.620974742,1.72E-15,0.950000023,1
1672,0.627029569,2.87E-15,0.950000023,1
1673,0.621531853,2.11E-15,0.950000023,1
1674,0.794614434,3.73E-15,0.950000023,1
1675,0.552170423,1.39E-15,0.950000023,1
1676,0.61811657,9.61E-16,0.950000023,1
1677,0.52265793,1.06E-15,0.950000023,1
1678,0.630127814,3.01E-15,0.950000023,1
1679,0.688941947,5.77E-15,0.950000023,1
1680,0.598098004,1.66E-15,0.950000023,1
1681,0.629077783,5.26E-15,0.950000023,1
1682,0.602358675,2.09E-15,0.950000023,1
1683,0.612691629,3.64E-15,0.950000023,1
1684,3.339911421,7.94E-15,1.382399023,1
1685,1.634543578,2.62E-15,2.571118876,1
1686,3.036706338,2.14E-14,2.18205297,1
1687,9.540532018,2.91E-14,2.068390012,1
1688,5.592857784,4.47E-14,1.46999979,1
1689,2.5767076,1.04E-15,1.510204077,1
1690,4.573681885,1.18E-14,1.379999876,1
1691,0.980478458,5.18E-16,1.382390022,1
1692,1.472074655,8.73E-15,2.60934823,1
1693,0.984324351,6.93E-15,1.473199964,1
1694,2.850441975,7.82E-15,1.350250006,1
1695,2.08825658,2.90E-14,1.562100947,1
1696,3.077532558,4.53E-15,9.113049984,1
1697,1.023149665,5.85E-15,1.530462144,1
1698,1.65517818,2.34E-15,2.224556983,1
1699,2.56000344,1.08E-14,3.749699907,1
1700,202.8749572,3.57E-13,216.7194099,1
1701,2.114835047,9.35E-15,1.473190069,1
1702,2.942672824,9.60E-15,1.831713021,1
1703,12.08081501,6.35E-14,3.81210041,1
1704,0.463386262,6.08E-16,1.666395068,1
1705,0.139497652,6.22E-16,1.658892989,1
1706,0.619701902,3.70E-16,1.769087017,1
1707,0.329306225,4.72E-16,1.705342054,1
1708,0.107457331,7.38E-16,1.677000999,1
1709,0.240094721,1.61E-15,1.757992983,1
1710,0.09020099,5.18E-16,1.774307013,1
1711,0.18413464,1.36E-15,1.404600024,1
1712,0.105559699,5.46E-16,1.843016982,1
1713,0.095507188,1.35E-16,1.690025985,1
1714,0.117392383,1.02E-15,1.845663011,1
1715,0.182059483,4.32E-16,1.628614008,1
1716,0.111556448,9.68E-16,1.804481983,1
1717,0.012863003,7.45E-17,1.670251966,1
1718,0.109652367,5.52E-17,1.396611035,1
1719,0.101717503,6.53E-16,1.467745006,1
1720,0.104809643,6.33E-16,1.595806003,1
1721,0.141083425,9.39E-16,1.396546006,1
1722,0.172552781,4.75E-16,1.772854984,1
1723,0.086598034,4.21E-16,1.598758996,1
1724,0.804295038,1.11E-15,0.950000023,1
1725,0.620798343,1.06E-15,0.950000023,1
1726,0.844665862,3.63E-15,0.950000023,1
1727,0.854486357,4.77E-15,0.950000023,1
1728,0.780861273,1.90E-15,0.950000023,1
1729,0.564894759,1.66E-15,0.950000023,1
1730,0.776308893,2.23E-15,0.950000023,1
1731,0.771597794,4.01E-15,0.950000023,1
1732,0.763915095,2.61E-15,0.950000023,1
1733,0.597980685,1.57E-15,0.950000023,1
1734,0.740974954,3.21E-15,0.950000023,1
1735,0.742558404,2.57E-15,0.950000023,1
1736,0.73498097,3.70E-15,0.950000023,1
1737,0.833252916,3.14E-15,0.950000023,1
1738,0.758259004,2.51E-15,0.950000023,1
1739,0.564375649,8.61E-16,0.950000023,1
1740,0.700841799,3.61E-15,0.950000023,1
1741,0.558669687,3.49E-15,0.950000023,1
1742,0.80242558,5.11E-15,0.950000023,1
1743,0.782256771,2.41E-15,0.950000023,1
1744,0.752726768,2.10E-15,0.950000023,1
1745,0.77247865,3.01E-15,0.950000023,1
1746,0.785080056,1.10E-15,0.950000023,1
1747,0.742461393,1.54E-15,0.950000023,1
1748,0.840534764,2.67E-15,0.950000124,1
1749,0.791988816,1.25E-15,0.950000023,1
1750,0.827106201,5.50E-15,0.949214971,1
1751,0.77193786,2.10E-15,0.950000023,1
1752,0.600403737,2.53E-15,0.950000023,1
1753,0.913403686,3.30E-15,0.950000023,1
1754,0.760809337,6.16E-15,0.948161995,1
1755,0.445031993,1.77E-15,0.947012996,1
1756,0.703443908,4.76E-15,0.950000023,1
1757,0.604659622,2.55E-15,0.950000023,1
1758,0.654111202,1.30E-15,0.950000023,1
1759,0.761339166,2.51E-15,0.950000023,1
1760,0.866734098,2.11E-15,0.938653981,1
1761,0.747776573,5.17E-15,0.950000023,1
1762,0.484607729,1.00E-15,0.94870398,1
1763,0.739313386,2.21E-15,0.950000023,1
1764,0.663738454,1.50E-15,0.950000023,1
1765,0.637027524,1.04E-14,0.926457977,1
1766,0.763135678,1.64E-15,0.950000023,1
1767,0.503669757,3.96E-15,0.950000023,1
1768,0.630882168,3.76E-15,0.950000023,1
1769,0.948319306,4.04E-15,0.950000023,1
1770,0.739687426,2.74E-15,0.950000023,1
1771,0.809967683,3.53E-15,0.950000023,1
1772,0.753912075,1.39E-15,0.950000023,1
1773,0.664643022,2.05E-15,0.949991977,1
1774,0.681480819,3.25E-15,0.950000023,1
1775,0.724107519,1.07E-15,0.950000023,1
1776,0.546962982,7.48E-16,0.950000023,1
1777,0.691179028,1.43E-15,0.950000023,1
1778,0.711165617,2.00E-15,0.950000023,1
1779,0.684304368,9.21E-16,0.950000023,1
1780,0.67774214,3.79E-15,0.950000023,1
1781,0.751846199,1.50E-15,0.950828524,1
1782,0.738132675,2.90E-15,0.950000023,1
1783,0.884942845,5.31E-15,0.950000023,1
1784,0.601021555,1.69E-15,0.950000023,1
