name,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins
Datasets\UnifiedPreprocessed\Data\Sword\m700_unified_prepared.obj,0.445727;0.095403;0.040110;0.023506;0.016004;0.011063;0.010032;0.010012;0.010362;0.018724;0.010813;0.008292;0.008952;0.009892;0.013053;0.018414;0.026576;0.046041;0.093853;0.083170,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.040351;0.053314;0.043069;0.050387;0.052478;0.148233;0.048714;0.043801;0.058123;0.083420;0.040351;0.051119;0.050178;0.052791;0.055405;0.037633;0.046101;0.037738;0.006795;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.090390;0.111070;0.097640;0.079470;0.064070;0.059690;0.052040;0.053380;0.048280;0.047280;0.051980;0.049950;0.046610;0.046380;0.041110;0.029920;0.015840;0.010850;0.004050;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.861490;0.112640;0.021750;0.003490;0.000610;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m701_unified_prepared.obj,0.374877;0.101258;0.047399;0.039777;0.028715;0.021714;0.017723;0.015383;0.015593;0.016633;0.014463;0.016353;0.018193;0.019664;0.023404;0.025805;0.026315;0.039507;0.069242;0.067982,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.001804;0.003246;0.003006;0.007695;0.000721;0.006252;0.053385;0.088373;0.093784;0.066731;0.082241;0.162198;0.216785;0.107731;0.089455;0.016593;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.233260;0.130350;0.069660;0.037970;0.023580;0.007130;0.005480;0.004010;0.003190;0.004020;0.005340;0.005560;0.026330;0.066270;0.098970;0.092750;0.116260;0.058260;0.011610;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.920920;0.015780;0.003000;0.021680;0.030270;0.007220;0.000560;0.000540;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m702_unified_prepared.obj,0.364871;0.105728;0.050358;0.031081;0.023118;0.018807;0.017536;0.017946;0.022488;0.045756;0.021898;0.014145;0.013815;0.014665;0.017846;0.021208;0.028260;0.042475;0.059561;0.068435,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000805;0.000000;0.000230;0.000115;0.318150;0.099724;0.111801;0.146423;0.103520;0.000115;0.000115;0.000115;0.003566;0.002530;0.002070;0.008742;0.014493;0.051300;0.116057;0.020129,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.321230;0.181380;0.157890;0.001580;0.001420;0.000520;0.000800;0.000520;0.001350;0.000720;0.001290;0.003910;0.004500;0.013700;0.042140;0.111650;0.059630;0.080470;0.015300;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.971460;0.027640;0.000890;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m703_unified_prepared.obj,0.292337;0.101113;0.055733;0.044830;0.039279;0.034778;0.033408;0.033158;0.034508;0.034358;0.028617;0.025456;0.023065;0.023545;0.023135;0.024606;0.027006;0.041820;0.050252;0.028997,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.005999;0.015221;0.012110;0.004888;0.015665;0.015665;0.012665;0.131097;0.051217;0.034885;0.067548;0.088101;0.283191;0.257971;0.003777;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.283770;0.099790;0.069790;0.145890;0.039740;0.016770;0.014680;0.014090;0.014040;0.014030;0.015480;0.015570;0.029660;0.035490;0.030360;0.040730;0.061950;0.045840;0.012330;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.835500;0.147590;0.016910;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m704_unified_prepared.obj,0.282137;0.101226;0.037917;0.025331;0.020819;0.021850;0.023591;0.032094;0.074714;0.129018;0.061228;0.026532;0.018708;0.014527;0.012906;0.013096;0.015857;0.022040;0.039938;0.026472,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.010926;0.013235;0.012927;0.014774;0.009080;0.564789;0.027239;0.007387;0.035549;0.042936;0.006156;0.106956;0.128039;0.005694;0.006617;0.007695;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.350240;0.084080;0.054820;0.059780;0.263250;0.020790;0.018680;0.016690;0.018300;0.017410;0.017590;0.018470;0.014920;0.019210;0.006490;0.006300;0.004610;0.004110;0.004260;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.963070;0.036280;0.000650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m705_unified_prepared.obj,0.141415;0.116791;0.084575;0.066862;0.063942;0.062521;0.058341;0.057020;0.051649;0.043218;0.036227;0.033056;0.031476;0.027065;0.024614;0.022854;0.024324;0.025335;0.019614;0.009102,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.004172;0.130847;0.124652;0.106321;0.110493;0.244374;0.143110;0.014412;0.003666;0.005563;0.004172;0.010746;0.011504;0.006700;0.010619;0.011757;0.004046;0.015297;0.009608;0.027939,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.082330;0.101400;0.100120;0.115020;0.144210;0.127540;0.072830;0.058470;0.035200;0.021020;0.022950;0.025500;0.031340;0.029940;0.015750;0.006720;0.004930;0.003350;0.001380;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.579060;0.159890;0.087180;0.056690;0.034540;0.025300;0.021820;0.014730;0.008300;0.004850;0.004420;0.002420;0.000790;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.983370;0.016470;0.000160;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m707_unified_prepared.obj,0.169196;0.046960;0.083938;0.111443;0.055922;0.041299;0.075316;0.054011;0.043409;0.046510;0.035507;0.038218;0.048870;0.043579;0.027496;0.028846;0.016934;0.014623;0.013423;0.004501,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.014502;0.001694;0.002752;0.027204;0.031756;0.563777;0.133905;0.002964;0.000635;0.057902;0.097915;0.058855;0.000000;0.000000;0.000000;0.002011;0.004128;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.220820;0.038180;0.312470;0.090380;0.253870;0.065370;0.000380;0.005200;0.001770;0.000210;0.000250;0.000000;0.000040;0.002770;0.004720;0.001120;0.000020;0.001110;0.001320;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.867930;0.081180;0.041260;0.003910;0.003610;0.000260;0.001430;0.000420;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m709_unified_prepared.obj,0.253601;0.122149;0.088508;0.057879;0.041823;0.031710;0.028539;0.027489;0.024848;0.022297;0.018036;0.018036;0.019516;0.024308;0.028439;0.038172;0.049906;0.037882;0.035551;0.031310,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.001781;0.009670;0.139585;0.046698;0.056368;0.142130;0.130678;0.120881;0.105866;0.048607;0.009416;0.001400;0.012088;0.013233;0.029393;0.032192;0.038427;0.036264;0.025321;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.174980;0.148640;0.106400;0.110110;0.083620;0.053460;0.012040;0.003850;0.004880;0.008870;0.018870;0.026420;0.038380;0.038190;0.046050;0.052800;0.041510;0.024550;0.006380;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.763580;0.070630;0.095460;0.057240;0.010470;0.002460;0.000160;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m710_unified_prepared.obj,0.146349;0.159892;0.101360;0.070864;0.053091;0.045599;0.040098;0.036237;0.032937;0.031756;0.030516;0.027866;0.027295;0.028126;0.031396;0.034407;0.035427;0.033797;0.025645;0.007341,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.001990;0.001288;0.033486;0.085353;0.195293;0.138508;0.146353;0.127151;0.215783;0.046599;0.000000;0.000000;0.000000;0.000351;0.001054;0.002927;0.001171;0.001522;0.001171;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.278510;0.311660;0.230630;0.128090;0.029050;0.005870;0.000000;0.000000;0.000000;0.000020;0.000050;0.000510;0.001570;0.002660;0.003240;0.003400;0.002610;0.001630;0.000500;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.986050;0.010340;0.002700;0.000810;0.000080;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m711_unified_prepared.obj,0.285671;0.138805;0.075254;0.046688;0.033196;0.025995;0.022284;0.020214;0.020684;0.020274;0.019894;0.019293;0.019654;0.020834;0.023304;0.029635;0.036807;0.047939;0.062011;0.031566,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.014013;0.096829;0.044674;0.035929;0.092825;0.119587;0.151091;0.103783;0.075440;0.043199;0.062691;0.062375;0.052892;0.027500;0.017174;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.125850;0.145240;0.133550;0.126470;0.085470;0.059660;0.055350;0.062370;0.039230;0.029020;0.030210;0.024770;0.018550;0.021500;0.017720;0.010570;0.006720;0.006380;0.001370;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.854300;0.117600;0.021870;0.005420;0.000650;0.000160;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m712_unified_prepared.obj,0.210043;0.035709;0.064036;0.040930;0.057184;0.054044;0.060985;0.086982;0.068127;0.069797;0.060865;0.049112;0.035159;0.024946;0.020755;0.016104;0.020615;0.010653;0.007502;0.006452,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.004475;0.002056;0.003991;0.020319;0.197750;0.059748;0.002661;0.001089;0.003387;0.002056;0.663159;0.000605;0.001693;0.002177;0.001572;0.000000;0.032172;0.001089;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.457710;0.034840;0.011130;0.084860;0.318320;0.005970;0.001940;0.004060;0.002780;0.002920;0.002670;0.002430;0.003030;0.007370;0.013720;0.003200;0.002330;0.004640;0.036080;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.898710;0.063210;0.014740;0.020710;0.001300;0.001330;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m713_unified_prepared.obj,0.320294;0.070482;0.063271;0.037906;0.030995;0.030815;0.032686;0.036736;0.037466;0.034546;0.032175;0.028945;0.026444;0.022854;0.021094;0.022404;0.036316;0.036736;0.043277;0.034556,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000908;0.004655;0.004996;0.003066;0.006018;0.028273;0.183831;0.048711;0.022936;0.015329;0.298285;0.113887;0.008289;0.008516;0.027138;0.172022;0.053140;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.266670;0.070160;0.086130;0.136650;0.009580;0.006220;0.007060;0.002470;0.007180;0.005500;0.005890;0.009590;0.009330;0.018410;0.073040;0.062660;0.025320;0.144420;0.053720;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.815590;0.107510;0.072460;0.004440;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m714_unified_prepared.obj,0.385231;0.082977;0.042989;0.032897;0.026936;0.020854;0.019764;0.021234;0.023325;0.045330;0.022585;0.016894;0.014833;0.013593;0.015703;0.018884;0.021495;0.030556;0.060593;0.083327,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.020853;0.022541;0.000000;0.000000;0.057377;0.058824;0.153689;0.221432;0.055087;0.074614;0.154773;0.079315;0.023144;0.023505;0.054846;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.189950;0.150100;0.140500;0.053290;0.031720;0.011110;0.020640;0.017760;0.009040;0.027620;0.010480;0.024220;0.058390;0.049640;0.053800;0.061850;0.050440;0.017240;0.022210;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.906720;0.055080;0.030970;0.006210;0.000880;0.000120;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
