name,rectangularity
Hat\m1639_06_fill_holes_and_orientation.obj,0.043675
Hat\m1640_06_fill_holes_and_orientation.obj,0.016789
Hat\m1641_06_fill_holes_and_orientation.obj,0.027647
Helicopter\D00038_06_fill_holes_and_orientation.obj,0.022992
Helicopter\D00191_06_fill_holes_and_orientation.obj,0.022404
Helicopter\D00361_06_fill_holes_and_orientation.obj,0.017132
Helicopter\D00397_06_fill_holes_and_orientation.obj,0.017748
Helicopter\D00423_06_fill_holes_and_orientation.obj,0.020256
Helicopter\D00470_06_fill_holes_and_orientation.obj,0.025228
Helicopter\D00471_06_fill_holes_and_orientation.obj,0.062225
Helicopter\D00473_06_fill_holes_and_orientation.obj,0.010123
Helicopter\D00498_06_fill_holes_and_orientation.obj,0.005000
Helicopter\D00500_06_fill_holes_and_orientation.obj,0.028292
Helicopter\D00502_06_fill_holes_and_orientation.obj,0.019044
Helicopter\D00644_06_fill_holes_and_orientation.obj,0.025294
Helicopter\D00658_06_fill_holes_and_orientation.obj,0.012602
Helicopter\D00751_06_fill_holes_and_orientation.obj,0.030662
Helicopter\D00796_06_fill_holes_and_orientation.obj,0.024492
Helicopter\D00820_06_fill_holes_and_orientation.obj,0.016973
Helicopter\D00868_06_fill_holes_and_orientation.obj,0.035180
Helicopter\D00977_06_fill_holes_and_orientation.obj,0.007775
Helicopter\D00986_06_fill_holes_and_orientation.obj,0.055306
Helicopter\D00991_06_fill_holes_and_orientation.obj,0.014325
Helicopter\m1302_06_fill_holes_and_orientation.obj,0.065509
Helicopter\m1304_06_fill_holes_and_orientation.obj,0.121041
Helicopter\m1305_06_fill_holes_and_orientation.obj,0.120951
Helicopter\m1306_06_fill_holes_and_orientation.obj,0.036493
Helicopter\m1307_06_fill_holes_and_orientation.obj,0.030680
Helicopter\m1308_06_fill_holes_and_orientation.obj,0.025356
Helicopter\m1309_06_fill_holes_and_orientation.obj,0.016586
Helicopter\m1310_06_fill_holes_and_orientation.obj,0.019688
Helicopter\m1311_06_fill_holes_and_orientation.obj,0.026658
Helicopter\m1312_06_fill_holes_and_orientation.obj,0.036200
Helicopter\m1313_06_fill_holes_and_orientation.obj,0.038280
Helicopter\m1314_06_fill_holes_and_orientation.obj,0.052048
Helicopter\m1315_06_fill_holes_and_orientation.obj,0.028689
Helicopter\m1316_06_fill_holes_and_orientation.obj,0.034375
Helicopter\m1317_06_fill_holes_and_orientation.obj,0.055671
Helicopter\m1318_06_fill_holes_and_orientation.obj,0.035601
Helicopter\m1319_06_fill_holes_and_orientation.obj,0.022105
Helicopter\m1320_06_fill_holes_and_orientation.obj,0.032932
Helicopter\m1321_06_fill_holes_and_orientation.obj,0.019525
Helicopter\m1322_06_fill_holes_and_orientation.obj,0.014617
Helicopter\m1323_06_fill_holes_and_orientation.obj,0.015432
Helicopter\m1325_06_fill_holes_and_orientation.obj,0.017602
Helicopter\m1326_06_fill_holes_and_orientation.obj,0.023043
Helicopter\m1327_06_fill_holes_and_orientation.obj,0.016527
Helicopter\m1328_06_fill_holes_and_orientation.obj,0.020319
Helicopter\m1329_06_fill_holes_and_orientation.obj,0.078968
Helicopter\m1330_06_fill_holes_and_orientation.obj,0.059047
Helicopter\m1332_06_fill_holes_and_orientation.obj,0.022975
Helicopter\m1333_06_fill_holes_and_orientation.obj,0.021125
Helicopter\m1334_06_fill_holes_and_orientation.obj,0.017855
Helicopter\m1336_06_fill_holes_and_orientation.obj,0.033120
House\D00001_06_fill_holes_and_orientation.obj,0.078905
House\D00044_06_fill_holes_and_orientation.obj,0.098296
House\D00091_06_fill_holes_and_orientation.obj,0.379442
House\D00095_06_fill_holes_and_orientation.obj,0.442166
House\D00286_06_fill_holes_and_orientation.obj,0.110006
House\D00325_06_fill_holes_and_orientation.obj,0.183787
House\D00359_06_fill_holes_and_orientation.obj,0.051200
House\D00389_06_fill_holes_and_orientation.obj,0.090090
House\D00415_06_fill_holes_and_orientation.obj,0.412496
House\D00454_06_fill_holes_and_orientation.obj,0.530085
House\D00568_06_fill_holes_and_orientation.obj,0.063187
House\D00574_06_fill_holes_and_orientation.obj,0.140395
House\D00665_06_fill_holes_and_orientation.obj,0.205415
House\D00873_06_fill_holes_and_orientation.obj,0.012126
House\D00889_06_fill_holes_and_orientation.obj,0.266937
House\D00901_06_fill_holes_and_orientation.obj,0.090014
House\D00903_06_fill_holes_and_orientation.obj,0.067230
House\D00941_06_fill_holes_and_orientation.obj,0.526675
House\D00946_06_fill_holes_and_orientation.obj,0.014663
House\D00965_06_fill_holes_and_orientation.obj,0.130075
House\m423_06_fill_holes_and_orientation.obj,0.291604
House\m429_06_fill_holes_and_orientation.obj,0.105893
House\m430_06_fill_holes_and_orientation.obj,0.100754
House\m431_06_fill_holes_and_orientation.obj,0.217627
House\m432_06_fill_holes_and_orientation.obj,0.062960
House\m433_06_fill_holes_and_orientation.obj,0.049096
House\m434_06_fill_holes_and_orientation.obj,0.337860
House\m435_06_fill_holes_and_orientation.obj,0.099199
House\m436_06_fill_holes_and_orientation.obj,0.257199
House\m439_06_fill_holes_and_orientation.obj,0.031109
House\m440_06_fill_holes_and_orientation.obj,0.087227
House\m441_06_fill_holes_and_orientation.obj,0.039055
House\m443_06_fill_holes_and_orientation.obj,0.445292
House\m446_06_fill_holes_and_orientation.obj,0.017731
House\m447_06_fill_holes_and_orientation.obj,0.078102
House\m448_06_fill_holes_and_orientation.obj,0.142898
House\m449_06_fill_holes_and_orientation.obj,0.372582
House\m451_06_fill_holes_and_orientation.obj,0.123863
House\m452_06_fill_holes_and_orientation.obj,0.184521
House\m453_06_fill_holes_and_orientation.obj,0.180872
House\m454_06_fill_holes_and_orientation.obj,0.219450
House\m456_06_fill_holes_and_orientation.obj,0.027911
House\m457_06_fill_holes_and_orientation.obj,0.445292
House\m460_06_fill_holes_and_orientation.obj,0.079291
House\m461_06_fill_holes_and_orientation.obj,0.189085
House\m462_06_fill_holes_and_orientation.obj,0.345025
HumanHead\D00013_06_fill_holes_and_orientation.obj,0.477404
HumanHead\D00061_06_fill_holes_and_orientation.obj,0.337592
HumanHead\D00072_06_fill_holes_and_orientation.obj,0.415551
HumanHead\D00106_06_fill_holes_and_orientation.obj,0.284922
HumanHead\D00131_06_fill_holes_and_orientation.obj,0.431272
HumanHead\D00205_06_fill_holes_and_orientation.obj,0.409297
HumanHead\D00313_06_fill_holes_and_orientation.obj,0.441950
HumanHead\D00434_06_fill_holes_and_orientation.obj,0.324399
HumanHead\D00487_06_fill_holes_and_orientation.obj,0.432787
HumanHead\D00488_06_fill_holes_and_orientation.obj,0.366731
HumanHead\D00566_06_fill_holes_and_orientation.obj,0.361680
HumanHead\D00578_06_fill_holes_and_orientation.obj,0.333836
HumanHead\D00591_06_fill_holes_and_orientation.obj,0.473589
HumanHead\D00610_06_fill_holes_and_orientation.obj,0.406192
HumanHead\D00629_06_fill_holes_and_orientation.obj,0.363588
HumanHead\D00653_06_fill_holes_and_orientation.obj,0.376345
HumanHead\D00690_06_fill_holes_and_orientation.obj,0.430950
HumanHead\D00758_06_fill_holes_and_orientation.obj,0.266694
HumanHead\D00910_06_fill_holes_and_orientation.obj,0.343156
HumanHead\D00984_06_fill_holes_and_orientation.obj,0.410850
HumanHead\m340_06_fill_holes_and_orientation.obj,0.289744
HumanHead\m341_06_fill_holes_and_orientation.obj,0.399931
HumanHead\m342_06_fill_holes_and_orientation.obj,0.585276
HumanHead\m343_06_fill_holes_and_orientation.obj,0.395582
HumanHead\m344_06_fill_holes_and_orientation.obj,0.402399
HumanHead\m345_06_fill_holes_and_orientation.obj,0.326631
HumanHead\m346_06_fill_holes_and_orientation.obj,0.387346
HumanHead\m347_06_fill_holes_and_orientation.obj,0.325519
HumanHead\m348_06_fill_holes_and_orientation.obj,0.389630
HumanHead\m349_06_fill_holes_and_orientation.obj,0.765407
HumanHead\m350_06_fill_holes_and_orientation.obj,0.363771
HumanHead\m351_06_fill_holes_and_orientation.obj,0.412104
HumanHead\m352_06_fill_holes_and_orientation.obj,0.484827
HumanHead\m353_06_fill_holes_and_orientation.obj,0.459143
HumanHead\m354_06_fill_holes_and_orientation.obj,0.390033
HumanHead\m355_06_fill_holes_and_orientation.obj,0.426481
HumanHead\m356_06_fill_holes_and_orientation.obj,0.482423
HumanHead\m357_06_fill_holes_and_orientation.obj,0.355898
HumanHead\m358_06_fill_holes_and_orientation.obj,0.331029
HumanHead\m359_06_fill_holes_and_orientation.obj,0.367359
HumanHead\m360_06_fill_holes_and_orientation.obj,0.472217
HumanHead\m361_06_fill_holes_and_orientation.obj,0.392715
HumanHead\m362_06_fill_holes_and_orientation.obj,0.562465
HumanHead\m363_06_fill_holes_and_orientation.obj,0.396305
HumanHead\m364_06_fill_holes_and_orientation.obj,0.380317
HumanHead\m365_06_fill_holes_and_orientation.obj,0.455151
HumanHead\m366_06_fill_holes_and_orientation.obj,0.017929
HumanHead\m367_06_fill_holes_and_orientation.obj,0.317136
HumanHead\m368_06_fill_holes_and_orientation.obj,0.457012
HumanHead\m369_06_fill_holes_and_orientation.obj,0.406820
HumanHead\m370_06_fill_holes_and_orientation.obj,0.349249
Humanoid\m118_06_fill_holes_and_orientation.obj,0.178792
Humanoid\m119_06_fill_holes_and_orientation.obj,0.190065
Humanoid\m120_06_fill_holes_and_orientation.obj,0.168724
Humanoid\m121_06_fill_holes_and_orientation.obj,0.193213
Humanoid\m122_06_fill_holes_and_orientation.obj,0.135893
Humanoid\m123_06_fill_holes_and_orientation.obj,0.137081
Humanoid\m124_06_fill_holes_and_orientation.obj,0.209738
Humanoid\m125_06_fill_holes_and_orientation.obj,0.133181
Humanoid\m126_06_fill_holes_and_orientation.obj,0.189763
Humanoid\m128_06_fill_holes_and_orientation.obj,0.214197
Humanoid\m129_06_fill_holes_and_orientation.obj,0.126496
Humanoid\m130_06_fill_holes_and_orientation.obj,0.201292
Humanoid\m131_06_fill_holes_and_orientation.obj,0.198252
Humanoid\m132_06_fill_holes_and_orientation.obj,0.152632
Humanoid\m133_06_fill_holes_and_orientation.obj,0.492131
Humanoid\m134_06_fill_holes_and_orientation.obj,0.293303
Humanoid\m135_06_fill_holes_and_orientation.obj,0.093321
Humanoid\m136_06_fill_holes_and_orientation.obj,0.196308
Humanoid\m137_06_fill_holes_and_orientation.obj,0.117079
Humanoid\m138_06_fill_holes_and_orientation.obj,0.139781
Humanoid\m139_06_fill_holes_and_orientation.obj,0.309738
Humanoid\m140_06_fill_holes_and_orientation.obj,0.190832
Humanoid\m141_06_fill_holes_and_orientation.obj,0.109768
Humanoid\m143_06_fill_holes_and_orientation.obj,0.209025
Humanoid\m144_06_fill_holes_and_orientation.obj,0.179678
Humanoid\m145_06_fill_holes_and_orientation.obj,0.111498
Humanoid\m146_06_fill_holes_and_orientation.obj,0.116297
Humanoid\m147_06_fill_holes_and_orientation.obj,0.207036
Humanoid\m148_06_fill_holes_and_orientation.obj,0.032894
Humanoid\m149_06_fill_holes_and_orientation.obj,0.261986
Humanoid\m150_06_fill_holes_and_orientation.obj,0.177217
Humanoid\m151_06_fill_holes_and_orientation.obj,0.243670
Humanoid\m152_06_fill_holes_and_orientation.obj,0.271048
Humanoid\m153_06_fill_holes_and_orientation.obj,0.303202
Humanoid\m154_06_fill_holes_and_orientation.obj,0.273431
Humanoid\m155_06_fill_holes_and_orientation.obj,0.201126
Humanoid\m156_06_fill_holes_and_orientation.obj,0.164135
Humanoid\m157_06_fill_holes_and_orientation.obj,0.212527
Humanoid\m158_06_fill_holes_and_orientation.obj,0.341563
Humanoid\m159_06_fill_holes_and_orientation.obj,0.248057
Humanoid\m160_06_fill_holes_and_orientation.obj,0.108804
Humanoid\m161_06_fill_holes_and_orientation.obj,0.256745
Humanoid\m162_06_fill_holes_and_orientation.obj,0.226927
Humanoid\m163_06_fill_holes_and_orientation.obj,0.322011
Humanoid\m164_06_fill_holes_and_orientation.obj,0.284669
Humanoid\m165_06_fill_holes_and_orientation.obj,0.116541
Humanoid\m166_06_fill_holes_and_orientation.obj,0.094600
Humanoid\m167_06_fill_holes_and_orientation.obj,0.233697
Humanoid\m168_06_fill_holes_and_orientation.obj,0.198121
Humanoid\m169_06_fill_holes_and_orientation.obj,0.162622
Humanoid\m170_06_fill_holes_and_orientation.obj,0.200997
Humanoid\m171_06_fill_holes_and_orientation.obj,0.126927
Humanoid\m172_06_fill_holes_and_orientation.obj,0.155157
Humanoid\m173_06_fill_holes_and_orientation.obj,0.275912
Humanoid\m174_06_fill_holes_and_orientation.obj,0.200359
Humanoid\m175_06_fill_holes_and_orientation.obj,0.145467
Humanoid\m176_06_fill_holes_and_orientation.obj,0.219743
Humanoid\m177_06_fill_holes_and_orientation.obj,0.290628
Humanoid\m178_06_fill_holes_and_orientation.obj,0.225992
Humanoid\m179_06_fill_holes_and_orientation.obj,0.237897
Humanoid\m180_06_fill_holes_and_orientation.obj,0.827128
Humanoid\m181_06_fill_holes_and_orientation.obj,0.198160
