file,category,original_vertices,resampled_vertices,original_faces,resampled_faces,expected_action,actual_action,change
D00656.obj,Glasses,220,9965,868,18320,subdivide,subdivided,9745
D00660.obj,Glasses,9290,9290,18568,18499,unchanged,unchanged,0
D00717.obj,Glasses,1826,7230,3624,14416,subdivide,subdivided,5404
D00730.obj,Glasses,3174,9890,6336,19768,subdivide,subdivided,6716
D00813.obj,Glasses,696,8551,1364,17022,subdivide,subdivided,7855
D00816.obj,Glasses,15152,8292,30220,16500,simplify,simplified,-6860
D00877.obj,Glasses,2711,8241,5414,16043,subdivide,subdivided,5530
D00883.obj,Glasses,2804,8654,5504,17172,subdivide,subdivided,5850
D00994.obj,Glasses,2198,8668,4312,17224,subdivide,subdivided,6470
D00023.obj,Guitar,3655,9970,7019,19642,subdivide,subdivided,6315
D00041.obj,Guitar,27250,7937,50370,15014,simplify,simplified,-19313
D00076.obj,Guitar,8888,8888,17465,15145,unchanged,unchanged,0
D00097.obj,Guitar,270,7873,448,15654,subdivide,subdivided,7603
D00124.obj,Guitar,1621,9132,2871,17530,subdivide,subdivided,7511
D00222.obj,Guitar,1062,8856,1998,17427,subdivide,subdivided,7794
D00232.obj,Guitar,6143,9355,12087,17644,unchanged,subdivided,3212
D00335.obj,Guitar,32762,8916,64993,17385,simplify,simplified,-23846
D00374.obj,Guitar,1481,8166,2575,15621,subdivide,subdivided,6685
D00414.obj,Guitar,799,8773,1397,15837,subdivide,subdivided,7974
D00416.obj,Guitar,4694,7884,9011,15297,subdivide,subdivided,3190
D00461.obj,Guitar,8636,8636,16932,16930,unchanged,unchanged,0
D00464.obj,Guitar,3016,9067,5657,17624,subdivide,subdivided,6051
D00494.obj,Guitar,24669,9749,47406,18112,simplify,simplified,-14920
D00534.obj,Guitar,1864,7313,3600,14400,subdivide,subdivided,5449
D00549.obj,Guitar,10265,8054,20236,15666,simplify,simplified,-2211
D00645.obj,Guitar,1033,8507,1932,16728,subdivide,subdivided,7474
D00655.obj,Guitar,5530,8392,11008,16497,unchanged,subdivided,2862
D00844.obj,Guitar,7614,7613,13769,13690,unchanged,unchanged,-1
D00849.obj,Guitar,29451,8173,58093,15429,simplify,simplified,-21278
D00103.obj,Gun,833,8073,1654,16079,subdivide,subdivided,7240
D00137.obj,Gun,5308,8053,10332,15792,unchanged,subdivided,2745
D00140.obj,Gun,4462,9654,8734,19074,subdivide,subdivided,5192
D00153.obj,Gun,364,8604,704,17218,subdivide,subdivided,8240
D00161.obj,Gun,302,7810,572,15588,subdivide,subdivided,7508
D00204.obj,Gun,4978,8344,10640,15576,subdivide,subdivided,3366
D00207.obj,Gun,16140,8863,31917,17387,simplify,simplified,-7277
D00209.obj,Gun,3278,7921,6484,15773,subdivide,subdivided,4643
D00239.obj,Gun,2121,8467,4229,16912,subdivide,subdivided,6346
D00244.obj,Gun,293,9769,558,19496,subdivide,subdivided,9476
D00282.obj,Gun,3835,8327,7618,16557,subdivide,subdivided,4492
D00368.obj,Gun,4651,7911,9270,15790,subdivide,subdivided,3260
D00425.obj,Gun,10850,8420,21237,16491,simplify,simplified,-2430
D00477.obj,Gun,1995,7683,3772,14788,subdivide,subdivided,5688
D00606.obj,Gun,3338,8115,6668,16218,subdivide,subdivided,4777
D00819.obj,Gun,17250,9443,34169,18603,simplify,simplified,-7807
D00826.obj,Gun,11855,9260,23596,18378,simplify,simplified,-2595
D00929.obj,Gun,735,8736,1394,17396,subdivide,subdivided,8001
D00972.obj,Gun,28389,9774,56646,19411,simplify,simplified,-18615
m648.obj,Gun,1238,8295,2428,16542,subdivide,subdivided,7057
m649.obj,Gun,1094,8409,1945,15663,subdivide,subdivided,7315
m650.obj,Gun,1460,8020,2464,14956,subdivide,subdivided,6560
m651.obj,Gun,91,9328,130,18169,subdivide,subdivided,9237
m652.obj,Gun,4950,7985,10198,14171,subdivide,subdivided,3035
m653.obj,Gun,2162,8612,4300,17200,subdivide,subdivided,6450
m654.obj,Gun,1064,9139,2088,18238,subdivide,subdivided,8075
m655.obj,Gun,364,8613,704,17194,subdivide,subdivided,8249
m656.obj,Gun,15682,8516,31098,16944,simplify,simplified,-7166
m657.obj,Gun,18283,9992,36520,19938,simplify,simplified,-8291
m658.obj,Gun,293,9785,560,19497,subdivide,subdivided,9492
m659.obj,Gun,1181,7853,2291,15595,subdivide,subdivided,6672
m660.obj,Gun,1085,9287,3260,19392,subdivide,subdivided,8202
m661.obj,Gun,370,8282,668,16337,subdivide,subdivided,7912
m662.obj,Gun,460,7969,828,15775,subdivide,subdivided,7509
m663.obj,Gun,502,7438,922,14752,subdivide,subdivided,6936
m664.obj,Gun,4651,7911,9270,15790,subdivide,subdivided,3260
m665.obj,Gun,1847,7218,3500,13996,subdivide,subdivided,5371
m666.obj,Gun,13440,8102,26860,16283,simplify,simplified,-5338
m667.obj,Gun,767,9462,1500,18669,subdivide,subdivided,8695
m668.obj,Gun,1414,8001,2538,15492,subdivide,subdivided,6587
m669.obj,Gun,1070,8347,1832,15854,subdivide,subdivided,7277
m670.obj,Gun,3285,7971,6538,15910,subdivide,subdivided,4686
m671.obj,Gun,1190,7877,2302,15656,subdivide,subdivided,6687
m672.obj,Gun,140,8078,252,16128,subdivide,subdivided,7938
m674.obj,Gun,7722,7722,15199,15199,unchanged,unchanged,0
m675.obj,Gun,438,8310,640,15653,subdivide,subdivided,7872
m676.obj,Gun,485,7370,910,14560,subdivide,subdivided,6885
m677.obj,Gun,3330,8065,6623,16089,subdivide,subdivided,4735
m678.obj,Gun,1305,7823,2216,15009,subdivide,subdivided,6518
m679.obj,Gun,2003,7695,3774,14792,subdivide,subdivided,5692
m680.obj,Gun,2823,8712,5500,17153,subdivide,subdivided,5889
m681.obj,Gun,630,9249,1160,18288,subdivide,subdivided,8619
m682.obj,Gun,550,7613,926,14752,subdivide,subdivided,7063
m683.obj,Gun,502,7489,932,14816,subdivide,subdivided,6987
m684.obj,Gun,27911,9584,55732,19076,simplify,simplified,-18327
m685.obj,Gun,280,9431,550,18798,subdivide,subdivided,9151
m686.obj,Gun,879,9126,1721,17234,subdivide,subdivided,8247
D01006.obj,Hand,7929,7929,15855,15853,unchanged,unchanged,0
D01020.obj,Hand,8524,8524,17044,17044,unchanged,unchanged,0
D01022.obj,Hand,799,9616,1710,19393,subdivide,subdivided,8817
D01024.obj,Hand,114,9991,204,19958,subdivide,subdivided,9877
D01041.obj,Hand,1546,8988,2878,17597,subdivide,subdivided,7442
D01060.obj,Hand,1521,8832,2828,17292,subdivide,subdivided,7311
D01074.obj,Hand,421,7986,837,15967,subdivide,subdivided,7565
D01093.obj,Hand,8471,8471,16938,16938,unchanged,unchanged,0
D01097.obj,Hand,6191,9463,12378,18922,unchanged,subdivided,3272
D01106.obj,Hand,2248,8961,4466,17864,subdivide,subdivided,6713
D01117.obj,Hand,6038,9229,12072,18454,unchanged,subdivided,3191
D01118.obj,Hand,1557,9510,3110,19016,subdivide,subdivided,7953
D01153.obj,Hand,25001,9556,49998,19108,simplify,simplified,-15445
D01162.obj,Hand,1198,8151,2392,16298,subdivide,subdivided,6953
D01170.obj,Hand,1547,9449,3090,18894,subdivide,subdivided,7902
D01172.obj,Hand,43386,8234,86361,16170,simplify,simplified,-35152
D01193.obj,Hand,386,9394,768,18784,subdivide,subdivided,9008
D01197.obj,Hand,7112,7112,14220,14220,unchanged,unchanged,0
D01198.obj,Hand,1925,7694,3846,15384,subdivide,subdivided,5769
D01200.obj,Hand,7314,7314,14624,14624,unchanged,unchanged,0
m323.obj,Hand,43386,8234,86361,16169,simplify,simplified,-35152
m324.obj,Hand,25001,9556,49998,19108,simplify,simplified,-15445
m325.obj,Hand,1546,8983,2878,17597,subdivide,subdivided,7437
m326.obj,Hand,1521,8828,2828,17291,subdivide,subdivided,7307
m327.obj,Hand,386,9394,768,18784,subdivide,subdivided,9008
m328.obj,Hand,6038,9229,12072,18454,unchanged,subdivided,3191
m329.obj,Hand,6191,9463,12378,18922,unchanged,subdivided,3272
m330.obj,Hand,799,9618,1710,19392,subdivide,subdivided,8819
m331.obj,Hand,421,7986,837,15967,subdivide,subdivided,7565
m332.obj,Hand,1198,8151,2392,16298,subdivide,subdivided,6953
m333.obj,Hand,1023,8921,2042,17838,subdivide,subdivided,7898
m334.obj,Hand,114,9991,204,19958,subdivide,subdivided,9877
m335.obj,Hand,7929,7929,15855,15853,unchanged,unchanged,0
m336.obj,Hand,1557,9510,3110,19016,subdivide,subdivided,7953
m337.obj,Hand,1925,7694,3846,15384,subdivide,subdivided,5769
m338.obj,Hand,1547,9449,3090,18894,subdivide,subdivided,7902
m339.obj,Hand,2248,8961,4466,17864,subdivide,subdivided,6713
m1627.obj,Hat,1009,8736,1998,17452,subdivide,subdivided,7727
m1628.obj,Hat,958,8026,1500,14601,subdivide,subdivided,7068
m1629.obj,Hat,2388,9061,4284,17096,subdivide,subdivided,6673
m1630.obj,Hat,562,8962,1120,17920,subdivide,subdivided,8400
m1631.obj,Hat,2063,7522,3414,13640,subdivide,subdivided,5459
m1632.obj,Hat,1264,9868,2574,19707,subdivide,subdivided,8604
m1633.obj,Hat,1400,8265,2653,16221,subdivide,subdivided,6865
m1634.obj,Hat,5814,8875,11562,17674,unchanged,subdivided,3061
m1635.obj,Hat,5092,9949,10190,19922,unchanged,subdivided,4857
m1636.obj,Hat,426,6786,848,13568,subdivide,subdivided,6360
m1637.obj,Hat,1002,8738,2000,17472,subdivide,subdivided,7736
m1638.obj,Hat,8815,8796,17640,17614,unchanged,simplified,-19
m1639.obj,Hat,2029,8053,4000,15984,subdivide,subdivided,6024
m1640.obj,Hat,1002,8738,2000,17472,subdivide,subdivided,7736
m1641.obj,Hat,1256,9806,2500,19600,subdivide,subdivided,8550
D00038.obj,Helicopter,13309,8204,25129,15110,simplify,simplified,-5105
D00191.obj,Helicopter,4498,9595,8476,18290,subdivide,subdivided,5097
D00361.obj,Helicopter,26850,8375,51403,15268,simplify,simplified,-18475
D00397.obj,Helicopter,5207,8393,7990,13574,unchanged,subdivided,3186
D00423.obj,Helicopter,1362,8182,2668,16314,subdivide,subdivided,6820
D00470.obj,Helicopter,496,7387,923,14720,subdivide,subdivided,6891
D00471.obj,Helicopter,10985,8500,20598,15887,simplify,simplified,-2485
D00473.obj,Helicopter,4496,9412,8027,17271,subdivide,subdivided,4916
D00498.obj,Helicopter,1464,8384,3406,16008,subdivide,subdivided,6920
D00500.obj,Helicopter,8944,8927,16677,16642,unchanged,simplified,-17
D00502.obj,Helicopter,2740,8208,5138,15960,subdivide,subdivided,5468
D00644.obj,Helicopter,35044,9368,70103,18751,simplify,simplified,-25676
D00658.obj,Helicopter,2770,7977,4664,14392,subdivide,subdivided,5207
D00751.obj,Helicopter,17617,9663,34164,18580,simplify,simplified,-7954
D00796.obj,Helicopter,222,9391,368,18370,subdivide,subdivided,9169
D00820.obj,Helicopter,2688,9209,4000,15860,subdivide,subdivided,6521
D00868.obj,Helicopter,748,8493,1325,16536,subdivide,subdivided,7745
D00977.obj,Helicopter,5429,7988,8498,12927,unchanged,subdivided,2559
D00986.obj,Helicopter,1176,9294,2060,17996,subdivide,subdivided,8118
D00991.obj,Helicopter,1976,7308,3391,13440,subdivide,subdivided,5332
m1302.obj,Helicopter,1058,8458,1882,16134,subdivide,subdivided,7400
m1304.obj,Helicopter,1066,9142,2094,18238,subdivide,subdivided,8076
m1305.obj,Helicopter,7105,7105,14168,14164,unchanged,unchanged,0
m1306.obj,Helicopter,8547,8547,17806,16924,unchanged,unchanged,0
m1307.obj,Helicopter,18412,9604,34708,18935,simplify,simplified,-8808
m1308.obj,Helicopter,58392,9827,116773,19602,simplify,simplified,-48565
m1309.obj,Helicopter,2046,7451,3460,13584,subdivide,subdivided,5405
m1310.obj,Helicopter,1362,8176,2668,16301,subdivide,subdivided,6814
m1311.obj,Helicopter,1006,8772,2008,17540,subdivide,subdivided,7766
m1312.obj,Helicopter,222,9391,368,18370,subdivide,subdivided,9169
m1313.obj,Helicopter,1610,9481,2952,18050,subdivide,subdivided,7871
m1314.obj,Helicopter,1644,9481,2996,18123,subdivide,subdivided,7837
m1315.obj,Helicopter,510,7098,844,13504,subdivide,subdivided,6588
m1316.obj,Helicopter,396,8354,682,15996,subdivide,subdivided,7958
m1317.obj,Helicopter,1176,9290,2060,17994,subdivide,subdivided,8114
m1318.obj,Helicopter,1162,9342,2056,17959,subdivide,subdivided,8180
m1319.obj,Helicopter,598,8367,1004,16064,subdivide,subdivided,7769
m1320.obj,Helicopter,7818,7627,14166,14163,unchanged,simplified,-191
m1321.obj,Helicopter,2747,8180,5138,15924,subdivide,subdivided,5433
m1322.obj,Helicopter,675,7964,1270,15848,subdivide,subdivided,7289
m1323.obj,Helicopter,6136,8711,10656,15530,unchanged,subdivided,2575
m1325.obj,Helicopter,1545,8085,2438,14320,subdivide,subdivided,6540
m1326.obj,Helicopter,1545,9675,2709,18007,subdivide,subdivided,8130
m1327.obj,Helicopter,7851,7414,14167,14163,unchanged,simplified,-437
m1328.obj,Helicopter,3218,7836,6448,15690,subdivide,subdivided,4618
m1329.obj,Helicopter,665,7830,1242,15499,subdivide,subdivided,7165
m1330.obj,Helicopter,294,7822,578,15480,subdivide,subdivided,7528
m1332.obj,Helicopter,496,7387,923,14720,subdivide,subdivided,6891
m1333.obj,Helicopter,439,6914,900,13664,subdivide,subdivided,6475
m1334.obj,Helicopter,267,8847,524,17539,subdivide,subdivided,8580
m1336.obj,Helicopter,1201,7931,2319,15799,subdivide,subdivided,6730
D00001.obj,House,46252,8107,90161,11008,simplify,simplified,-38145
D00044.obj,House,10194,7978,19412,14866,simplify,simplified,-2216
D00091.obj,House,495,9592,768,18782,subdivide,subdivided,9097
D00095.obj,House,1681,7907,3304,15756,subdivide,subdivided,6226
D00286.obj,House,28394,8441,62973,13805,simplify,simplified,-19953
D00325.obj,House,8465,8462,16975,16494,unchanged,unchanged,-3
D00359.obj,House,34797,8155,66144,11390,simplify,simplified,-26642
D00389.obj,House,27486,9018,50407,11559,simplify,simplified,-18468
D00415.obj,House,25131,8444,46904,13892,simplify,simplified,-16687
D00454.obj,House,5500,8299,10208,15599,unchanged,subdivided,2799
D00568.obj,House,2852,8559,5384,16798,subdivide,subdivided,5707
D00574.obj,House,15615,8561,68220,8235,simplify,simplified,-7054
D00665.obj,House,1216,9101,2109,15749,subdivide,subdivided,7885
D00873.obj,House,6349,9389,13009,16917,unchanged,subdivided,3040
D00889.obj,House,1034,8955,2048,17890,subdivide,subdivided,7921
D00901.obj,House,17182,9873,40698,16066,simplify,simplified,-7309
D00903.obj,House,28000,9877,55333,15625,simplify,simplified,-18123
D00941.obj,House,8511,8511,15800,15796,unchanged,unchanged,0
D00946.obj,House,7306,7305,15272,14246,unchanged,unchanged,-1
D00965.obj,House,1718,8763,2800,16779,subdivide,subdivided,7045
m423.obj,House,35,9565,48,18784,subdivide,subdivided,9530
m429.obj,House,14312,9929,27982,19571,simplify,simplified,-4383
m430.obj,House,1686,8848,2832,16844,subdivide,subdivided,7162
m431.obj,House,966,8504,1275,15063,subdivide,subdivided,7538
m432.obj,House,722,7933,1207,15062,subdivide,subdivided,7211
m433.obj,House,2380,8408,4236,16384,subdivide,subdivided,6028
m434.obj,House,22,8241,26,16196,subdivide,subdivided,8219
m435.obj,House,119,8661,184,17023,subdivide,subdivided,8542
m436.obj,House,220,8312,240,15360,subdivide,subdivided,8092
m440.obj,House,411,7206,906,14496,subdivide,subdivided,6795
m441.obj,House,2086,9418,2283,13550,subdivide,subdivided,7332
m443.obj,House,284,9828,417,18680,subdivide,subdivided,9544
m446.obj,House,20615,9982,35236,17113,simplify,simplified,-10633
m447.obj,House,1455,7974,2370,14490,subdivide,subdivided,6519
m448.obj,House,762,9017,1502,17408,subdivide,subdivided,8255
m449.obj,House,221,8516,328,16373,subdivide,subdivided,8295
m451.obj,House,905,7832,1696,15174,subdivide,subdivided,6927
m452.obj,House,2557,7939,5111,15886,subdivide,subdivided,5382
m453.obj,House,2385,7840,5116,15948,subdivide,subdivided,5455
m454.obj,House,200,7480,216,13824,subdivide,subdivided,7280
m456.obj,House,607,9144,703,16240,subdivide,subdivided,8537
m457.obj,House,284,9828,417,18680,subdivide,subdivided,9544
m460.obj,House,4748,9918,8520,16335,subdivide,subdivided,5170
m461.obj,House,813,9764,1587,19718,subdivide,subdivided,8951
m462.obj,House,25,9127,22,17571,subdivide,subdivided,9102
D00013.obj,HumanHead,5243,7943,30981,15595,unchanged,subdivided,2700
D00061.obj,HumanHead,2093,7210,13146,13124,subdivide,subdivided,5117
D00072.obj,HumanHead,5284,8067,31161,15878,unchanged,subdivided,2783
D00106.obj,HumanHead,5276,8060,31296,15946,unchanged,subdivided,2784
D00131.obj,HumanHead,5161,7883,30666,15626,unchanged,subdivided,2722
D00205.obj,HumanHead,1166,7827,6816,15478,subdivide,subdivided,6661
D00313.obj,HumanHead,6146,9394,36864,18784,unchanged,subdivided,3248
D00434.obj,HumanHead,4296,9332,24864,18076,subdivide,subdivided,5036
D00487.obj,HumanHead,3224,7821,19092,15486,subdivide,subdivided,4597
D00488.obj,HumanHead,6211,9480,37047,18876,unchanged,subdivided,3269
D00566.obj,HumanHead,1919,7540,11118,14800,subdivide,subdivided,5621
D00578.obj,HumanHead,7968,7968,47469,15823,unchanged,unchanged,0
D00591.obj,HumanHead,5167,7903,30336,15457,unchanged,subdivided,2736
D00610.obj,HumanHead,4438,9663,26382,19130,subdivide,subdivided,5225
D00629.obj,HumanHead,3490,8275,19104,15495,subdivide,subdivided,4785
D00653.obj,HumanHead,2885,8946,17058,17715,subdivide,subdivided,6061
D00690.obj,HumanHead,4769,8125,28086,15884,subdivide,subdivided,3356
D00758.obj,HumanHead,959,8164,5589,16106,subdivide,subdivided,7205
D00910.obj,HumanHead,1334,8136,8028,16227,subdivide,subdivided,6802
D00984.obj,HumanHead,2319,9235,13848,18412,subdivide,subdivided,6916
m340.obj,HumanHead,1426,8609,2790,17058,subdivide,subdivided,7183
m341.obj,HumanHead,1884,7368,3604,14416,subdivide,subdivided,5484
m342.obj,HumanHead,1543,8615,2688,16148,subdivide,subdivided,7072
m343.obj,HumanHead,1984,7703,3747,14972,subdivide,subdivided,5719
m344.obj,HumanHead,1996,7485,3564,14068,subdivide,subdivided,5489
m345.obj,HumanHead,2687,7999,4801,14969,subdivide,subdivided,5312
m346.obj,HumanHead,484,7447,919,14704,subdivide,subdivided,6963
m347.obj,HumanHead,906,8652,2070,17396,subdivide,subdivided,7746
m348.obj,HumanHead,9166,9148,18008,18008,unchanged,simplified,-18
m349.obj,HumanHead,26749,8011,51801,15440,simplify,simplified,-18738
m350.obj,HumanHead,2034,8009,3946,15784,subdivide,subdivided,5975
m351.obj,HumanHead,882,8157,1646,15817,subdivide,subdivided,7275
m352.obj,HumanHead,664,9865,1197,19152,subdivide,subdivided,9201
m353.obj,HumanHead,7896,7896,15788,15788,unchanged,unchanged,0
m354.obj,HumanHead,216,9553,426,19084,subdivide,subdivided,9337
m355.obj,HumanHead,17358,9478,34712,18952,simplify,simplified,-7880
m356.obj,HumanHead,692,8600,1380,17196,subdivide,subdivided,7908
m357.obj,HumanHead,193,9436,384,18868,subdivide,subdivided,9243
m358.obj,HumanHead,1173,9995,2260,19697,subdivide,subdivided,8822
m360.obj,HumanHead,270,9366,536,18728,subdivide,subdivided,9096
m362.obj,HumanHead,186,8991,360,17970,subdivide,subdivided,8805
m363.obj,HumanHead,1884,7368,3604,14416,subdivide,subdivided,5484
m364.obj,HumanHead,263,8207,465,16107,subdivide,subdivided,7944
m365.obj,HumanHead,17666,9645,35328,19286,simplify,simplified,-8021
m366.obj,HumanHead,3009,9305,5951,18503,subdivide,subdivided,6296
m367.obj,HumanHead,977,8253,1852,16081,subdivide,subdivided,7276
m368.obj,HumanHead,2991,9163,5728,17824,subdivide,subdivided,6172
m369.obj,HumanHead,9843,9843,19492,19464,unchanged,unchanged,0
m370.obj,HumanHead,5641,8617,10543,16110,unchanged,subdivided,2976
m118.obj,Humanoid,472,7189,888,14048,subdivide,subdivided,6717
m119.obj,Humanoid,450,6792,837,13232,subdivide,subdivided,6342
m120.obj,Humanoid,467,7058,870,13760,subdivide,subdivided,6591
m121.obj,Humanoid,471,7152,882,13952,subdivide,subdivided,6681
m122.obj,Humanoid,443,7954,830,15662,subdivide,subdivided,7511
m123.obj,Humanoid,474,7209,890,14080,subdivide,subdivided,6735
m124.obj,Humanoid,473,7037,862,13632,subdivide,subdivided,6564
m125.obj,Humanoid,1250,9800,2500,19600,subdivide,subdivided,8550
m126.obj,Humanoid,577,8323,1018,16176,subdivide,subdivided,7746
m128.obj,Humanoid,458,6923,853,13504,subdivide,subdivided,6465
m129.obj,Humanoid,1871,7883,8364,15365,subdivide,subdivided,6012
m130.obj,Humanoid,1025,8209,1864,16230,subdivide,subdivided,7184
m131.obj,Humanoid,2012,6988,3012,12048,subdivide,subdivided,4976
m132.obj,Humanoid,2537,9076,4049,16196,subdivide,subdivided,6539
m133.obj,Humanoid,2344,8874,4253,17012,subdivide,subdivided,6530
m134.obj,Humanoid,1962,7525,3615,14276,subdivide,subdivided,5563
m135.obj,Humanoid,498,7463,919,14544,subdivide,subdivided,6965
m136.obj,Humanoid,469,7039,869,13728,subdivide,subdivided,6570
m137.obj,Humanoid,1636,9957,3254,19896,subdivide,subdivided,8321
m138.obj,Humanoid,7401,7401,14776,14776,unchanged,unchanged,0
m139.obj,Humanoid,12180,9518,24200,18876,simplify,simplified,-2662
m140.obj,Humanoid,9061,9060,18110,18110,unchanged,unchanged,-1
m141.obj,Humanoid,2012,6988,3012,12048,subdivide,subdivided,4976
m143.obj,Humanoid,5647,8467,10737,15484,unchanged,subdivided,2820
m144.obj,Humanoid,676,8093,1302,16098,subdivide,subdivided,7417
m145.obj,Humanoid,12758,9949,25506,19894,simplify,simplified,-2809
m146.obj,Humanoid,2244,7901,3460,13840,subdivide,subdivided,5657
m147.obj,Humanoid,4677,9937,8559,18473,subdivide,subdivided,5260
m148.obj,Humanoid,3964,8562,7707,16684,subdivide,subdivided,4598
m149.obj,Humanoid,17342,9468,34666,18926,simplify,simplified,-7874
m150.obj,Humanoid,2001,6973,3012,12048,subdivide,subdivided,4972
m151.obj,Humanoid,2996,9307,5954,18576,subdivide,subdivided,6311
m152.obj,Humanoid,10694,8370,20512,15925,simplify,simplified,-2324
m153.obj,Humanoid,10333,7843,18860,14653,simplify,simplified,-2490
m154.obj,Humanoid,445,9123,730,17804,subdivide,subdivided,8678
m155.obj,Humanoid,1290,7877,2576,15750,subdivide,subdivided,6587
m156.obj,Humanoid,16776,9117,33324,18194,simplify,simplified,-7659
m157.obj,Humanoid,747,8955,1430,17846,subdivide,subdivided,8208
m158.obj,Humanoid,521,7559,935,14960,subdivide,subdivided,7038
m159.obj,Humanoid,533,8114,998,15968,subdivide,subdivided,7581
m160.obj,Humanoid,894,8127,1627,15835,subdivide,subdivided,7233
m161.obj,Humanoid,495,6885,839,13296,subdivide,subdivided,6390
m162.obj,Humanoid,3581,9893,6988,19565,subdivide,subdivided,6312
m163.obj,Humanoid,120,6784,208,13312,subdivide,subdivided,6664
m164.obj,Humanoid,728,8741,1396,17422,subdivide,subdivided,8013
m167.obj,Humanoid,435,6849,856,13664,subdivide,subdivided,6414
m168.obj,Humanoid,2640,8232,5476,16460,subdivide,subdivided,5592
m169.obj,Humanoid,1059,8810,2001,17479,subdivide,subdivided,7751
m170.obj,Humanoid,16052,8777,32042,17492,simplify,simplified,-7275
m171.obj,Humanoid,614,8642,1094,16544,subdivide,subdivided,8028
m172.obj,Humanoid,745,8858,1413,17634,subdivide,subdivided,8113
m173.obj,Humanoid,1003,9994,1702,19061,subdivide,subdivided,8991
m174.obj,Humanoid,1196,7904,2308,15724,subdivide,subdivided,6708
m175.obj,Humanoid,660,9022,1070,17120,subdivide,subdivided,8362
m176.obj,Humanoid,708,8101,1288,16074,subdivide,subdivided,7393
m177.obj,Humanoid,116,9096,185,18100,subdivide,subdivided,8980
m178.obj,Humanoid,14603,7973,29202,15942,simplify,simplified,-6630
m179.obj,Humanoid,10735,8376,21422,16708,simplify,simplified,-2359
m180.obj,Humanoid,15088,8386,29520,16116,simplify,simplified,-6702
m181.obj,Humanoid,8520,8520,16916,16884,unchanged,unchanged,0
m182.obj,Humanoid,11090,8657,22190,17244,simplify,simplified,-2433
m183.obj,Humanoid,3618,7839,7124,15557,subdivide,subdivided,4221
m184.obj,Humanoid,441,7900,826,15565,subdivide,subdivided,7459
m185.obj,Humanoid,493,7453,919,14528,subdivide,subdivided,6960
m186.obj,Humanoid,375,7968,564,15097,subdivide,subdivided,7593
m187.obj,Humanoid,1618,9617,3128,19126,subdivide,subdivided,7999
m188.obj,Humanoid,1863,6942,3352,13396,subdivide,subdivided,5079
m189.obj,Humanoid,309,8910,526,17610,subdivide,subdivided,8601
m190.obj,Humanoid,1022,8105,1773,15366,subdivide,subdivided,7083
m191.obj,Humanoid,124,7543,264,15040,subdivide,subdivided,7419
m192.obj,Humanoid,450,6795,837,13248,subdivide,subdivided,6345
m193.obj,Humanoid,8622,8616,17298,16493,unchanged,unchanged,-6
m194.obj,Humanoid,2244,7901,3460,13840,subdivide,subdivided,5657
m195.obj,Humanoid,22608,8608,44050,16831,simplify,simplified,-14000
m196.obj,Humanoid,4049,8749,7763,16671,subdivide,subdivided,4700
m197.obj,Humanoid,2010,6985,3012,12048,subdivide,subdivided,4975
m199.obj,Humanoid,6540,9960,12936,19776,unchanged,subdivided,3420
m202.obj,Humanoid,148,7187,228,14336,subdivide,subdivided,7039
m203.obj,Humanoid,477,7392,922,14752,subdivide,subdivided,6915
m204.obj,Humanoid,1224,9963,2338,19575,subdivide,subdivided,8739
m205.obj,Humanoid,662,9932,1236,19776,subdivide,subdivided,9270
m206.obj,Humanoid,3071,9234,6056,17714,subdivide,subdivided,6163
m207.obj,Humanoid,3238,9699,5910,18413,subdivide,subdivided,6461
m208.obj,Humanoid,349,8489,694,16974,subdivide,subdivided,8140
m210.obj,Humanoid,210,7872,404,15728,subdivide,subdivided,7662
m211.obj,Humanoid,2640,8232,5476,16460,subdivide,subdivided,5592
m212.obj,Humanoid,1290,7877,2576,15750,subdivide,subdivided,6587
m213.obj,Humanoid,409,9299,760,18538,subdivide,subdivided,8890
m214.obj,Humanoid,1739,6869,3420,13680,subdivide,subdivided,5130
m215.obj,Humanoid,689,8242,1320,16422,subdivide,subdivided,7553
m216.obj,Humanoid,9272,9271,17495,17351,unchanged,unchanged,-1
m217.obj,Humanoid,955,9797,1835,18294,subdivide,subdivided,8842
m218.obj,Humanoid,947,8143,1862,16266,subdivide,subdivided,7196
m219.obj,Humanoid,178,8379,608,16256,subdivide,subdivided,8201
m220.obj,Humanoid,12911,7910,25449,15480,simplify,simplified,-5001
m221.obj,Humanoid,10576,8250,21105,16457,simplify,simplified,-2326
m222.obj,Humanoid,17639,9455,34584,18881,simplify,simplified,-8184
m223.obj,Humanoid,10473,8156,20895,16248,simplify,simplified,-2317
m224.obj,Humanoid,9660,9623,19219,19059,unchanged,simplified,-37
m226.obj,Humanoid,6368,9728,12712,19432,unchanged,subdivided,3360
m227.obj,Humanoid,7015,6931,15968,12126,unchanged,simplified,-84
m228.obj,Humanoid,15201,7874,33262,15102,simplify,simplified,-7327
m229.obj,Humanoid,18153,9891,35711,19486,simplify,simplified,-8262
m230.obj,Humanoid,14796,8158,28681,15647,simplify,simplified,-6638
m231.obj,Humanoid,13022,7837,24954,15130,simplify,simplified,-5185
m232.obj,Humanoid,429,6834,854,13664,subdivide,subdivided,6405
m233.obj,Humanoid,747,8955,1430,17846,subdivide,subdivided,8208
m234.obj,Humanoid,529,8065,992,15872,subdivide,subdivided,7536
