shape,class,num_vertices,num_faces,face_types,bounding_box,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins,shape_file,name,class_b
m690_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.077132;0.086939;0.082806;0.086219;0.083517;0.081575;0.082746;0.073470;0.065825;0.063573;0.051055;0.037295;0.029120;0.023676;0.022015;0.017772;0.014300;0.011027;0.007745;0.002191,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.244507;0.284196;0.345500;0.031538;0.028349;0.002835;0.062721;0.000000;0.000000;0.000000;0.000354;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.318200;0.460260;0.106090;0.091660;0.019130;0.000190;0.000090;0.000890;0.000820;0.000080;0.000030;0.000900;0.000500;0.000060;0.000200;0.000700;0.000120;0.000040;0.000040;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.295100;0.501110;0.158500;0.041510;0.002280;0.000890;0.000470;0.000120;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.362760;0.463790;0.148970;0.022780;0.001490;0.000210;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m690_06_fill_holes_and_orientation.obj,Sword
m693_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.257503;0.074696;0.058474;0.065179;0.056082;0.047025;0.040620;0.039149;0.036958;0.044383;0.030103;0.026330;0.023928;0.025999;0.031604;0.029812;0.030863;0.018804;0.022687;0.039800,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000411;0.053065;0.000000;0.029206;0.298231;0.187988;0.201974;0.039901;0.002057;0.028795;0.060058;0.025915;0.011107;0.000000;0.000000;0.000000;0.000000;0.061292;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.275260;0.230250;0.050510;0.106250;0.060500;0.017050;0.003010;0.050460;0.029600;0.003180;0.019010;0.032680;0.015870;0.002850;0.042250;0.046270;0.003830;0.003930;0.007240;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.243680;0.353950;0.209550;0.099150;0.061200;0.026490;0.005290;0.000690;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.333160;0.460690;0.161240;0.038430;0.006080;0.000400;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m693_06_fill_holes_and_orientation.obj,Sword
m74_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.173672;0.115548;0.095493;0.074857;0.061707;0.050438;0.039850;0.033556;0.032054;0.030373;0.030363;0.030403;0.032234;0.035087;0.033365;0.040161;0.043233;0.030994;0.013560;0.003052,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.004693;0.030896;0.033633;0.063355;0.094642;0.080954;0.045366;0.052796;0.238561;0.102073;0.141181;0.003129;0.012906;0.022683;0.052014;0.021118;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.136950;0.165220;0.069650;0.084680;0.081040;0.057700;0.050840;0.042130;0.054250;0.047740;0.031340;0.013630;0.014430;0.021250;0.019080;0.021130;0.037590;0.035700;0.015650;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.096820;0.161200;0.153630;0.136280;0.109670;0.091020;0.089300;0.071220;0.042910;0.022920;0.015620;0.007590;0.001810;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.110390;0.219710;0.203340;0.159190;0.122610;0.083050;0.051420;0.027220;0.014020;0.006610;0.001990;0.000420;0.000010;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m74_06_fill_holes_and_orientation.obj,AquaticAnimal
m7_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.049507;0.094591;0.104747;0.097723;0.087217;0.079613;0.073139;0.068907;0.063224;0.055970;0.048996;0.041202;0.035769;0.029506;0.023293;0.017930;0.013077;0.009005;0.005143;0.001441,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.006398;0.020177;0.030758;0.050935;0.052657;0.059547;0.101624;0.076280;0.089813;0.144439;0.115404;0.144685;0.074557;0.017470;0.015256;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.020110;0.054600;0.094170;0.134980;0.170250;0.096210;0.093570;0.076080;0.065210;0.042130;0.027780;0.024790;0.023820;0.022570;0.020970;0.017290;0.012060;0.003280;0.000120;0.000010,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.005050;0.030020;0.071540;0.121720;0.159180;0.148150;0.126320;0.107510;0.080880;0.056380;0.041360;0.028510;0.014480;0.006250;0.002280;0.000370;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.007700;0.039110;0.087590;0.129590;0.156720;0.158320;0.134830;0.104960;0.074340;0.047130;0.030360;0.017190;0.007900;0.002930;0.001090;0.000210;0.000030;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m7_06_fill_holes_and_orientation.obj,Insect
m877_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.093263;0.073698;0.067791;0.055486;0.111494;0.108727;0.054624;0.068172;0.062546;0.110211;0.059678;0.036302;0.024629;0.018171;0.015283;0.009697;0.009547;0.008013;0.007170;0.005495,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.055394;0.000000;0.000000;0.000000;0.000000;0.097668;0.000000;0.016035;0.000000;0.128280;0.440233;0.193878;0.032070;0.000000;0.036443;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.038690;0.029920;0.038350;0.062410;0.043320;0.035680;0.053710;0.087360;0.048370;0.212510;0.102980;0.025790;0.046400;0.116030;0.043030;0.004020;0.007980;0.003210;0.000000;0.000240,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.020780;0.061640;0.052560;0.027430;0.061850;0.058630;0.086690;0.093200;0.080890;0.085440;0.067670;0.042750;0.048540;0.113190;0.061640;0.025580;0.009130;0.001640;0.000690;0.000060,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.029940;0.057230;0.088760;0.099990;0.074430;0.062000;0.064990;0.062040;0.102100;0.063960;0.077990;0.059610;0.067590;0.053150;0.022500;0.009510;0.002960;0.001010;0.000220;0.000020,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m877_06_fill_holes_and_orientation.obj,RectangleTable
m892_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.056470;0.060024;0.086453;0.092589;0.089576;0.095152;0.096363;0.081007;0.078814;0.073699;0.055459;0.039382;0.029732;0.021833;0.014005;0.009120;0.006977;0.005306;0.004415;0.003624,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.005249;0.001575;0.001575;0.031496;0.213123;0.169554;0.263517;0.137008;0.092388;0.057218;0.003150;0.006299;0.000000;0.008924;0.004199;0.004724;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.035610;0.048780;0.053100;0.113270;0.092770;0.106670;0.139710;0.201310;0.100110;0.069260;0.012360;0.005560;0.004660;0.009680;0.004190;0.002660;0.000020;0.000070;0.000090;0.000120,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.031710;0.045670;0.047330;0.079130;0.096010;0.117440;0.153790;0.155210;0.116920;0.104650;0.031710;0.009760;0.006060;0.003240;0.001030;0.000190;0.000130;0.000010;0.000010;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.027310;0.074970;0.091660;0.081620;0.101670;0.120800;0.131030;0.119900;0.104990;0.073810;0.046470;0.015590;0.006600;0.002640;0.000650;0.000190;0.000100;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m892_06_fill_holes_and_orientation.obj,RectangleTable
m893_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.082118;0.049411;0.062642;0.094729;0.081948;0.100563;0.095439;0.076453;0.074091;0.107759;0.060170;0.031346;0.021608;0.017675;0.013241;0.009198;0.007636;0.005505;0.004594;0.003873,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000406;0.000000;0.001622;0.000000;0.000000;0.012571;0.001217;0.000000;0.020681;0.000000;0.000000;0.023114;0.140714;0.021492;0.066504;0.019870;0.691809,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.062360;0.000000;0.005830;0.021810;0.034950;0.016630;0.013690;0.005810;0.028220;0.052890;0.068040;0.022500;0.019530;0.045220;0.026000;0.007970;0.032470;0.084850;0.105550;0.345680,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.013070;0.040280;0.055450;0.043390;0.031430;0.010640;0.006190;0.006610;0.028280;0.028730;0.017420;0.036800;0.047760;0.044820;0.021690;0.028410;0.031140;0.043150;0.079010;0.385730,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.017620;0.035100;0.038390;0.056030;0.069400;0.062890;0.051120;0.037970;0.031730;0.025930;0.027850;0.014320;0.013590;0.023240;0.023190;0.029710;0.082810;0.055340;0.019930;0.283840,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m893_06_fill_holes_and_orientation.obj,RectangleTable
m910_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.162697;0.078332;0.069986;0.074259;0.073028;0.069846;0.064543;0.053535;0.047521;0.046010;0.041367;0.039546;0.033912;0.029049;0.025967;0.023876;0.024146;0.018872;0.015490;0.008015,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.001801;0.001029;0.031909;0.487648;0.195059;0.062790;0.057128;0.040916;0.041431;0.044519;0.020072;0.005919;0.005661;0.004117;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.145580;0.075390;0.031880;0.100890;0.119470;0.158000;0.156600;0.060770;0.042970;0.048290;0.034010;0.014130;0.007840;0.002740;0.001180;0.000190;0.000050;0.000020;0.000000;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.257940;0.094860;0.075880;0.102760;0.080270;0.090700;0.103050;0.081950;0.050430;0.029750;0.016150;0.008260;0.004510;0.002410;0.000790;0.000240;0.000030;0.000010;0.000010;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.322260;0.353940;0.162330;0.041780;0.019180;0.015180;0.018840;0.017690;0.014980;0.013640;0.009840;0.005690;0.002560;0.001100;0.000620;0.000280;0.000070;0.000020;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m910_06_fill_holes_and_orientation.obj,RectangleTable
m931_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.047900;0.060404;0.070893;0.095540;0.106018;0.104404;0.097104;0.085813;0.072607;0.077671;0.058920;0.036660;0.027294;0.019493;0.013246;0.009426;0.006879;0.005104;0.003369;0.001253,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.000000;0.000000;0.001401;0.012605;0.012605;0.029412;0.042017;0.049020;0.131653;0.235294;0.225490;0.019608;0.000000;0.001401;0.061625;0.028011;0.149860,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.012750;0.019320;0.015880;0.019090;0.043700;0.029230;0.029380;0.031480;0.049490;0.049530;0.068260;0.074380;0.048710;0.082510;0.076850;0.055040;0.049770;0.048710;0.034770;0.161150,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.005570;0.004370;0.013240;0.021680;0.028510;0.037600;0.036660;0.035390;0.039470;0.052150;0.049510;0.054340;0.051300;0.057200;0.057650;0.065580;0.067320;0.059190;0.057840;0.205430,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.012740;0.005880;0.015620;0.024380;0.034050;0.042320;0.049430;0.054290;0.053470;0.054210;0.050240;0.047340;0.047840;0.050360;0.053110;0.052610;0.046890;0.043940;0.047580;0.213700,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m931_06_fill_holes_and_orientation.obj,RoundTable
m975_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.061184;0.102854;0.105566;0.093017;0.085171;0.076055;0.070671;0.064506;0.057351;0.051037;0.045062;0.038678;0.032784;0.029791;0.024978;0.021045;0.016962;0.013420;0.007816;0.002051,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.035675;0.159845;0.204923;0.230642;0.072732;0.058075;0.060564;0.064712;0.036504;0.029867;0.012445;0.000830;0.002489;0.004701;0.001106;0.002212;0.004701;0.015763;0.002212;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.046120;0.182130;0.215420;0.127890;0.122210;0.107040;0.068390;0.031640;0.019110;0.015430;0.011680;0.011570;0.015010;0.012630;0.007460;0.002480;0.001840;0.001540;0.000410;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.016930;0.130250;0.230940;0.210450;0.158210;0.098990;0.058950;0.039450;0.023160;0.013320;0.008620;0.005190;0.002770;0.001600;0.000640;0.000360;0.000140;0.000030;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.028160;0.145010;0.244470;0.232710;0.161200;0.094800;0.049250;0.025170;0.010980;0.005580;0.001820;0.000670;0.000170;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m975_06_fill_holes_and_orientation.obj,PlantWildNonTree
m998_06_fill_holes_and_orientation.obj,,,,,,,,,,,,0.054441;0.096648;0.091626;0.084733;0.079311;0.080962;0.079301;0.076660;0.075880;0.067176;0.056672;0.043137;0.032163;0.024970;0.018997;0.014035;0.010494;0.007473;0.004252;0.001070,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.005764;0.006004;0.005764;0.025216;0.453890;0.201489;0.073007;0.065322;0.064601;0.040586;0.002642;0.005283;0.005524;0.008165;0.010567;0.013449;0.006244;0.003362;0.002161;0.000961,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.053000;0.118830;0.173450;0.255080;0.109030;0.047010;0.042050;0.044560;0.033820;0.021480;0.018740;0.021780;0.022150;0.017180;0.011790;0.006270;0.002620;0.000860;0.000260;0.000040,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.019510;0.090960;0.172840;0.202000;0.176400;0.104160;0.082080;0.066440;0.041330;0.029370;0.011730;0.002470;0.000490;0.000170;0.000030;0.000020;0.000000;0.000000;0.000000;0.000000,0.000000;0.026508;0.053016;0.079524;0.106033;0.132541;0.159049;0.185557;0.212065;0.238573;0.265081;0.291589;0.318098;0.344606;0.371114;0.397622;0.424130;0.450638;0.477146;0.503654;0.530163,0.023430;0.105450;0.177270;0.191930;0.163810;0.132430;0.093480;0.062570;0.033890;0.012310;0.002480;0.000760;0.000190;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.015273;0.030547;0.045820;0.061094;0.076367;0.091640;0.106914;0.122187;0.137461;0.152734;0.168007;0.183281;0.198554;0.213827;0.229101;0.244374;0.259648;0.274921;0.290194;0.305468,,m998_06_fill_holes_and_orientation.obj,PlantIndoors
