name,surface_area_before,volume_before,compactness_before,rectangularity_before,diameter_before,convexity_before,eccentricity_before,surface_area_after,volume_after,compactness_after,rectangularity_after,diameter_after,convexity_after,eccentricity_after
Humanoid\m226_00_original.obj,0.838067,0.021013,11.787309,0.345841,0.955307,56.024622,25.587541,0.838067,0.021013,11.787309,0.345841,0.955307,56.024622,25.587541
Humanoid\m226_01_remeshed.obj,0.838067,0.021013,11.787310,0.345841,0.955307,78.911688,31.736372,0.838067,0.021013,11.787310,0.345841,0.955307,78.911688,31.736372
Humanoid\m226_02_translated.obj,0.838067,0.021013,11.787307,0.345841,0.955307,3.277002,31.736395,0.838067,0.021013,11.787307,0.345841,0.955307,3.277002,31.736395
Humanoid\m226_03_aligned.obj,0.838067,0.021013,11.787326,0.342607,0.955308,3.008630,31.736379,0.838067,0.021013,11.787326,0.342607,0.955308,3.008630,31.736379
Humanoid\m226_04_flipped.obj,0.838067,0.021013,11.787326,0.342607,0.955308,1.876917,31.736379,0.838067,0.021013,11.787326,0.342607,0.955308,1.876917,31.736379
Humanoid\m226_05_scaled.obj,0.926855,0.024439,11.787306,0.342607,1.004639,1.809913,31.736379,0.926855,0.024439,11.787306,0.342607,1.004639,1.809913,31.736379
Humanoid\m226_unified.obj,0.926855,0.024439,11.787306,0.342607,1.004639,1.809913,31.736379,0.926855,0.024439,11.787306,0.342607,1.004639,1.809913,31.736379
Humanoid\m232_00_original.obj,0.781158,0.018041,12.949526,0.298108,0.976265,0.531997,22.886875,0.781158,0.018041,12.949526,0.298108,0.976265,0.531997,22.886875
Humanoid\m232_01_remeshed.obj,0.781158,0.018041,12.949526,0.298108,0.976265,0.531603,26.005869,0.781158,0.018041,12.949526,0.298108,0.976265,0.531603,26.005869
Humanoid\m232_02_translated.obj,0.781158,0.018041,12.949513,0.298108,0.976265,1.046260,26.005866,0.781158,0.018041,12.949513,0.298108,0.976265,1.046260,26.005866
Humanoid\m232_03_aligned.obj,0.781158,0.018041,12.949531,0.299135,0.976265,2.449185,26.005864,0.781158,0.018041,12.949531,0.299135,0.976265,2.449185,26.005864
Humanoid\m232_04_flipped.obj,0.781158,0.018041,12.949531,0.299135,0.976265,2.449185,26.005864,0.781158,0.018041,12.949531,0.299135,0.976265,2.449185,26.005864
Humanoid\m232_05_scaled.obj,0.864145,0.020991,12.949523,0.299135,1.026814,1.050637,26.005867,0.864145,0.020991,12.949523,0.299135,1.026814,1.050637,26.005867
Humanoid\m232_unified.obj,0.864145,0.020991,12.949523,0.299135,1.026814,1.050637,26.005867,0.864145,0.020991,12.949523,0.299135,1.026814,1.050637,26.005867
Humanoid\m233_00_original.obj,0.922278,0.018274,20.770958,0.371798,1.028820,0.454089,55.426965,0.922278,0.018274,20.770958,0.371798,1.028820,0.454089,55.426965
Humanoid\m233_01_remeshed.obj,0.922278,0.018274,20.770947,0.371798,1.028820,0.457576,59.379879,0.922278,0.018274,20.770947,0.371798,1.028820,0.457576,59.379879
Humanoid\m233_02_translated.obj,0.922279,0.018274,20.770964,0.371798,1.028820,0.764359,59.379937,0.922279,0.018274,20.770964,0.371798,1.028820,0.764359,59.379937
Humanoid\m233_03_aligned.obj,0.922278,0.018274,20.770958,0.361939,1.028820,16.687811,59.379927,0.922278,0.018274,20.770958,0.361939,1.028820,16.687811,59.379927
Humanoid\m233_04_flipped.obj,0.922278,0.018274,20.770958,0.361939,1.028820,16.687811,59.379927,0.922278,0.018274,20.770958,0.361939,1.028820,16.687811,59.379927
Humanoid\m233_05_scaled.obj,1.010218,0.020949,20.770976,0.361938,1.076753,1.644639,59.379948,1.010218,0.020949,20.770976,0.361938,1.076753,1.644639,59.379948
Humanoid\m233_unified.obj,1.010218,0.020949,20.770976,0.361938,1.076753,1.644639,59.379948,1.010218,0.020949,20.770976,0.361938,1.076753,1.644639,59.379948
Humanoid\m251_00_original.obj,0.439048,0.007881,12.047051,0.229496,0.959196,0.860358,64.714261,0.439235,0.007827,12.231302,0.229594,0.959196,0.854399,64.720453
Humanoid\m251_02_translated.obj,0.439048,0.007879,12.053706,0.229496,0.959196,2.687559,64.714261,0.439235,0.007878,12.074253,0.229594,0.959196,2.686986,64.720453
Humanoid\m251_03_aligned.obj,0.439048,0.007879,12.053711,0.229267,0.959196,1.247095,64.714234,0.439235,0.007878,12.074255,0.229365,0.959196,1.246829,64.720426
Humanoid\m251_04_flipped.obj,0.439048,0.007879,12.053711,0.229267,0.959196,1.275689,64.714234,0.439235,0.007878,12.074255,0.229365,0.959196,1.275417,64.720426
Humanoid\m251_05_scaled.obj,0.486798,0.009199,12.053708,0.229267,1.010011,0.942846,64.714266,0.487006,0.009197,12.074252,0.229365,1.010011,0.942645,64.720458
Humanoid\m251_unified.obj,0.486798,0.009199,12.053708,0.229267,1.010011,0.942846,64.714266,0.487006,0.009197,12.074252,0.229365,1.010011,0.942645,64.720458
Humanoid\m255_00_original.obj,0.973829,0.016117,31.437808,0.418167,0.952085,0.667461,108.816911,1.043053,0.017171,34.032279,0.447892,0.952085,0.711119,108.907955
Humanoid\m255_01_remeshed.obj,0.921755,0.016137,26.592075,0.395888,0.952085,0.997355,76.264261,1.006946,0.020824,20.818730,0.432477,0.952085,1.287018,76.455210
Humanoid\m255_02_translated.obj,0.921755,0.015410,29.160481,0.395887,0.952085,1.674585,76.264311,1.006946,0.016331,33.847550,0.432476,0.952085,1.774708,76.455260
Humanoid\m255_03_aligned.obj,0.921755,0.015410,29.160458,0.397669,0.952085,2.268318,76.264284,1.006946,0.016331,33.847573,0.434423,0.952085,2.403938,76.455233
Humanoid\m255_04_flipped.obj,0.921755,0.015410,29.160458,0.397669,0.952085,4.978852,76.264284,1.006946,0.016331,33.847573,0.434423,0.952085,5.276531,76.455233
Humanoid\m255_05_scaled.obj,1.021173,0.017969,29.160492,0.397670,1.002115,5.426464,76.264278,1.115552,0.019043,33.847567,0.434423,1.002115,5.750910,76.455227
Humanoid\m255_unified.obj,1.021173,0.017969,29.160492,0.397670,1.002115,5.426464,76.264278,1.115552,0.019043,33.847567,0.434423,1.002115,5.750910,76.455227
Insect\D00081_00_original.obj,1.869928,0.018837,162.935037,0.220410,1.744667,0.245897,5.866753,1.869928,0.018837,162.935037,0.220410,1.744667,0.245897,5.866753
Insect\D00081_01_remeshed.obj,1.869927,0.018837,162.935084,0.220410,1.744667,0.246728,12.004937,1.869927,0.018837,162.935084,0.220410,1.744667,0.246728,12.004937
Insect\D00081_02_translated.obj,1.869930,0.018837,162.933307,0.220410,1.744667,0.286267,12.004939,1.869930,0.018837,162.933307,0.220410,1.744667,0.286267,12.004939
Insect\D00081_03_aligned.obj,1.869928,0.018837,162.935785,0.207137,1.744667,0.247890,12.004936,1.869928,0.018837,162.935785,0.207137,1.744667,0.247890,12.004936
Insect\D00081_04_flipped.obj,1.869928,0.018837,162.935785,0.207137,1.744667,0.156961,12.004936,1.869928,0.018837,162.935785,0.207137,1.744667,0.156961,12.004936
Insect\D00081_05_scaled.obj,0.624144,0.003632,162.935056,0.207137,1.007958,10.403518,12.004935,0.624144,0.003632,162.935056,0.207137,1.007958,10.403518,12.004935
Insect\D00081_unified.obj,0.624144,0.003632,162.935056,0.207137,1.007958,10.403518,12.004935,0.624144,0.003632,162.935056,0.207137,1.007958,10.403518,12.004935
Insect\D00788_00_original.obj,1.611280,0.020300,89.760192,0.181836,1.743150,0.075847,3.501914,1.757690,0.019961,120.511433,0.198358,1.743150,0.074580,3.507606
Insect\D00788_01_remeshed.obj,1.610743,0.020279,89.852308,0.181911,1.741459,1.035707,3.776325,1.757058,0.019965,120.328016,0.198436,1.741459,1.019666,3.779529
Insect\D00788_02_translated.obj,1.610743,0.020287,89.785868,0.181911,1.741459,1.185106,3.776325,1.757058,0.019960,120.392124,0.198436,1.741459,1.166009,3.779530
Insect\D00788_03_aligned.obj,1.610743,0.020287,89.786131,0.196267,1.741459,0.882808,3.776325,1.757058,0.019960,120.392248,0.214096,1.741459,0.868583,3.779530
Insect\D00788_04_flipped.obj,1.610743,0.020287,89.786131,0.196267,1.741459,0.101913,3.776325,1.757058,0.019960,120.392248,0.214096,1.741459,0.100271,3.779530
Insect\D00788_05_scaled.obj,0.644533,0.005135,89.785858,0.196267,1.101598,0.101913,3.776325,0.703081,0.005052,120.392045,0.214095,1.101598,0.100271,3.779529
Insect\D00788_unified.obj,0.644533,0.005135,89.785858,0.196267,1.101598,0.101913,3.776325,0.703081,0.005052,120.392045,0.214095,1.101598,0.100271,3.779529
Insect\D00855_00_original.obj,2.153216,0.106701,7.753107,0.253141,1.801405,1.178001,13.341865,2.153216,0.106701,7.753107,0.253141,1.801405,1.178001,13.341865
Insect\D00855_01_remeshed.obj,2.153216,0.106701,7.753108,0.253141,1.801405,4.091095,10.888522,2.153216,0.106701,7.753108,0.253141,1.801405,4.091095,10.888522
Insect\D00855_02_translated.obj,2.153216,0.106701,7.753105,0.253141,1.801405,23.075217,10.888522,2.153216,0.106701,7.753105,0.253141,1.801405,23.075217,10.888522
Insect\D00855_03_aligned.obj,2.153217,0.106701,7.753113,0.238797,1.801405,57.854750,10.888524,2.153217,0.106701,7.753113,0.238797,1.801405,57.854750,10.888524
Insect\D00855_04_flipped.obj,2.153217,0.106701,7.753113,0.238797,1.801405,57.854750,10.888524,2.153217,0.106701,7.753113,0.238797,1.801405,57.854750,10.888524
Insect\D00855_05_scaled.obj,0.673437,0.018663,7.753119,0.238796,1.007433,38.782771,10.888525,0.673437,0.018663,7.753119,0.238796,1.007433,38.782771,10.888525
Insect\D00855_unified.obj,0.673437,0.018663,7.753119,0.238796,1.007433,38.782771,10.888525,0.673437,0.018663,7.753119,0.238796,1.007433,38.782771,10.888525
Insect\m16_00_original.obj,0.354792,0.006138,10.480304,0.167055,1.076332,0.652158,5.083257,0.355191,0.006139,10.512642,0.167243,1.076332,0.652256,5.090230
Insect\m16_01_remeshed.obj,0.354792,0.006138,10.480320,0.167055,1.076332,1.774332,5.136067,0.355192,0.006139,10.512659,0.167243,1.076332,1.774597,5.138106
Insect\m16_02_translated.obj,0.354791,0.006139,10.477799,0.167054,1.076332,0.253891,5.136065,0.355191,0.006139,10.512625,0.167243,1.076332,0.253899,5.138104
Insect\m16_03_aligned.obj,0.354792,0.006139,10.477821,0.157329,1.076331,0.353744,5.136065,0.355192,0.006139,10.512647,0.157506,1.076331,0.353755,5.138104
Insect\m16_04_flipped.obj,0.354792,0.006139,10.477821,0.157329,1.076331,0.353744,5.136065,0.355192,0.006139,10.512647,0.157506,1.076331,0.353755,5.138104
Insect\m16_05_scaled.obj,0.355903,0.006168,10.477784,0.157329,1.078017,0.353097,5.136065,0.356304,0.006168,10.512611,0.157506,1.078017,0.353108,5.138104
Insect\m16_unified.obj,0.355903,0.006168,10.477784,0.157329,1.078017,0.353097,5.136065,0.356304,0.006168,10.512611,0.157506,1.078017,0.353108,5.138104
Insect\m22_00_original.obj,0.956783,0.027960,9.906128,0.374983,0.988143,0.887488,6.798147,0.956783,0.027960,9.906128,0.374983,0.988143,0.887488,6.798147
Insect\m22_01_remeshed.obj,0.956784,0.027960,9.906165,0.374984,0.988143,0.924405,8.900904,0.956784,0.027960,9.906165,0.374984,0.988143,0.924405,8.900904
Insect\m22_02_translated.obj,0.956780,0.027960,9.906058,0.374982,0.988143,11.507476,8.900911,0.956780,0.027960,9.906058,0.374982,0.988143,11.507476,8.900911
Insect\m22_03_aligned.obj,0.956783,0.027960,9.906145,0.319302,0.988144,1.795386,8.900915,0.956783,0.027960,9.906145,0.319302,0.988144,1.795386,8.900915
Insect\m22_04_flipped.obj,0.956783,0.027960,9.906145,0.319302,0.988144,6.266715,8.900915,0.956783,0.027960,9.906145,0.319302,0.988144,6.266715,8.900915
Insect\m22_05_scaled.obj,1.060149,0.032612,9.906139,0.319303,1.040151,18.103763,8.900912,1.060149,0.032612,9.906139,0.319303,1.040151,18.103763,8.900912
Insect\m22_unified.obj,1.060149,0.032612,9.906139,0.319303,1.040151,18.103763,8.900912,1.060149,0.032612,9.906139,0.319303,1.040151,18.103763,8.900912
Insect\m26_00_original.obj,0.717860,0.012217,21.913213,0.241263,1.020935,0.730127,6.051698,0.718510,0.012317,21.618429,0.241482,1.020935,0.736087,6.047587
Insect\m26_01_remeshed.obj,0.717860,0.012217,21.913207,0.241263,1.020935,0.718421,6.204539,0.718510,0.012317,21.618443,0.241482,1.020935,0.724285,6.201549
Insect\m26_02_translated.obj,0.717860,0.012277,21.700551,0.241263,1.020935,0.433763,6.204539,0.718510,0.012317,21.618454,0.241482,1.020935,0.435176,6.201549
Insect\m26_03_aligned.obj,0.717860,0.012277,21.700544,0.213369,1.020935,4.769057,6.204539,0.718510,0.012317,21.618444,0.213562,1.020935,4.784597,6.201549
Insect\m26_04_flipped.obj,0.717860,0.012277,21.700544,0.213369,1.020935,8.394104,6.204539,0.718510,0.012317,21.618444,0.213562,1.020935,8.421456,6.201549
Insect\m26_05_scaled.obj,0.727791,0.012533,21.700518,0.213369,1.027973,2.059212,6.204540,0.728450,0.012574,21.618418,0.213562,1.027973,2.065922,6.201549
Insect\m26_unified.obj,0.727791,0.012533,21.700518,0.213369,1.027973,2.059212,6.204540,0.728450,0.012574,21.618418,0.213562,1.027973,2.065922,6.201549
Insect\m6_00_original.obj,1.809244,0.038354,35.597616,0.535307,1.214161,0.578328,3.786829,1.861937,0.038267,38.975843,0.550897,1.214161,0.577017,3.787578
Insect\m6_01_remeshed.obj,1.804602,0.038454,35.140488,0.533933,1.214161,0.579838,3.783891,1.861494,0.038403,38.671592,0.550766,1.214161,0.579075,3.783892
Insect\m6_02_translated.obj,1.804603,0.038410,35.221336,0.533933,1.214161,8.051060,3.783894,1.861495,0.038380,38.718738,0.550766,1.214161,8.044809,3.783895
Insect\m6_03_aligned.obj,1.804601,0.038410,35.221251,0.545917,1.214161,0.669886,3.783891,1.861493,0.038380,38.718645,0.563128,1.214161,0.669366,3.783892
Insect\m6_04_flipped.obj,1.804601,0.038410,35.221251,0.545917,1.214161,0.669886,3.783891,1.861493,0.038380,38.718645,0.563128,1.214161,0.669366,3.783892
Insect\m6_05_scaled.obj,2.004369,0.044961,35.221344,0.545918,1.279600,0.669888,3.783891,2.067559,0.044926,38.718739,0.563129,1.279600,0.669368,3.783892
Insect\m6_unified.obj,2.004369,0.044961,35.221344,0.545918,1.279600,0.669888,3.783891,2.067559,0.044926,38.718739,0.563129,1.279600,0.669368,3.783892
Jet\m1147_00_original.obj,0.594250,0.007988,29.080294,0.216720,0.960578,0.386361,29.421043,0.595904,0.007084,37.288098,0.217323,0.960578,0.342625,29.500647
Jet\m1147_01_remeshed.obj,0.589311,0.007499,32.178500,0.214919,0.960578,0.368297,40.370867,0.592735,0.006437,44.442417,0.216168,0.960578,0.316123,40.364443
Jet\m1147_02_translated.obj,0.589311,0.007601,31.319945,0.214919,0.960578,0.617724,40.370814,0.592735,0.007737,30.758792,0.216167,0.960578,0.628774,40.364389
Jet\m1147_03_aligned.obj,0.589311,0.007601,31.320013,0.224828,0.960578,0.740467,40.370870,0.592735,0.007737,30.758882,0.226134,0.960578,0.753712,40.364446
Jet\m1147_04_flipped.obj,0.589311,0.007601,31.320013,0.224828,0.960578,2.608613,40.370870,0.592735,0.007737,30.758882,0.226134,0.960578,2.655276,40.364446
Jet\m1147_05_scaled.obj,0.649324,0.008791,31.320018,0.224828,1.008303,1.791203,40.370873,0.653097,0.008949,30.758851,0.226134,1.008303,1.823245,40.364448
Jet\m1147_unified.obj,0.649324,0.008791,31.320018,0.224828,1.008303,1.791203,40.370873,0.653097,0.008949,30.758851,0.226134,1.008303,1.823245,40.364448
Jet\m1176_00_original.obj,0.887400,0.000000,40035181763058909750888773976064.000000,0.411137,0.964503,0.000000,66.659779,0.443700,0.009402,8.737720,0.205569,0.964503,2.174637,66.659779
Jet\m1176_01_remeshed.obj,0.457967,0.000000,405616483195625363378901352448.000000,0.212179,0.964503,0.000000,72.821020,0.228983,0.001620,40.427255,0.106089,0.964503,0.082707,72.821020
Jet\m1176_02_translated.obj,0.457967,0.000000,2069550895623024011310435466739712.000000,0.212179,0.964503,0.000000,72.821047,0.228983,0.000836,152.016738,0.106089,0.964503,3.061932,72.821047
Jet\m1176_03_aligned.obj,0.457966,0.000000,799613906956530038826173701554176.000000,0.214046,0.964503,0.000000,72.821007,0.228983,0.000836,152.017494,0.107023,0.964503,0.587042,72.821007
Jet\m1176_04_flipped.obj,0.457966,0.000000,799613906956530038826173701554176.000000,0.214046,0.964503,0.000000,72.821007,0.228983,0.000836,152.017494,0.107023,0.964503,2.346585,72.821007
Jet\m1176_05_scaled.obj,0.503378,0.000000,1240546953699953783512835632922624.000000,0.214046,1.011191,0.000000,72.820994,0.251689,0.000963,152.018762,0.107023,1.011191,0.282852,72.820994
Jet\m1176_unified.obj,0.503378,0.000000,1240546953699953783512835632922624.000000,0.214046,1.011191,0.000000,72.820994,0.251689,0.000963,152.018762,0.107023,1.011191,0.282852,72.820994
Jet\m1178_00_original.obj,0.414939,0.003821,43.275830,0.302803,0.957393,0.745224,63.243937,0.370591,0.006113,12.041262,0.270440,0.957393,1.192450,63.446666
Jet\m1178_01_remeshed.obj,0.348972,0.004506,18.506021,0.254663,0.957393,0.868792,62.972002,0.399518,0.004909,23.397153,0.291549,0.957393,0.946476,62.967912
Jet\m1178_02_translated.obj,0.348972,0.003661,28.038451,0.254663,0.957393,2.785580,62.972081,0.399518,0.003694,41.319562,0.291549,0.957393,2.810823,62.967991
Jet\m1178_03_aligned.obj,0.348972,0.003661,28.038414,0.250261,0.957393,2.338138,62.972027,0.399518,0.003694,41.319375,0.286510,0.957393,2.359329,62.965284
Jet\m1178_04_flipped.obj,0.348972,0.003661,28.038414,0.250261,0.957393,3.073303,62.972027,0.399518,0.003694,41.319375,0.286510,0.957393,3.101157,62.965284
Jet\m1178_05_scaled.obj,0.383288,0.004214,28.038531,0.250262,1.003362,1.178744,62.972036,0.438805,0.004252,41.319817,0.286510,1.003362,1.189423,62.965294
Jet\m1178_unified.obj,0.383288,0.004214,28.038531,0.250262,1.003362,1.178744,62.972036,0.438805,0.004252,41.319817,0.286510,1.003362,1.189423,62.965294
Jet\m1179_00_original.obj,0.448033,0.002125,176.165937,0.263309,0.951279,0.138045,109.573868,0.753389,0.000655,8806.204323,0.442767,0.951279,0.042575,110.053551
Jet\m1179_01_remeshed.obj,0.446187,0.001748,257.059044,0.262224,0.951279,0.115894,135.248380,0.677191,0.000509,10597.339970,0.397985,0.951279,0.033750,135.087636
Jet\m1179_02_translated.obj,0.446187,0.001056,704.563791,0.262224,0.951279,0.339165,135.248480,0.677191,0.001447,1311.201577,0.397985,0.951279,0.464867,135.087738
Jet\m1179_03_aligned.obj,0.446187,0.001056,704.571343,0.252513,0.951279,0.114472,135.248342,0.677191,0.001448,1310.357868,0.383246,0.951279,0.156950,135.089531
Jet\m1179_04_flipped.obj,0.446187,0.001056,704.571343,0.252513,0.951279,0.114472,135.248342,0.677191,0.001448,1310.357868,0.383246,0.951279,0.156950,135.089531
Jet\m1179_05_scaled.obj,0.494745,0.001233,704.586460,0.252512,1.001706,0.133187,135.248338,0.750889,0.001690,1310.339193,0.383245,1.001706,0.182612,135.089529
Jet\m1179_unified.obj,0.494745,0.001233,704.586460,0.252512,1.001706,0.133187,135.248338,0.750889,0.001690,1310.339193,0.383245,1.001706,0.182612,135.089529
Jet\m1180_00_original.obj,0.644743,0.004901,98.641273,0.347669,0.970165,0.221988,49.762604,0.644734,0.004903,98.580933,0.347664,0.970165,0.222052,49.762604
Jet\m1180_01_remeshed.obj,0.644726,0.004901,98.633842,0.347659,0.970165,0.149824,53.373263,0.644726,0.004901,98.633842,0.347659,0.970165,0.149824,53.373263
Jet\m1180_02_translated.obj,0.644725,0.004901,98.633171,0.347659,0.970165,0.265274,53.373275,0.644725,0.004901,98.633171,0.347659,0.970165,0.265274,53.373275
Jet\m1180_03_aligned.obj,0.644726,0.004901,98.633539,0.346001,0.970166,0.399025,53.373292,0.644726,0.004901,98.633539,0.346001,0.970166,0.399025,53.373292
Jet\m1180_04_flipped.obj,0.644726,0.004901,98.633539,0.346001,0.970166,0.399025,53.373292,0.644726,0.004901,98.633539,0.346001,0.970166,0.399025,53.373292
Jet\m1180_05_scaled.obj,0.714115,0.005714,98.633508,0.346001,1.021040,0.493478,53.373280,0.714115,0.005714,98.633508,0.346001,1.021040,0.493478,53.373280
Jet\m1180_unified.obj,0.714115,0.005714,98.633508,0.346001,1.021040,0.493478,53.373280,0.714115,0.005714,98.633508,0.346001,1.021040,0.493478,53.373280
Jet\m1194_00_original.obj,0.827980,0.008214,74.380697,0.387369,0.950221,6.123740,46.716855,0.860703,0.007139,110.629452,0.402679,0.950221,0.603950,45.996861
Jet\m1194_01_remeshed.obj,0.827947,0.008214,74.370458,0.387354,0.950221,0.777269,60.471005,0.861615,0.005755,170.785005,0.403106,0.950221,0.450314,60.359139
Jet\m1194_02_translated.obj,0.827948,0.005387,172.898264,0.387354,0.950221,1.097294,60.470993,0.861616,0.005505,186.604915,0.403106,0.950221,1.268926,60.359127
Jet\m1194_03_aligned.obj,0.827948,0.005387,172.898504,0.386972,0.950221,40.280676,60.471018,0.861616,0.005505,186.605426,0.402708,0.950221,41.154165,60.359152
Jet\m1194_04_flipped.obj,0.827948,0.005387,172.898504,0.386972,0.950221,6.234915,60.471018,0.861616,0.005505,186.605426,0.402708,0.950221,6.371327,60.359152
Jet\m1194_05_scaled.obj,0.917393,0.006284,172.898670,0.386972,1.000231,0.558126,60.470991,0.954698,0.006421,186.605354,0.402708,1.000231,0.562529,60.359125
Jet\m1194_unified.obj,0.917393,0.006284,172.898670,0.386972,1.000231,0.558126,60.470991,0.954698,0.006421,186.605354,0.402708,1.000231,0.562529,60.359125
Jet\m1199_00_original.obj,0.505194,0.005554,36.963013,0.316957,0.953294,0.300922,76.421017,0.531436,0.005942,37.584410,0.333421,0.953294,0.321975,76.769845
Jet\m1199_01_remeshed.obj,0.503868,0.005612,35.914487,0.316125,0.953294,0.446676,81.928941,0.550463,0.003572,115.593295,0.345359,0.953294,0.284301,81.958203
Jet\m1199_02_translated.obj,0.503869,0.005398,38.813911,0.316125,0.953294,1.235474,81.928964,0.550464,0.004814,63.630739,0.345359,0.953294,1.101820,81.958227
Jet\m1199_03_aligned.obj,0.503868,0.005398,38.813754,0.312697,0.953293,2.466400,81.928989,0.550463,0.004814,63.630458,0.341614,0.953293,2.199585,81.958252
Jet\m1199_04_flipped.obj,0.503868,0.005398,38.813754,0.312697,0.953293,0.978098,81.928989,0.550463,0.004814,63.630458,0.341614,0.953293,0.872288,81.958252
Jet\m1199_05_scaled.obj,0.558334,0.006297,38.813710,0.312698,1.003495,0.802541,81.928969,0.609965,0.005616,63.630086,0.341614,1.003495,0.715723,81.958231
Jet\m1199_unified.obj,0.558334,0.006297,38.813710,0.312698,1.003495,0.802541,81.928969,0.609965,0.005616,63.630086,0.341614,1.003495,0.715723,81.958231
Jet\m1223_00_original.obj,0.626518,0.004970,88.014365,0.335203,0.950420,0.387117,65.744637,0.626518,0.004970,88.014365,0.335203,0.950420,0.387117,65.744637
Jet\m1223_01_remeshed.obj,0.626518,0.004970,88.014759,0.335203,0.950420,0.430542,83.765146,0.626518,0.004970,88.014759,0.335203,0.950420,0.430542,83.765146
Jet\m1223_02_translated.obj,0.626517,0.004970,88.014331,0.335203,0.950420,0.971588,83.764989,0.626517,0.004970,88.014331,0.335203,0.950420,0.971588,83.764989
Jet\m1223_03_aligned.obj,0.626518,0.004970,88.014284,0.333503,0.950420,1.248338,83.765231,0.626518,0.004970,88.014284,0.333503,0.950420,1.248338,83.765231
Jet\m1223_04_flipped.obj,0.626518,0.004970,88.014284,0.333503,0.950420,1.248338,83.765231,0.626518,0.004970,88.014284,0.333503,0.950420,1.248338,83.765231
Jet\m1223_05_scaled.obj,0.694180,0.005797,88.014322,0.333503,1.000426,1.138038,83.765226,0.694180,0.005797,88.014322,0.333503,1.000426,1.138038,83.765226
Jet\m1223_unified.obj,0.694180,0.005797,88.014322,0.333503,1.000426,1.138038,83.765226,0.694180,0.005797,88.014322,0.333503,1.000426,1.138038,83.765226
Jet\m1224_00_original.obj,0.397893,0.001544,233.620555,0.342025,0.950269,0.223011,96.143392,0.419856,0.001630,246.437640,0.360904,0.950269,0.435468,92.847043
Jet\m1224_01_remeshed.obj,0.397893,0.001544,233.620580,0.342025,0.950269,0.279232,134.286679,0.419856,0.001630,246.438860,0.360904,0.950269,3.900134,133.800658
Jet\m1224_02_translated.obj,0.397893,0.001606,216.049822,0.342025,0.950269,2.095049,134.287074,0.419855,0.001630,246.437896,0.360904,0.950269,2.126266,133.801052
Jet\m1224_03_aligned.obj,0.397893,0.001606,216.049238,0.344270,0.950270,0.529959,134.286616,0.419856,0.001630,246.437518,0.363273,0.950270,0.537855,133.800595
Jet\m1224_04_flipped.obj,0.397893,0.001606,216.049238,0.344270,0.950270,0.726043,134.286616,0.419856,0.001630,246.437518,0.363273,0.950270,0.736861,133.800595
Jet\m1224_05_scaled.obj,0.440682,0.001871,216.050713,0.344271,1.000061,28.303396,134.286561,0.465007,0.001899,246.437396,0.363273,1.000061,23.422426,133.800541
Jet\m1224_unified.obj,0.440682,0.001871,216.050713,0.344271,1.000061,28.303396,134.286561,0.465007,0.001899,246.437396,0.363273,1.000061,23.422426,133.800541
Jet\m1231_00_original.obj,0.649117,0.005002,96.675151,0.384119,0.963534,0.666048,58.148525,0.657515,0.007174,48.830972,0.389088,0.963534,0.955408,59.303158
Jet\m1231_01_remeshed.obj,0.610052,0.004922,82.852984,0.361002,0.963533,0.633803,116.230375,0.750721,0.005016,148.657572,0.444244,0.963533,0.645926,116.276127
Jet\m1231_02_translated.obj,0.610052,0.005002,80.235560,0.361002,0.963533,0.538895,116.230321,0.750721,0.004987,150.440191,0.444244,0.963533,0.537246,116.276073
Jet\m1231_03_aligned.obj,0.610051,0.005002,80.236165,0.348124,0.963533,8.716926,116.230327,0.750723,0.004987,150.442123,0.428397,0.963533,8.690273,116.244453
Jet\m1231_04_flipped.obj,0.610051,0.005002,80.236165,0.348124,0.963533,8.716926,116.230327,0.750723,0.004987,150.442123,0.428397,0.963533,8.690273,116.244453
Jet\m1231_05_scaled.obj,0.661485,0.005648,80.236289,0.348124,1.003329,3.092796,116.230325,0.814017,0.005630,150.442944,0.428398,1.003329,3.083334,116.244452
Jet\m1231_unified.obj,0.661485,0.005648,80.236289,0.348124,1.003329,3.092796,116.230325,0.814017,0.005630,150.442944,0.428398,1.003329,3.083334,116.244452
Jet\m1243_00_original.obj,0.661958,0.003706,186.714275,0.338473,0.974057,0.367841,60.347877,0.658764,0.003779,176.996139,0.336840,0.974057,0.375074,60.347877
Jet\m1243_01_remeshed.obj,0.615824,0.005229,75.512362,0.314883,0.974057,0.220696,78.761075,0.694785,0.005160,111.360502,0.355258,0.974057,0.217786,78.849229
Jet\m1243_02_translated.obj,0.615824,0.004982,83.207127,0.314883,0.974057,1.889099,78.761107,0.694785,0.005153,111.663399,0.355258,0.974057,1.954210,78.849261
Jet\m1243_03_aligned.obj,0.615823,0.004982,83.207269,0.308925,0.974057,0.297578,78.761154,0.694785,0.005153,111.664941,0.348537,0.974057,0.307834,78.846188
Jet\m1243_04_flipped.obj,0.615823,0.004982,83.207269,0.308925,0.974057,0.700248,78.761154,0.694785,0.005153,111.664941,0.348537,0.974057,0.724380,78.846188
Jet\m1243_05_scaled.obj,0.676554,0.005736,83.207709,0.308927,1.020957,0.686314,78.761141,0.763303,0.005934,111.664929,0.348538,1.020957,0.709968,78.846174
Jet\m1243_unified.obj,0.676554,0.005736,83.207709,0.308927,1.020957,0.686314,78.761141,0.763303,0.005934,111.664929,0.348538,1.020957,0.709968,78.846174
